show_id,pageid,title,url,date_raw,date,year,month,day,venue,location,city,region,tour,all_tours,show_type,act,region_category,has_video,has_audio,incomplete_setlist,incomplete_article,is_solo,n_songs,revid
"2003-10-11_-_Larimer_Lounge_-_Denver,_CO",4220,"2003-10-11 - Larimer Lounge - Denver, CO",https://themountaingoats.fandom.com/wiki/2003-10-11_-_Larimer_Lounge_-_Denver%2C_CO,2003-10-11,2003-10-11,2003.0,10.0,11.0,Larimer Lounge,"Denver, CO",Denver,CO,Western U.S. Tour 2003,Western U.S. Tour 2003,,The Mountain Goats,Colorado,False,False,False,True,False,0,17462
"2003-10-12_-_Sokol_Underground_-_Omaha,_NE",4221,"2003-10-12 - Sokol Underground - Omaha, NE",https://themountaingoats.fandom.com/wiki/2003-10-12_-_Sokol_Underground_-_Omaha%2C_NE,2003-10-12,2003-10-12,2003.0,10.0,12.0,Sokol Underground,"Omaha, NE",Omaha,NE,Western U.S. Tour 2003,Western U.S. Tour 2003,,The Mountain Goats,Nebraska,False,False,False,True,False,0,17463
"2003-10-18_-_Knitting_Factory_-_New_York,_NY",4207,"2003-10-18 - Knitting Factory - New York, NY",https://themountaingoats.fandom.com/wiki/2003-10-18_-_Knitting_Factory_-_New_York%2C_NY,2003-10-18,2003-10-18,2003.0,10.0,18.0,Knitting Factory,"New York, NY",New York,NY,,,,The Mountain Goats,New York,False,False,False,True,False,0,18042
"2003-11-11_-_Kimmel_Center_-_New_York_University_-_New_York,_NY",3565,"2003-11-11 - Kimmel Center - New York University - New York, NY",https://themountaingoats.fandom.com/wiki/2003-11-11_-_Kimmel_Center_-_New_York_University_-_New_York%2C_NY,2003-11-11,2003-11-11,2003.0,11.0,11.0,Kimmel Center - New York University,"New York, NY",New York,NY,,,,The Mountain Goats,New York,False,False,False,False,False,17,18043
"2004-02-01_-_WXDU_Session_-_Durham,_NC",2759,"2004-02-01 - WXDU Session - Durham, NC",https://themountaingoats.fandom.com/wiki/2004-02-01_-_WXDU_Session_-_Durham%2C_NC,2004-02-01,2004-02-01,2004.0,2.0,1.0,WXDU Session,"Durham, NC",Durham,NC,,,radio session,The Mountain Goats,North Carolina,False,False,False,False,False,6,25171
"2004-02-10_-_Cafe_Du_Nord_-_San_Francisco,_CA",4186,"2004-02-10 - Cafe Du Nord - San Francisco, CA",https://themountaingoats.fandom.com/wiki/2004-02-10_-_Cafe_Du_Nord_-_San_Francisco%2C_CA,2004-02-10,2004-02-10,2004.0,2.0,10.0,Cafe Du Nord,"San Francisco, CA",San Francisco,CA,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,California,False,False,False,False,False,18,35575
"2004-02-11_-_Dennis_Kucinich_Headquarters_-_San_Francisco,_CA",3118,"2004-02-11 - Dennis Kucinich Headquarters - San Francisco, CA",https://themountaingoats.fandom.com/wiki/2004-02-11_-_Dennis_Kucinich_Headquarters_-_San_Francisco%2C_CA,2004-02-11,2004-02-11,2004.0,2.0,11.0,Dennis Kucinich Headquarters,"San Francisco, CA",San Francisco,CA,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,California,True,False,False,False,False,11,35609
"2004-02-11_-_Mills_College_Chapel_-_Oakland,_CA",3183,"2004-02-11 - Mills College Chapel - Oakland, CA",https://themountaingoats.fandom.com/wiki/2004-02-11_-_Mills_College_Chapel_-_Oakland%2C_CA,2004-02-11,2004-02-11,2004.0,2.0,11.0,Mills College Chapel,"Oakland, CA",Oakland,CA,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,California,False,False,False,False,False,16,35820
"2004-02-16_-_Go!_Rehearsal_Studios_-_Carrboro,_NC",4187,"2004-02-16 - Go! Rehearsal Studios - Carrboro, NC",https://themountaingoats.fandom.com/wiki/2004-02-16_-_Go%21_Rehearsal_Studios_-_Carrboro%2C_NC,2004-02-16,2004-02-16,2004.0,2.0,16.0,Go! Rehearsal Studios,"Carrboro, NC",Carrboro,NC,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,North Carolina,False,False,False,True,False,0,17542
"2004-02-17_-_The_Warehouse_-_Charleston,_SC",4188,"2004-02-17 - The Warehouse - Charleston, SC",https://themountaingoats.fandom.com/wiki/2004-02-17_-_The_Warehouse_-_Charleston%2C_SC,2004-02-17,2004-02-17,2004.0,2.0,17.0,The Warehouse,"Charleston, SC",Charleston,SC,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,South Carolina,False,False,False,True,False,0,17422
"2004-02-18_-_The_EARL_-_Atlanta,_GA",2800,"2004-02-18 - The EARL - Atlanta, GA",https://themountaingoats.fandom.com/wiki/2004-02-18_-_The_EARL_-_Atlanta%2C_GA,2004-02-18,2004-02-18,2004.0,2.0,18.0,The EARL,"Atlanta, GA",Atlanta,GA,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,Georgia,False,False,False,False,False,15,17441
"2004-02-19_-_Club_Downunder_-_Tallahassee,_FL",4189,"2004-02-19 - Club Downunder - Tallahassee, FL",https://themountaingoats.fandom.com/wiki/2004-02-19_-_Club_Downunder_-_Tallahassee%2C_FL,2004-02-19,2004-02-19,2004.0,2.0,19.0,Club Downunder,"Tallahassee, FL",Tallahassee,FL,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,Florida,False,False,False,True,False,0,17423
"2004-02-20_-_Vinyl_Fever_-_Tallahassee,_FL",3452,"2004-02-20 - Vinyl Fever - Tallahassee, FL",https://themountaingoats.fandom.com/wiki/2004-02-20_-_Vinyl_Fever_-_Tallahassee%2C_FL,2004-02-20,2004-02-20,2004.0,2.0,20.0,Vinyl Fever,"Tallahassee, FL",Tallahassee,FL,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,Florida,False,False,False,False,False,7,17436
"2004-02-20_-_Will's_Pub_-_Orlando,_FL",3442,"2004-02-20 - Will's Pub - Orlando, FL",https://themountaingoats.fandom.com/wiki/2004-02-20_-_Will%27s_Pub_-_Orlando%2C_FL,2004-02-20,2004-02-20,2004.0,2.0,20.0,Will's Pub,"Orlando, FL",Orlando,FL,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,Florida,False,False,False,False,False,15,40956
"2004-02-21_-_Cafe_Eleven_-_St._Augustine,_FL",4190,"2004-02-21 - Cafe Eleven - St. Augustine, FL",https://themountaingoats.fandom.com/wiki/2004-02-21_-_Cafe_Eleven_-_St._Augustine%2C_FL,2004-02-21,2004-02-21,2004.0,2.0,21.0,Cafe Eleven,"St. Augustine, FL",St. Augustine,FL,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,Florida,False,False,False,True,False,0,17425
"2004-02-23_-_Exit/In_-_Nashville,_TN",4191,"2004-02-23 - Exit/In - Nashville, TN",https://themountaingoats.fandom.com/wiki/2004-02-23_-_Exit/In_-_Nashville%2C_TN,2004-02-23,2004-02-23,2004.0,2.0,23.0,Exit/In,"Nashville, TN",Nashville,TN,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,Tennessee,False,False,False,True,False,0,17428
"2004-02-24_-_Rocket_Bar_-_St._Louis,_MO",4192,"2004-02-24 - Rocket Bar - St. Louis, MO",https://themountaingoats.fandom.com/wiki/2004-02-24_-_Rocket_Bar_-_St._Louis%2C_MO,2004-02-24,2004-02-24,2004.0,2.0,24.0,Rocket Bar,"St. Louis, MO",St. Louis,MO,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,Missouri,False,False,False,True,False,0,17426
"2004-02-25_-_Replay_Lounge_-_Lawrence,_KS",4193,"2004-02-25 - Replay Lounge - Lawrence, KS",https://themountaingoats.fandom.com/wiki/2004-02-25_-_Replay_Lounge_-_Lawrence%2C_KS,2004-02-25,2004-02-25,2004.0,2.0,25.0,Replay Lounge,"Lawrence, KS",Lawrence,KS,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,Kansas,False,False,False,True,False,0,17427
"2004-02-26_-_The_Maintenance_Shop_-_Ames,_IA",4194,"2004-02-26 - The Maintenance Shop - Ames, IA",https://themountaingoats.fandom.com/wiki/2004-02-26_-_The_Maintenance_Shop_-_Ames%2C_IA,2004-02-26,2004-02-26,2004.0,2.0,26.0,The Maintenance Shop,"Ames, IA",Ames,IA,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,Iowa,False,False,False,False,False,17,18783
"2004-02-27_-_Catacombs_Coffeehouse_-_Madison,_WI",4195,"2004-02-27 - Catacombs Coffeehouse - Madison, WI",https://themountaingoats.fandom.com/wiki/2004-02-27_-_Catacombs_Coffeehouse_-_Madison%2C_WI,2004-02-27,2004-02-27,2004.0,2.0,27.0,Catacombs Coffeehouse,"Madison, WI",Madison,WI,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,Wisconsin,False,False,False,True,False,0,17430
"2004-02-28_-_The_Empty_Bottle_-_Chicago,_IL",4196,"2004-02-28 - The Empty Bottle - Chicago, IL",https://themountaingoats.fandom.com/wiki/2004-02-28_-_The_Empty_Bottle_-_Chicago%2C_IL,2004-02-28,2004-02-28,2004.0,2.0,28.0,The Empty Bottle,"Chicago, IL",Chicago,IL,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,Illinois,False,False,False,True,False,0,17431
"2004-02-29_-_John_Waldron_Arts_-_Bloomington,_IN",4197,"2004-02-29 - John Waldron Arts - Bloomington, IN",https://themountaingoats.fandom.com/wiki/2004-02-29_-_John_Waldron_Arts_-_Bloomington%2C_IN,2004-02-29,2004-02-29,2004.0,2.0,29.0,John Waldron Arts,"Bloomington, IN",Bloomington,IN,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,Indiana,False,False,False,True,False,0,17432
"2004-03-02_-_First_Unitarian_Church_-_Philadelphia,_PA",3714,"2004-03-02 - First Unitarian Church - Philadelphia, PA",https://themountaingoats.fandom.com/wiki/2004-03-02_-_First_Unitarian_Church_-_Philadelphia%2C_PA,2004-03-02,2004-03-02,2004.0,3.0,2.0,First Unitarian Church,"Philadelphia, PA",Philadelphia,PA,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,Pennsylvania,False,False,False,False,False,15,17439
"2004-03-03_-_Knitting_Factory_-_New_York,_NY",3597,"2004-03-03 - Knitting Factory - New York, NY",https://themountaingoats.fandom.com/wiki/2004-03-03_-_Knitting_Factory_-_New_York%2C_NY,2004-03-03,2004-03-03,2004.0,3.0,3.0,Knitting Factory,"New York, NY",New York,NY,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,New York,False,False,False,False,False,17,36102
"2004-03-04_-_Brandeis_University_-_Waltham,_MA",4198,"2004-03-04 - Brandeis University - Waltham, MA",https://themountaingoats.fandom.com/wiki/2004-03-04_-_Brandeis_University_-_Waltham%2C_MA,2004-03-04,2004-03-04,2004.0,3.0,4.0,Brandeis University,"Waltham, MA",Waltham,MA,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,Massachusetts,False,False,False,True,False,0,17433
"2004-03-05_-_T.T._the_Bear's_-_Cambridge,_MA",4199,"2004-03-05 - T.T. the Bear's - Cambridge, MA",https://themountaingoats.fandom.com/wiki/2004-03-05_-_T.T._the_Bear%27s_-_Cambridge%2C_MA,2004-03-05,2004-03-05,2004.0,3.0,5.0,T.T. the Bear's,"Cambridge, MA",Cambridge,MA,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,Massachusetts,False,False,False,True,False,15,18703
"2004-03-06_-_Hamilton_College_Annex_B_-_Clinton,_NY",4200,"2004-03-06 - Hamilton College Annex B - Clinton, NY",https://themountaingoats.fandom.com/wiki/2004-03-06_-_Hamilton_College_Annex_B_-_Clinton%2C_NY,2004-03-06,2004-03-06,2004.0,3.0,6.0,Hamilton College Annex B,"Clinton, NY",Clinton,NY,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,New York,False,False,False,True,False,0,17435
"2004-03-07_-_Cornell_University_-_Noyes_Community_Center_-_Ithaca,_NY",4201,"2004-03-07 - Cornell University - Noyes Community Center - Ithaca, NY",https://themountaingoats.fandom.com/wiki/2004-03-07_-_Cornell_University_-_Noyes_Community_Center_-_Ithaca%2C_NY,2004-03-07,2004-03-07,2004.0,3.0,7.0,Cornell University - Noyes Community Center,"Ithaca, NY",Ithaca,NY,Winter Tour 2004,Winter Tour 2004,,The Mountain Goats,New York,False,False,False,True,False,0,17437
"2004-03-25_-_Cafe_de_la_Danse_-_Paris,_France",3461,"2004-03-25 - Cafe de la Danse - Paris, France",https://themountaingoats.fandom.com/wiki/2004-03-25_-_Cafe_de_la_Danse_-_Paris%2C_France,2004-03-25,2004-03-25,2004.0,3.0,25.0,Cafe de la Danse,"Paris, France",Paris,France,European Tour 2004,European Tour 2004,,The Mountain Goats,France,False,False,False,False,False,12,17385
"2004-03-26_-_Paradiso_-_Amsterdam,_Netherlands",4169,"2004-03-26 - Paradiso - Amsterdam, Netherlands",https://themountaingoats.fandom.com/wiki/2004-03-26_-_Paradiso_-_Amsterdam%2C_Netherlands,2004-03-26,2004-03-26,2004.0,3.0,26.0,Paradiso,"Amsterdam, Netherlands",Amsterdam,Netherlands,European Tour 2004,European Tour 2004,,The Mountain Goats,The Netherlands,False,False,False,True,False,0,17387
"2004-03-27_-_Rotown_-_Rotterdam,_Netherlands",4170,"2004-03-27 - Rotown - Rotterdam, Netherlands",https://themountaingoats.fandom.com/wiki/2004-03-27_-_Rotown_-_Rotterdam%2C_Netherlands,2004-03-27,2004-03-27,2004.0,3.0,27.0,Rotown,"Rotterdam, Netherlands",Rotterdam,Netherlands,European Tour 2004,European Tour 2004,,The Mountain Goats,The Netherlands,False,False,False,True,False,0,17388
"2004-03-27_-_VPRO_Session_-_Amsterdam,_Netherlands",2877,"2004-03-27 - VPRO Session - Amsterdam, Netherlands",https://themountaingoats.fandom.com/wiki/2004-03-27_-_VPRO_Session_-_Amsterdam%2C_Netherlands,2004-03-27,2004-03-27,2004.0,3.0,27.0,VPRO Session,"Amsterdam, Netherlands",Amsterdam,Netherlands,European Tour 2004,European Tour 2004,radio session,The Mountain Goats,The Netherlands,False,False,False,False,False,6,38833
"2004-03-29_-_Mains_D'Oeuvres_-_Paris,_France",3470,"2004-03-29 - Mains D'Oeuvres - Paris, France",https://themountaingoats.fandom.com/wiki/2004-03-29_-_Mains_D%27Oeuvres_-_Paris%2C_France,2004-03-29,2004-03-29,2004.0,3.0,29.0,Mains D'Oeuvres,"Paris, France",Paris,France,European Tour 2004,European Tour 2004,,The Mountain Goats,France,False,False,False,False,False,14,17392
"2004-03-30_-_Muziek_o_Droom_-_Hasselt,_Belgium",4171,"2004-03-30 - Muziek o Droom - Hasselt, Belgium",https://themountaingoats.fandom.com/wiki/2004-03-30_-_Muziek_o_Droom_-_Hasselt%2C_Belgium,2004-03-30,2004-03-30,2004.0,3.0,30.0,Muziek o Droom,"Hasselt, Belgium",Hasselt,Belgium,European Tour 2004,European Tour 2004,,The Mountain Goats,Belgium,False,False,False,True,False,0,17394
"2004-03-31_-_ICA_-_London,_England",3488,"2004-03-31 - ICA - London, England",https://themountaingoats.fandom.com/wiki/2004-03-31_-_ICA_-_London%2C_England,2004-03-31,2004-03-31,2004.0,3.0,31.0,ICA,"London, England",London,England,European Tour 2004,European Tour 2004,,The Mountain Goats,England,False,False,False,False,False,16,17393
"2004-04-01_-_Sussex_Arts_Club_-_Brighton,_England",4172,"2004-04-01 - Sussex Arts Club - Brighton, England",https://themountaingoats.fandom.com/wiki/2004-04-01_-_Sussex_Arts_Club_-_Brighton%2C_England,2004-04-01,2004-04-01,2004.0,4.0,1.0,Sussex Arts Club,"Brighton, England",Brighton,England,European Tour 2004,European Tour 2004,,The Mountain Goats,England,False,False,False,True,False,0,17395
"2004-04-02_-_Cube_Cinema_-_Bristol,_England",4173,"2004-04-02 - Cube Cinema - Bristol, England",https://themountaingoats.fandom.com/wiki/2004-04-02_-_Cube_Cinema_-_Bristol%2C_England,2004-04-02,2004-04-02,2004.0,4.0,2.0,Cube Cinema,"Bristol, England",Bristol,England,European Tour 2004,European Tour 2004,,The Mountain Goats,England,False,False,False,True,False,0,17396
"2004-04-02_-_XFM_Session_-_London,_England",2365,"2004-04-02 - XFM Session - London, England",https://themountaingoats.fandom.com/wiki/2004-04-02_-_XFM_Session_-_London%2C_England,2004-04-02,2004-04-02,2004.0,4.0,2.0,XFM Session,"London, England",London,England,European Tour 2004,European Tour 2004,radio session,The Mountain Goats,England,False,False,False,False,False,4,27708
"2004-04-03_-_The_Late_Room_-_Manchester,_England",4174,"2004-04-03 - The Late Room - Manchester, England",https://themountaingoats.fandom.com/wiki/2004-04-03_-_The_Late_Room_-_Manchester%2C_England,2004-04-03,2004-04-03,2004.0,4.0,3.0,The Late Room,"Manchester, England",Manchester,England,European Tour 2004,European Tour 2004,,The Mountain Goats,England,False,False,False,True,False,0,17397
"2004-04-04_-_Nice_N_Sleazy_-_Glasgow,_Scotland",4175,"2004-04-04 - Nice N Sleazy - Glasgow, Scotland",https://themountaingoats.fandom.com/wiki/2004-04-04_-_Nice_N_Sleazy_-_Glasgow%2C_Scotland,2004-04-04,2004-04-04,2004.0,4.0,4.0,Nice N Sleazy,"Glasgow, Scotland",Glasgow,Scotland,European Tour 2004,European Tour 2004,,The Mountain Goats,Scotland,False,False,False,True,False,0,17398
"2004-04-05_-_Subway_-_Edinburgh,_Scotland",4176,"2004-04-05 - Subway - Edinburgh, Scotland",https://themountaingoats.fandom.com/wiki/2004-04-05_-_Subway_-_Edinburgh%2C_Scotland,2004-04-05,2004-04-05,2004.0,4.0,5.0,Subway,"Edinburgh, Scotland",Edinburgh,Scotland,European Tour 2004,European Tour 2004,,The Mountain Goats,Scotland,False,False,False,True,False,0,17399
"2004-04-06_-_Georgian_Theatre_-_Stockton,_England",4177,"2004-04-06 - Georgian Theatre - Stockton, England",https://themountaingoats.fandom.com/wiki/2004-04-06_-_Georgian_Theatre_-_Stockton%2C_England,2004-04-06,2004-04-06,2004.0,4.0,6.0,Georgian Theatre,"Stockton, England",Stockton,England,European Tour 2004,European Tour 2004,,The Mountain Goats,England,False,False,False,True,False,0,17400
"2004-04-07_-_The_Social_-_Nottingham,_England",4178,"2004-04-07 - The Social - Nottingham, England",https://themountaingoats.fandom.com/wiki/2004-04-07_-_The_Social_-_Nottingham%2C_England,2004-04-07,2004-04-07,2004.0,4.0,7.0,The Social,"Nottingham, England",Nottingham,England,European Tour 2004,European Tour 2004,,The Mountain Goats,,False,False,False,True,False,0,17265
"2004-04-08_-_Peel_Session_-_London,_England",2341,"2004-04-08 - Peel Session - London, England",https://themountaingoats.fandom.com/wiki/2004-04-08_-_Peel_Session_-_London%2C_England,2004-04-08,2004-04-08,2004.0,4.0,8.0,Peel Session,"London, England",London,England,European Tour 2004,European Tour 2004,radio session,The Mountain Goats,England,False,False,False,False,False,4,46963
"2004-04-20_-_Go!_Rehearsal_Studios,_Room_4_-_Carrboro,_NC",3479,"2004-04-20 - Go! Rehearsal Studios, Room 4 - Carrboro, NC",https://themountaingoats.fandom.com/wiki/2004-04-20_-_Go%21_Rehearsal_Studios%2C_Room_4_-_Carrboro%2C_NC,2004-04-20,2004-04-20,2004.0,4.0,20.0,"Go! Rehearsal Studios, Room 4","Carrboro, NC",Carrboro,NC,,,,The Mountain Goats,North Carolina,False,False,False,False,False,18,27666
"2004-04-29_-_Sound_Fix_-_Brooklyn,_NY",4166,"2004-04-29 - Sound Fix - Brooklyn, NY",https://themountaingoats.fandom.com/wiki/2004-04-29_-_Sound_Fix_-_Brooklyn%2C_NY,2004-04-29,2004-04-29,2004.0,4.0,29.0,Sound Fix,"Brooklyn, NY",Brooklyn,NY,,,,The Mountain Goats,New York,False,False,False,True,False,0,18004
"2004-05-21_-_Department_of_Safety_-_Anacortes,_WA",4158,"2004-05-21 - Department of Safety - Anacortes, WA",https://themountaingoats.fandom.com/wiki/2004-05-21_-_Department_of_Safety_-_Anacortes%2C_WA,2004-05-21,2004-05-21,2004.0,5.0,21.0,Department of Safety,"Anacortes, WA",Anacortes,WA,West Coast Tour 2004,West Coast Tour 2004,,The Mountain Goats,Washington,False,False,False,True,False,0,17359
"2004-05-21_-_KEXP_Session_-_Seattle,_WA",2333,"2004-05-21 - KEXP Session - Seattle, WA",https://themountaingoats.fandom.com/wiki/2004-05-21_-_KEXP_Session_-_Seattle%2C_WA,2004-05-21,2004-05-21,2004.0,5.0,21.0,KEXP Session,"Seattle, WA",Seattle,WA,West Coast Tour 2004,West Coast Tour 2004,radio session,The Mountain Goats,Washington,False,False,False,False,False,3,46965
"2004-05-22_-_Tractor_Tavern_-_Seattle,_WA",4159,"2004-05-22 - Tractor Tavern - Seattle, WA",https://themountaingoats.fandom.com/wiki/2004-05-22_-_Tractor_Tavern_-_Seattle%2C_WA,2004-05-22,2004-05-22,2004.0,5.0,22.0,Tractor Tavern,"Seattle, WA",Seattle,WA,West Coast Tour 2004,West Coast Tour 2004,,The Mountain Goats,Washington,False,False,False,True,False,0,17360
"2004-05-23_-_China_Clipper_-_Olympia,_WA",4160,"2004-05-23 - China Clipper - Olympia, WA",https://themountaingoats.fandom.com/wiki/2004-05-23_-_China_Clipper_-_Olympia%2C_WA,2004-05-23,2004-05-23,2004.0,5.0,23.0,China Clipper,"Olympia, WA",Olympia,WA,West Coast Tour 2004,West Coast Tour 2004,,The Mountain Goats,Washington,False,False,False,True,False,0,17361
"2004-05-24_-_Berbati's_Pan_-_Portland,_OR",4161,"2004-05-24 - Berbati's Pan - Portland, OR",https://themountaingoats.fandom.com/wiki/2004-05-24_-_Berbati%27s_Pan_-_Portland%2C_OR,2004-05-24,2004-05-24,2004.0,5.0,24.0,Berbati's Pan,"Portland, OR",Portland,OR,West Coast Tour 2004,West Coast Tour 2004,,The Mountain Goats,Oregon,False,False,False,True,False,0,17362
"2004-05-26_-_Bottom_of_the_Hill_-_San_Francisco,_CA",3623,"2004-05-26 - Bottom of the Hill - San Francisco, CA",https://themountaingoats.fandom.com/wiki/2004-05-26_-_Bottom_of_the_Hill_-_San_Francisco%2C_CA,2004-05-26,2004-05-26,2004.0,5.0,26.0,Bottom of the Hill,"San Francisco, CA",San Francisco,CA,West Coast Tour 2004,West Coast Tour 2004,,The Mountain Goats,California,False,False,False,False,False,18,36224
"2004-05-27_-_Bottom_of_the_Hill_-_San_Francisco,_CA",4162,"2004-05-27 - Bottom of the Hill - San Francisco, CA",https://themountaingoats.fandom.com/wiki/2004-05-27_-_Bottom_of_the_Hill_-_San_Francisco%2C_CA,2004-05-27,2004-05-27,2004.0,5.0,27.0,Bottom of the Hill,"San Francisco, CA",San Francisco,CA,West Coast Tour 2004,West Coast Tour 2004,,The Mountain Goats,California,False,False,False,False,False,21,39512
"2004-05-28_-_Spaceland_-_Los_Angeles,_CA",4163,"2004-05-28 - Spaceland - Los Angeles, CA",https://themountaingoats.fandom.com/wiki/2004-05-28_-_Spaceland_-_Los_Angeles%2C_CA,2004-05-28,2004-05-28,2004.0,5.0,28.0,Spaceland,"Los Angeles, CA",Los Angeles,CA,West Coast Tour 2004,West Coast Tour 2004,,The Mountain Goats,California,False,False,False,True,False,0,17364
"2004-05-29_-_The_Casbah_-_San_Diego,_CA",4164,"2004-05-29 - The Casbah - San Diego, CA",https://themountaingoats.fandom.com/wiki/2004-05-29_-_The_Casbah_-_San_Diego%2C_CA,2004-05-29,2004-05-29,2004.0,5.0,29.0,The Casbah,"San Diego, CA",San Diego,CA,West Coast Tour 2004,West Coast Tour 2004,,The Mountain Goats,California,False,False,False,True,False,0,17365
"2004-06-04_-_The_Empty_Bottle_-_Chicago,_IL",4688,"2004-06-04 - The Empty Bottle - Chicago, IL",https://themountaingoats.fandom.com/wiki/2004-06-04_-_The_Empty_Bottle_-_Chicago%2C_IL,2004-06-04,2004-06-04,2004.0,6.0,4.0,The Empty Bottle,"Chicago, IL",Chicago,IL,,,,The Mountain Goats,Illinois,False,False,False,True,False,0,19524
"2004-07-17_-_Benefit_for_Piedmont_Wildlife_Center_-_Cat's_Cradle_-_Carrboro,_NC",3494,"2004-07-17 - Benefit for Piedmont Wildlife Center - Cat's Cradle - Carrboro, NC",https://themountaingoats.fandom.com/wiki/2004-07-17_-_Benefit_for_Piedmont_Wildlife_Center_-_Cat%27s_Cradle_-_Carrboro%2C_NC,2004-07-17,2004-07-17,2004.0,7.0,17.0,Benefit for Piedmont Wildlife Center - Cat's Cradle,"Carrboro, NC",Carrboro,NC,,,,The Mountain Goats,North Carolina,False,False,False,False,False,14,38962
2004-08-15_-_Live_at_the_Wireless_-_Triple_J_Session,3524,2004-08-15 - Live at the Wireless - Triple J Session,https://themountaingoats.fandom.com/wiki/2004-08-15_-_Live_at_the_Wireless_-_Triple_J_Session,2004-08-15,2004-08-15,2004.0,8.0,15.0,Live at the Wireless,Triple J Session,Triple J Session,,,,,The Mountain Goats,,False,False,False,False,False,5,12519
"2004-08-20_-_Durham_Music_Festival_-_Durham_Armory_-_Durham,_NC",3507,"2004-08-20 - Durham Music Festival - Durham Armory - Durham, NC",https://themountaingoats.fandom.com/wiki/2004-08-20_-_Durham_Music_Festival_-_Durham_Armory_-_Durham%2C_NC,2004-08-20,2004-08-20,2004.0,8.0,20.0,Durham Music Festival - Durham Armory,"Durham, NC",Durham,NC,,,festival,The Mountain Goats,North Carolina,False,False,False,False,False,15,19768
"2004-10-02_-_Open_End_Gallery_-_Chicago,_IL",4134,"2004-10-02 - Open End Gallery - Chicago, IL",https://themountaingoats.fandom.com/wiki/2004-10-02_-_Open_End_Gallery_-_Chicago%2C_IL,2004-10-02,2004-10-02,2004.0,10.0,2.0,Open End Gallery,"Chicago, IL",Chicago,IL,Fall Tour 2004,Fall Tour 2004,,The Mountain Goats,Illinois,False,False,False,True,False,0,17293
"2004-10-03_-_The_Empty_Bottle_-_Chicago,_IL",4135,"2004-10-03 - The Empty Bottle - Chicago, IL",https://themountaingoats.fandom.com/wiki/2004-10-03_-_The_Empty_Bottle_-_Chicago%2C_IL,2004-10-03,2004-10-03,2004.0,10.0,3.0,The Empty Bottle,"Chicago, IL",Chicago,IL,Fall Tour 2004,Fall Tour 2004,,The Mountain Goats,Illinois,False,False,False,True,False,0,17292
"2004-10-04_-_Magic_Stick_-_Detroit,_MI",3049,"2004-10-04 - Magic Stick - Detroit, MI",https://themountaingoats.fandom.com/wiki/2004-10-04_-_Magic_Stick_-_Detroit%2C_MI,2004-10-04,2004-10-04,2004.0,10.0,4.0,Magic Stick,"Detroit, MI",Detroit,MI,Fall Tour 2004,Fall Tour 2004,,The Mountain Goats,Michigan,False,False,False,False,False,18,17291
"2004-10-06_-_First_Unitarian_Church_-_Philadelphia,_PA",4136,"2004-10-06 - First Unitarian Church - Philadelphia, PA",https://themountaingoats.fandom.com/wiki/2004-10-06_-_First_Unitarian_Church_-_Philadelphia%2C_PA,2004-10-06,2004-10-06,2004.0,10.0,6.0,First Unitarian Church,"Philadelphia, PA",Philadelphia,PA,Fall Tour 2004,Fall Tour 2004,,The Mountain Goats,Pennsylvania,False,False,False,True,False,0,17296
"2004-10-07_-_Southpaw_-_Brooklyn,_NY",4137,"2004-10-07 - Southpaw - Brooklyn, NY",https://themountaingoats.fandom.com/wiki/2004-10-07_-_Southpaw_-_Brooklyn%2C_NY,2004-10-07,2004-10-07,2004.0,10.0,7.0,Southpaw,"Brooklyn, NY",Brooklyn,NY,Fall Tour 2004,Fall Tour 2004,,The Mountain Goats,New York,False,False,False,True,False,0,17295
"2004-10-08_-_Knitting_Factory_-_New_York,_NY",3736,"2004-10-08 - Knitting Factory - New York, NY",https://themountaingoats.fandom.com/wiki/2004-10-08_-_Knitting_Factory_-_New_York%2C_NY,2004-10-08,2004-10-08,2004.0,10.0,8.0,Knitting Factory,"New York, NY",New York,NY,Fall Tour 2004,Fall Tour 2004,,The Mountain Goats,New York,False,False,False,False,False,17,35615
