show_id,pageid,title,url,date_raw,date,year,month,day,venue,location,city,region,tour,all_tours,show_type,act,region_category,has_video,has_audio,incomplete_setlist,incomplete_article,is_solo,n_songs,revid
"1992-05-31_-_Shrimperfest_-_Munchie's,_Pomona,_CA",2598,"1992-05-31 - Shrimperfest - Munchie's, Pomona, CA",https://themountaingoats.fandom.com/wiki/1992-05-31_-_Shrimperfest_-_Munchie%27s%2C_Pomona%2C_CA,1992-05-31,1992-05-31,1992.0,5.0,31.0,Shrimperfest,"Munchie's, Pomona, CA","Munchie's, Pomona",CA,,,,The Extra Glenns,California,False,False,False,False,False,3,24956
"1992-07-18_-_Casa_de_Badger_-_Pomona,_CA",2631,"1992-07-18 - Casa de Badger - Pomona, CA",https://themountaingoats.fandom.com/wiki/1992-07-18_-_Casa_de_Badger_-_Pomona%2C_CA,1992-07-18,1992-07-18,1992.0,7.0,18.0,Casa de Badger,"Pomona, CA",Pomona,CA,,,,The Mountain Goats,California|Available,False,False,False,False,False,5,31628
"1992-07-22_-_Munchie's_-_Pomona,_CA",2417,"1992-07-22 - Munchie's - Pomona, CA",https://themountaingoats.fandom.com/wiki/1992-07-22_-_Munchie%27s_-_Pomona%2C_CA,1992-07-22,1992-07-22,1992.0,7.0,22.0,Munchie's,"Pomona, CA",Pomona,CA,,,,The Mountain Goats,California|Available,False,False,False,False,False,8,25214
"1992-10-01_-_KUCI_Session_-_Irvine,_CA",3054,"1992-10-01 - KUCI Session - Irvine, CA",https://themountaingoats.fandom.com/wiki/1992-10-01_-_KUCI_Session_-_Irvine%2C_CA,1992-10-01,1992-10-01,1992.0,10.0,1.0,KUCI Session,"Irvine, CA",Irvine,CA,,,radio session,The Mountain Goats,California,False,False,False,False,False,5,39528
"1992-12-06_-_Munchie's_-_Pomona,_CA",3351,"1992-12-06 - Munchie's - Pomona, CA",https://themountaingoats.fandom.com/wiki/1992-12-06_-_Munchie%27s_-_Pomona%2C_CA,1992-12-06,1992-12-06,1992.0,12.0,6.0,Munchie's,"Pomona, CA",Pomona,CA,,,,The Extra Glenns,California|Partially available,False,False,False,False,False,15,40721
"1992-12-12_-_KUCI_Session_-_Irvine,_CA",3525,"1992-12-12 - KUCI Session - Irvine, CA",https://themountaingoats.fandom.com/wiki/1992-12-12_-_KUCI_Session_-_Irvine%2C_CA,1992-12-12,1992-12-12,1992.0,12.0,12.0,KUCI Session,"Irvine, CA",Irvine,CA,,,radio session,The Mountain Goats,California,False,False,False,False,False,3,38888
"1992-12-13_-_KSPC_Radio_Session_-_Pomona,_CA",2748,"1992-12-13 - KSPC Radio Session - Pomona, CA",https://themountaingoats.fandom.com/wiki/1992-12-13_-_KSPC_Radio_Session_-_Pomona%2C_CA,1992-12-13,1992-12-13,1992.0,12.0,13.0,KSPC Radio Session,"Pomona, CA",Pomona,CA,,,radio session,The Mountain Goats,California|Partially available,False,False,False,True,False,8,39355
"1992-12-27_-_Xmasfest_-_Munchie's_-_Pomona,_CA",5322,"1992-12-27 - Xmasfest - Munchie's - Pomona, CA",https://themountaingoats.fandom.com/wiki/1992-12-27_-_Xmasfest_-_Munchie%27s_-_Pomona%2C_CA,1992-12-27,1992-12-27,1992.0,12.0,27.0,Xmasfest - Munchie's,"Pomona, CA",Pomona,CA,,,,The Mountain Goats,California,False,False,False,False,False,7,27295
"1992-xx-xx_-_Munchie's_-_Pomona,_CA",2890,"1992-xx-xx - Munchie's - Pomona, CA",https://themountaingoats.fandom.com/wiki/1992-xx-xx_-_Munchie%27s_-_Pomona%2C_CA,1992-xx-xx,,1992.0,,,Munchie's,"Pomona, CA",Pomona,CA,,,,The Mountain Goats,California,False,False,False,True,False,1,18626
"1993-03-07_-_Walker_Lounge_-_Pomona,_CA",3013,"1993-03-07 - Walker Lounge - Pomona, CA",https://themountaingoats.fandom.com/wiki/1993-03-07_-_Walker_Lounge_-_Pomona%2C_CA,1993-03-07,1993-03-07,1993.0,3.0,7.0,Walker Lounge,"Pomona, CA",Pomona,CA,,,,The Mountain Goats,California,False,False,False,False,False,5,24057
"1994-08-18_-_Under_ACME_-_New_York,_NY",3182,"1994-08-18 - Under ACME - New York, NY",https://themountaingoats.fandom.com/wiki/1994-08-18_-_Under_ACME_-_New_York%2C_NY,1994-08-18,1994-08-18,1994.0,8.0,18.0,Under ACME,"New York, NY",New York,NY,Northeast Tour 1994,Northeast Tour 1994,,The Mountain Goats,New York,False,False,False,False,False,13,36211
"1994-08-21_-_The_Last_Call_Saloon_-_Providence,_RI",4601,"1994-08-21 - The Last Call Saloon - Providence, RI",https://themountaingoats.fandom.com/wiki/1994-08-21_-_The_Last_Call_Saloon_-_Providence%2C_RI,1994-08-21,1994-08-21,1994.0,8.0,21.0,The Last Call Saloon,"Providence, RI",Providence,RI,Northeast Tour 1994,Northeast Tour 1994,,The Mountain Goats,Rhode Island,False,False,False,True,False,0,35363
"1994-08-22_-_The_Middle_East_-_Cambridge,_MA",3173,"1994-08-22 - The Middle East - Cambridge, MA",https://themountaingoats.fandom.com/wiki/1994-08-22_-_The_Middle_East_-_Cambridge%2C_MA,1994-08-22,1994-08-22,1994.0,8.0,22.0,The Middle East,"Cambridge, MA",Cambridge,MA,Northeast Tour 1994,Northeast Tour 1994,,The Mountain Goats,Massachusetts,False,False,False,False,False,14,39924
"1994-08-23_-_Baystate_-_Northampton,_MA",3188,"1994-08-23 - Baystate - Northampton, MA",https://themountaingoats.fandom.com/wiki/1994-08-23_-_Baystate_-_Northampton%2C_MA,1994-08-23,1994-08-23,1994.0,8.0,23.0,Baystate,"Northampton, MA",Northampton,MA,Northeast Tour 1994,Northeast Tour 1994,,The Mountain Goats,Massachusetts,False,False,False,True,False,11,41174
"1994-08-xx_-_New_Paltz,_NY",4796,"1994-08-xx - New Paltz, NY",https://themountaingoats.fandom.com/wiki/1994-08-xx_-_New_Paltz%2C_NY,1994-08-xx,,1994.0,8.0,,,"New Paltz, NY",New Paltz,NY,Northeast Tour 1994,Northeast Tour 1994,,The Mountain Goats,New York,False,False,False,True,False,0,20446
"1994-xx-xx_-_Stache's_-_Columbus,_OH",2626,"1994-xx-xx - Stache's - Columbus, OH",https://themountaingoats.fandom.com/wiki/1994-xx-xx_-_Stache%27s_-_Columbus%2C_OH,1994-xx-xx,,1994.0,,,Stache's,"Columbus, OH",Columbus,OH,,,,The Mountain Goats,Ohio|Available,False,False,False,False,False,11,27713
"1995-01-15_-_The_Chameleon_-_San_Francisco,_CA",2979,"1995-01-15 - The Chameleon - San Francisco, CA",https://themountaingoats.fandom.com/wiki/1995-01-15_-_The_Chameleon_-_San_Francisco%2C_CA,1995-01-15,1995-01-15,1995.0,1.0,15.0,The Chameleon,"San Francisco, CA",San Francisco,CA,,,,The Mountain Goats,California|Available,False,False,False,False,False,17,45537
"1995-04-05_-_Troubadour_-_West_Hollywood,_CA",4599,"1995-04-05 - Troubadour - West Hollywood, CA",https://themountaingoats.fandom.com/wiki/1995-04-05_-_Troubadour_-_West_Hollywood%2C_CA,1995-04-05,1995-04-05,1995.0,4.0,5.0,Troubadour,"West Hollywood, CA",West Hollywood,CA,,,,The Mountain Goats,California,False,False,False,True,False,0,25581
"1995-04-12_-_Simplon_-_Groningen,_The_Netherlands",4602,"1995-04-12 - Simplon - Groningen, The Netherlands",https://themountaingoats.fandom.com/wiki/1995-04-12_-_Simplon_-_Groningen%2C_The_Netherlands,1995-04-12,1995-04-12,1995.0,4.0,12.0,Simplon,"Groningen, The Netherlands",Groningen,The Netherlands,European Tour 1995,European Tour 1995,,The Mountain Goats,The Netherlands,True,False,False,False,False,14,30470
"1995-04-14_-_Gerard_Philippe_-_Berlin,_Germany",4603,"1995-04-14 - Gerard Philippe - Berlin, Germany",https://themountaingoats.fandom.com/wiki/1995-04-14_-_Gerard_Philippe_-_Berlin%2C_Germany,1995-04-14,1995-04-14,1995.0,4.0,14.0,Gerard Philippe,"Berlin, Germany",Berlin,Germany,European Tour 1995,European Tour 1995,,The Mountain Goats,Germany,False,False,False,True,False,1,29320
"1995-04-15_-_Underground_-_Cologne,_Germany",3018,"1995-04-15 - Underground - Cologne, Germany",https://themountaingoats.fandom.com/wiki/1995-04-15_-_Underground_-_Cologne%2C_Germany,1995-04-15,1995-04-15,1995.0,4.0,15.0,Underground,"Cologne, Germany",Cologne,Germany,European Tour 1995,European Tour 1995,,The Mountain Goats,Germany,False,False,False,False,False,15,39033
"1995-04-16_-_Bremen,_Germany",4606,"1995-04-16 - Bremen, Germany",https://themountaingoats.fandom.com/wiki/1995-04-16_-_Bremen%2C_Germany,1995-04-16,1995-04-16,1995.0,4.0,16.0,,"Bremen, Germany",Bremen,Germany,European Tour 1995,European Tour 1995,,The Mountain Goats,Germany,False,False,False,True,False,0,18528
"1995-04-19_-_VPRO_Radio_-_Amsterdam,_Netherlands",3107,"1995-04-19 - VPRO Radio - Amsterdam, Netherlands",https://themountaingoats.fandom.com/wiki/1995-04-19_-_VPRO_Radio_-_Amsterdam%2C_Netherlands,1995-04-19,1995-04-19,1995.0,4.0,19.0,VPRO Radio,"Amsterdam, Netherlands",Amsterdam,Netherlands,European Tour 1995,European Tour 1995,radio session,The Mountain Goats,The Netherlands,False,False,False,False,False,4,27687
"1995-04-20_-_Magasin_4_-_Brussels,_Belgium",3082,"1995-04-20 - Magasin 4 - Brussels, Belgium",https://themountaingoats.fandom.com/wiki/1995-04-20_-_Magasin_4_-_Brussels%2C_Belgium,1995-04-20,1995-04-20,1995.0,4.0,20.0,Magasin 4,"Brussels, Belgium",Brussels,Belgium,European Tour 1995,European Tour 1995,,The Mountain Goats,Belgium,False,False,False,False,False,15,25584
"1995-04-22_-_Fast_Forward_Festival_-_Doornroosje_Club_-_Nijmegen,_The_Netherlands",3201,"1995-04-22 - Fast Forward Festival - Doornroosje Club - Nijmegen, The Netherlands",https://themountaingoats.fandom.com/wiki/1995-04-22_-_Fast_Forward_Festival_-_Doornroosje_Club_-_Nijmegen%2C_The_Netherlands,1995-04-22,1995-04-22,1995.0,4.0,22.0,Fast Forward Festival - Doornroosje Club,"Nijmegen, The Netherlands",Nijmegen,The Netherlands,European Tour 1995,European Tour 1995,festival,The Mountain Goats,The Netherlands|Partially available,True,False,False,False,False,16,34677
"1995-04-xx_-_Hamburg,_Germany",4604,"1995-04-xx - Hamburg, Germany",https://themountaingoats.fandom.com/wiki/1995-04-xx_-_Hamburg%2C_Germany,1995-04-xx,,1995.0,4.0,,,"Hamburg, Germany",Hamburg,Germany,European Tour 1995,European Tour 1995,,The Mountain Goats,Germany,False,False,False,True,False,0,18526
"1995-04-xx_-_Utrecht,_The_Netherlands",4605,"1995-04-xx - Utrecht, The Netherlands",https://themountaingoats.fandom.com/wiki/1995-04-xx_-_Utrecht%2C_The_Netherlands,1995-04-xx,,1995.0,4.0,,,"Utrecht, The Netherlands",Utrecht,The Netherlands,European Tour 1995,European Tour 1995,,The Mountain Goats,The Netherlands,False,False,False,True,False,0,18527
"1995-07-07_-_Ajax_Records_-_Chicago,_IL",4598,"1995-07-07 - Ajax Records - Chicago, IL",https://themountaingoats.fandom.com/wiki/1995-07-07_-_Ajax_Records_-_Chicago%2C_IL,1995-07-07,1995-07-07,1995.0,7.0,7.0,Ajax Records,"Chicago, IL",Chicago,IL,,,,The Mountain Goats,Illinois,False,False,False,True,False,0,25622
"1995-09-21_-_The_Empty_Bottle_-_Chicago,_IL",2731,"1995-09-21 - The Empty Bottle - Chicago, IL",https://themountaingoats.fandom.com/wiki/1995-09-21_-_The_Empty_Bottle_-_Chicago%2C_IL,1995-09-21,1995-09-21,1995.0,9.0,21.0,The Empty Bottle,"Chicago, IL",Chicago,IL,,,,The Extra Glenns,Illinois|Available,False,False,False,False,False,16,27706
"1995-11-25_-_The_Empty_Bottle_-_Chicago,_IL",4527,"1995-11-25 - The Empty Bottle - Chicago, IL",https://themountaingoats.fandom.com/wiki/1995-11-25_-_The_Empty_Bottle_-_Chicago%2C_IL,1995-11-25,1995-11-25,1995.0,11.0,25.0,The Empty Bottle,"Chicago, IL",Chicago,IL,,,,The Mountain Goats,Illinois,False,False,False,False,False,0,18206
"1996-01-15_-_Brownie's_-_New_York_City,_NY",3591,"1996-01-15 - Brownie's - New York City, NY",https://themountaingoats.fandom.com/wiki/1996-01-15_-_Brownie%27s_-_New_York_City%2C_NY,1996-01-15,1996-01-15,1996.0,1.0,15.0,Brownie's,"New York City, NY",New York City,NY,,,,The Mountain Goats,New York,False,False,False,False,False,14,27700
"1996-01-18_-_WNUR_Session_-_Evanston,_IL",2733,"1996-01-18 - WNUR Session - Evanston, IL",https://themountaingoats.fandom.com/wiki/1996-01-18_-_WNUR_Session_-_Evanston%2C_IL,1996-01-18,1996-01-18,1996.0,1.0,18.0,WNUR Session,"Evanston, IL",Evanston,IL,,,radio session,The Mountain Goats,Illinois,False,False,False,False,False,9,27686
"1996-02-25_-_Tower_Musikclub_-_Bremen,_Germany",3221,"1996-02-25 - Tower Musikclub - Bremen, Germany",https://themountaingoats.fandom.com/wiki/1996-02-25_-_Tower_Musikclub_-_Bremen%2C_Germany,1996-02-25,1996-02-25,1996.0,2.0,25.0,Tower Musikclub,"Bremen, Germany",Bremen,Germany,First European Tour 1996,First European Tour 1996,,The Mountain Goats,Germany,False,False,False,False,False,11,34654
1996-02-26_FSK_Radio_Session,6708,1996-02-26 FSK Radio Session,https://themountaingoats.fandom.com/wiki/1996-02-26_FSK_Radio_Session,1996-02-26 FSK Radio Session,1996-02-26,1996.0,2.0,26.0,,,,,,,,The Mountain Goats,Germany,False,False,False,False,False,7,42952
"1996-02-28_-_Conne_Island_-_Leipzig,_Germany",6349,"1996-02-28 - Conne Island - Leipzig, Germany",https://themountaingoats.fandom.com/wiki/1996-02-28_-_Conne_Island_-_Leipzig%2C_Germany,1996-02-28,1996-02-28,1996.0,2.0,28.0,Conne Island,"Leipzig, Germany",Leipzig,Germany,First European Tour 1996,First European Tour 1996,,The Mountain Goats,Germany,False,False,False,True,False,0,37746
"1996-03-14_-_Broadway_Kino_-_Essen,_Belgium",2719,"1996-03-14 - Broadway Kino - Essen, Belgium",https://themountaingoats.fandom.com/wiki/1996-03-14_-_Broadway_Kino_-_Essen%2C_Belgium,1996-03-14,1996-03-14,1996.0,3.0,14.0,Broadway Kino,"Essen, Belgium",Essen,Belgium,First European Tour 1996,First European Tour 1996,,The Mountain Goats,Belgium,False,False,False,False,False,17,27714
"1996-03-16_-_Lintfabriek_-_Kontich,_Belgium",2321,"1996-03-16 - Lintfabriek - Kontich, Belgium",https://themountaingoats.fandom.com/wiki/1996-03-16_-_Lintfabriek_-_Kontich%2C_Belgium,1996-03-16,1996-03-16,1996.0,3.0,16.0,Lintfabriek,"Kontich, Belgium",Kontich,Belgium,First European Tour 1996,First European Tour 1996,,The Mountain Goats,Belgium,False,False,False,False,False,21,39525
"1996-03-20_-_The_Garage_-_London,_England",2876,"1996-03-20 - The Garage - London, England",https://themountaingoats.fandom.com/wiki/1996-03-20_-_The_Garage_-_London%2C_England,1996-03-20,1996-03-20,1996.0,3.0,20.0,The Garage,"London, England",London,England,First European Tour 1996,First European Tour 1996,,The Mountain Goats,England,False,False,False,False,False,13,25615
"1996-03-21_-_Beachcomber_-_Brighton,_England",3226,"1996-03-21 - Beachcomber - Brighton, England",https://themountaingoats.fandom.com/wiki/1996-03-21_-_Beachcomber_-_Brighton%2C_England,1996-03-21,1996-03-21,1996.0,3.0,21.0,Beachcomber,"Brighton, England",Brighton,England,First European Tour 1996,First European Tour 1996,,The Mountain Goats,England,False,False,False,False,False,16,25616
"1996-03-23_-_Covent_Garden_Rough_Trade_-_London,_England",2870,"1996-03-23 - Covent Garden Rough Trade - London, England",https://themountaingoats.fandom.com/wiki/1996-03-23_-_Covent_Garden_Rough_Trade_-_London%2C_England,1996-03-23,1996-03-23,1996.0,3.0,23.0,Covent Garden Rough Trade,"London, England",London,England,First European Tour 1996,First European Tour 1996,,The Mountain Goats,England,False,False,False,False,False,9,45411
"1996-08-10_-_Gabe's_-_Iowa_City,_IA",3298,"1996-08-10 - Gabe's - Iowa City, IA",https://themountaingoats.fandom.com/wiki/1996-08-10_-_Gabe%27s_-_Iowa_City%2C_IA,1996-08-10,1996-08-10,1996.0,8.0,10.0,Gabe's,"Iowa City, IA",Iowa City,IA,,,,The Mountain Goats,Iowa,False,False,False,False,False,17,34727
"1996-08-29_-_Cheap_Thrills_-_New_Brunswick,_NJ",4478,"1996-08-29 - Cheap Thrills - New Brunswick, NJ",https://themountaingoats.fandom.com/wiki/1996-08-29_-_Cheap_Thrills_-_New_Brunswick%2C_NJ,1996-08-29,1996-08-29,1996.0,8.0,29.0,Cheap Thrills,"New Brunswick, NJ",New Brunswick,NJ,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,New Jersey,False,False,False,True,False,0,18032
"1996-08-29_-_Khyber_Pass_-_Philadelphia,_PA",4462,"1996-08-29 - Khyber Pass - Philadelphia, PA",https://themountaingoats.fandom.com/wiki/1996-08-29_-_Khyber_Pass_-_Philadelphia%2C_PA,1996-08-29,1996-08-29,1996.0,8.0,29.0,Khyber Pass,"Philadelphia, PA",Philadelphia,PA,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,Pennsylvania,False,False,False,True,False,0,18013
"1996-08-30_-_Knitting_Factory_-_New_York,_NY",4463,"1996-08-30 - Knitting Factory - New York, NY",https://themountaingoats.fandom.com/wiki/1996-08-30_-_Knitting_Factory_-_New_York%2C_NY,1996-08-30,1996-08-30,1996.0,8.0,30.0,Knitting Factory,"New York, NY",New York,NY,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,New York,False,False,False,True,False,14,41589
"1996-08-31_-_The_Middle_East_-_Cambridge,_MA",4464,"1996-08-31 - The Middle East - Cambridge, MA",https://themountaingoats.fandom.com/wiki/1996-08-31_-_The_Middle_East_-_Cambridge%2C_MA,1996-08-31,1996-08-31,1996.0,8.0,31.0,The Middle East,"Cambridge, MA",Cambridge,MA,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,Massachusetts,False,False,False,True,False,0,18015
"1996-09-02_-_Tokyo_Rose_-_Charlottesville,_VA",3307,"1996-09-02 - Tokyo Rose - Charlottesville, VA",https://themountaingoats.fandom.com/wiki/1996-09-02_-_Tokyo_Rose_-_Charlottesville%2C_VA,1996-09-02,1996-09-02,1996.0,9.0,2.0,Tokyo Rose,"Charlottesville, VA",Charlottesville,VA,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,Virginia,False,False,False,False,False,18,34430
"1996-09-03_-_Fletcher's_-_Baltimore,_MD",3137,"1996-09-03 - Fletcher's - Baltimore, MD",https://themountaingoats.fandom.com/wiki/1996-09-03_-_Fletcher%27s_-_Baltimore%2C_MD,1996-09-03,1996-09-03,1996.0,9.0,3.0,Fletcher's,"Baltimore, MD",Baltimore,MD,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,Maryland,False,False,False,False,False,17,34429
"1996-09-04_-_Speaking_in_Tongues_-_Cleveland,_OH",4465,"1996-09-04 - Speaking in Tongues - Cleveland, OH",https://themountaingoats.fandom.com/wiki/1996-09-04_-_Speaking_in_Tongues_-_Cleveland%2C_OH,1996-09-04,1996-09-04,1996.0,9.0,4.0,Speaking in Tongues,"Cleveland, OH",Cleveland,OH,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,Ohio,False,False,False,True,False,0,18019
"1996-09-05_-_Small_Planet_-_Lansing,_MI",4466,"1996-09-05 - Small Planet - Lansing, MI",https://themountaingoats.fandom.com/wiki/1996-09-05_-_Small_Planet_-_Lansing%2C_MI,1996-09-05,1996-09-05,1996.0,9.0,5.0,Small Planet,"Lansing, MI",Lansing,MI,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,Michigan,False,False,False,True,False,0,18020
"1996-09-06_-_Zoot's_-_Detroit,_MI",4467,"1996-09-06 - Zoot's - Detroit, MI",https://themountaingoats.fandom.com/wiki/1996-09-06_-_Zoot%27s_-_Detroit%2C_MI,1996-09-06,1996-09-06,1996.0,9.0,6.0,Zoot's,"Detroit, MI",Detroit,MI,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,Michigan,False,False,False,True,False,0,18021
"1996-09-07_-_The_Empty_Bottle_-_Chicago,_IL",4468,"1996-09-07 - The Empty Bottle - Chicago, IL",https://themountaingoats.fandom.com/wiki/1996-09-07_-_The_Empty_Bottle_-_Chicago%2C_IL,1996-09-07,1996-09-07,1996.0,9.0,7.0,The Empty Bottle,"Chicago, IL",Chicago,IL,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,Illinois,False,False,False,True,False,0,18022
"1996-09-10_-_Mary_Jane's_Fat_Cat_-_Houston,_TX",4469,"1996-09-10 - Mary Jane's Fat Cat - Houston, TX",https://themountaingoats.fandom.com/wiki/1996-09-10_-_Mary_Jane%27s_Fat_Cat_-_Houston%2C_TX,1996-09-10,1996-09-10,1996.0,9.0,10.0,Mary Jane's Fat Cat,"Houston, TX",Houston,TX,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,Texas,False,False,False,True,False,0,18023
"1996-09-11_-_Argo_-_Denton,_TX",2829,"1996-09-11 - Argo - Denton, TX",https://themountaingoats.fandom.com/wiki/1996-09-11_-_Argo_-_Denton%2C_TX,1996-09-11,1996-09-11,1996.0,9.0,11.0,Argo,"Denton, TX",Denton,TX,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,Texas,False,False,False,False,False,14,29502
"1996-09-15_-_Mind_Over_Matter_-_Albuquerque,_NM",4471,"1996-09-15 - Mind Over Matter - Albuquerque, NM",https://themountaingoats.fandom.com/wiki/1996-09-15_-_Mind_Over_Matter_-_Albuquerque%2C_NM,1996-09-15,1996-09-15,1996.0,9.0,15.0,Mind Over Matter,"Albuquerque, NM",Albuquerque,NM,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,New Mexico,False,False,False,True,False,0,18025
"1996-09-16_-_Stinkweed's_-_Tucson,_AZ",4472,"1996-09-16 - Stinkweed's - Tucson, AZ",https://themountaingoats.fandom.com/wiki/1996-09-16_-_Stinkweed%27s_-_Tucson%2C_AZ,1996-09-16,1996-09-16,1996.0,9.0,16.0,Stinkweed's,"Tucson, AZ",Tucson,AZ,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,Arizona,False,False,False,True,False,0,18026
"1996-09-17_-_Sound_Addict_-_Tucson,_AZ",4473,"1996-09-17 - Sound Addict - Tucson, AZ",https://themountaingoats.fandom.com/wiki/1996-09-17_-_Sound_Addict_-_Tucson%2C_AZ,1996-09-17,1996-09-17,1996.0,9.0,17.0,Sound Addict,"Tucson, AZ",Tucson,AZ,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,Arizona,False,False,False,True,False,0,18027
"1996-09-18_-_The_Haven_-_Pomona,_CA",4475,"1996-09-18 - The Haven - Pomona, CA",https://themountaingoats.fandom.com/wiki/1996-09-18_-_The_Haven_-_Pomona%2C_CA,1996-09-18,1996-09-18,1996.0,9.0,18.0,The Haven,"Pomona, CA",Pomona,CA,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,California,False,False,False,True,False,0,18029
"1996-09-19_-_Bottom_of_the_Hill_-_San_Francisco,_CA",4476,"1996-09-19 - Bottom of the Hill - San Francisco, CA",https://themountaingoats.fandom.com/wiki/1996-09-19_-_Bottom_of_the_Hill_-_San_Francisco%2C_CA,1996-09-19,1996-09-19,1996.0,9.0,19.0,Bottom of the Hill,"San Francisco, CA",San Francisco,CA,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,California,False,False,False,True,False,0,18030
"1996-09-21_-_The_Satyricon_-_Portland,_OR",4477,"1996-09-21 - The Satyricon - Portland, OR",https://themountaingoats.fandom.com/wiki/1996-09-21_-_The_Satyricon_-_Portland%2C_OR,1996-09-21,1996-09-21,1996.0,9.0,21.0,The Satyricon,"Portland, OR",Portland,OR,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,Oregon,False,False,False,True,False,0,45586
"1996-09-xx_-_Austin,_TX",4470,"1996-09-xx - Austin, TX",https://themountaingoats.fandom.com/wiki/1996-09-xx_-_Austin%2C_TX,1996-09-xx,,1996.0,9.0,,,"Austin, TX",Austin,TX,Summer Tour 1996,Summer Tour 1996,,The Mountain Goats,Texas,False,False,False,True,False,0,18024
"1996-10-18_-_Fri-Son_-_Fribourg,_Switzerland",4423,"1996-10-18 - Fri-Son - Fribourg, Switzerland",https://themountaingoats.fandom.com/wiki/1996-10-18_-_Fri-Son_-_Fribourg%2C_Switzerland,1996-10-18,1996-10-18,1996.0,10.0,18.0,Fri-Son,"Fribourg, Switzerland",Fribourg,Switzerland,Second European Tour 1996,Second European Tour 1996,,The Mountain Goats,Switzerland,False,False,False,True,False,0,17936
"1996-10-19_-_Cafe_Hokka_-_Thun,_Switzerland",4424,"1996-10-19 - Cafe Hokka - Thun, Switzerland",https://themountaingoats.fandom.com/wiki/1996-10-19_-_Cafe_Hokka_-_Thun%2C_Switzerland,1996-10-19,1996-10-19,1996.0,10.0,19.0,Cafe Hokka,"Thun, Switzerland",Thun,Switzerland,Second European Tour 1996,Second European Tour 1996,,The Mountain Goats,Switzerland,False,False,False,True,False,0,17937
"1996-10-20_-_Geneva,_Switzerland",4425,"1996-10-20 - Geneva, Switzerland",https://themountaingoats.fandom.com/wiki/1996-10-20_-_Geneva%2C_Switzerland,1996-10-20,1996-10-20,1996.0,10.0,20.0,,"Geneva, Switzerland",Geneva,Switzerland,Second European Tour 1996,Second European Tour 1996,,The Mountain Goats,Switzerland,False,False,False,True,False,0,17938
1996-10-21_-_Germany,4426,1996-10-21 - Germany,https://themountaingoats.fandom.com/wiki/1996-10-21_-_Germany,1996-10-21,1996-10-21,1996.0,10.0,21.0,,Germany,Germany,,Second European Tour 1996,Second European Tour 1996,,The Mountain Goats,Germany,False,False,False,True,False,0,17939
"1996-10-22_-_Substanz_-_Munich,_Germany",4427,"1996-10-22 - Substanz - Munich, Germany",https://themountaingoats.fandom.com/wiki/1996-10-22_-_Substanz_-_Munich%2C_Germany,1996-10-22,1996-10-22,1996.0,10.0,22.0,Substanz,"Munich, Germany",Munich,Germany,Second European Tour 1996,Second European Tour 1996,,The Mountain Goats,Germany,False,False,False,True,False,0,17940
"1996-10-24_-_Dresden,_Germany",4428,"1996-10-24 - Dresden, Germany",https://themountaingoats.fandom.com/wiki/1996-10-24_-_Dresden%2C_Germany,1996-10-24,1996-10-24,1996.0,10.0,24.0,,"Dresden, Germany",Dresden,Germany,Second European Tour 1996,Second European Tour 1996,,The Mountain Goats,Germany,False,False,False,True,False,0,17941
"1996-10-25_-_Hanover,_Germany",4429,"1996-10-25 - Hanover, Germany",https://themountaingoats.fandom.com/wiki/1996-10-25_-_Hanover%2C_Germany,1996-10-25,1996-10-25,1996.0,10.0,25.0,,"Hanover, Germany",Hanover,Germany,Second European Tour 1996,Second European Tour 1996,,The Mountain Goats,Germany,False,False,False,True,False,0,17942
"1996-10-26_-_Roter_Salon_-_Berlin,_Germany",4430,"1996-10-26 - Roter Salon - Berlin, Germany",https://themountaingoats.fandom.com/wiki/1996-10-26_-_Roter_Salon_-_Berlin%2C_Germany,1996-10-26,1996-10-26,1996.0,10.0,26.0,Roter Salon,"Berlin, Germany",Berlin,Germany,Second European Tour 1996,Second European Tour 1996,,The Mountain Goats,Germany,False,False,False,True,False,0,17943
"1996-10-27_-_Copenhagen,_Denmark",4431,"1996-10-27 - Copenhagen, Denmark",https://themountaingoats.fandom.com/wiki/1996-10-27_-_Copenhagen%2C_Denmark,1996-10-27,1996-10-27,1996.0,10.0,27.0,,"Copenhagen, Denmark",Copenhagen,Denmark,Second European Tour 1996,Second European Tour 1996,,The Mountain Goats,Denmark,False,False,False,True,False,0,17944
