show_id,note_seq,note
"2012-10-16_-_Bowery_Ballroom_-_New_York,_NY",2,John's solo set was songs 8 through 10.
"2012-10-16_-_Bowery_Ballroom_-_New_York,_NY",3,Songs 14 through 17 and 19 through 20 were performed with a horn section.
"2012-10-18_-_House_of_Blues_-_Boston,_MA",1,"""Dance Music"" was performed by John Darnielle and Peter Hughes as a duo, and ""Ezekiel 7 and the Permanent Efficacy of Grace"" was performed by Darnielle and Jon Wurster ."
"2012-10-18_-_House_of_Blues_-_Boston,_MA",2,John's solo set was songs 8 through 10.
"2012-10-18_-_House_of_Blues_-_Boston,_MA",3,Songs 14 through 17 and 19 through 20 were performed with a horn section.
"2004-10-11_-_The_Black_Cat_-_Washington,_D.C.",1,The encore was songs 18 and 19.
"2006-12-31_-_Falls_Festival_-_Lorne,_Australia",1,John Vanderslice performed on songs 9 through 11.
"2007-01-07_-_The_Zoo_-_Brisbane,_Australia",1,"Peter Hughes sang lead vocals on ""Heartland Feeling""."
"2012-10-22_-_Fine_Arts_Center_-_Calvin_College_-_Grand_Rapids,_MI",1,"""Night Light"" was played on the venue's pipe organ."
"2007-02-02_-_Double_Barrel_Benefit_-_King's_Barcade_-_Raleigh,_NC",1,"According to an Instagram story he posted on 2025-09-24, this was Jon Wurster 's first full Mountain Goats show."
"2006-10-26_-_The_Opolis_-_Norman,_OK",1,"Every song on Get Lonely was played except for "" Cobra Tattoo "" and "" If You See Light ""."
"2006-10-31_-_Spanish_Moon_-_Baton_Rouge,_LA",1,Setlist may not be in order.
"2012-10-24_-_The_Varsity_Theater_-_Minneapolis,_MN",1,"""Dance Music"" was performed by John Darnielle and Peter Hughes as a duo, and ""Ezekiel 7 and the Permanent Efficacy of Grace"" was performed by Darnielle and Jon Wurster ."
"2012-10-24_-_The_Varsity_Theater_-_Minneapolis,_MN",2,John's solo set was songs 9 through 12.
"2012-11-30_-_The_Grey_Eagle_-_Asheville,_NC",1,Songs 7 through 10 were played by John solo.
"2012-12-03_-_Cain's_Ballroom_-_Tulsa,_OK",1,"""Jenny"" was performed by John Darnielle and Peter Hughes as a duo."
"2012-12-03_-_Cain's_Ballroom_-_Tulsa,_OK",2,John's solo set was songs 8 through 11.
"2014-06-05_-_Gothic_Theatre_-_Denver,_CO",1,Songs 7 through 9 were played with John Darnielle on piano.
"2014-06-05_-_Gothic_Theatre_-_Denver,_CO",2,Songs 12 through 15 were played with Gordon Gano on violin.
"2012-12-05_-_Emo's_East_-_Austin,_TX",1,John's solo set was songs 7 through 10.
"2014-06-11_-_Wonder_Ballroom_-_Portland,_OR",1,"This was the first time ""Southwestern Territory"" was ever played."
"2012-12-08_-_Crescent_Ballroom_-_Phoenix,_AZ",1,John 's solo set was songs 6 through 8.
"2012-12-09_-_Club_Congress_-_Tucson,_AZ",1,John 's solo set was songs 7 through 9.
"2012-12-09_-_Club_Congress_-_Tucson,_AZ",2,"""It Froze Me"" was performed by John Darnielle and Peter Hughes as a duo."
"2014-06-13_-_Bottom_of_the_Hill_-_San_Francisco,_CA",1,Songs 7 through 9 were played with John Darnielle on piano.
"2014-06-13_-_Bottom_of_the_Hill_-_San_Francisco,_CA",2,All of the Taking the Dative cassette was played.
"2008-03-04_-_Fair_Game_Session_-_New_York,_NY",1,John Darnielle was joined by cellist Erik Friedlander for all songs.
"2014-06-14_-_Bottom_of_the_Hill_-_San_Francisco,_CA",1,Songs 6 through 8 and 25 were played with John Darnielle on piano.
"2014-06-14_-_Bottom_of_the_Hill_-_San_Francisco,_CA",2,All of the Transmissions to Horace cassette was played.
"2014-06-15_-_Bottom_of_the_Hill_-_San_Francisco,_CA",1,Songs 12 through 14 and 23 through 25 were played with John Darnielle on piano.
"2014-06-15_-_Bottom_of_the_Hill_-_San_Francisco,_CA",2,"All of the Taboo VI: The Homecoming cassette was played except for the last two songs, which John Darnielle considers ""bonus tracks"" and not part of the album."
"2006-03-21_-_Reservoir_Bar_-_Carrboro,_NC",1,"From Mountain-Goats.com : ""I'll be playing a short set (five songs or so) here [broken link] tonight - the show gets started around ten o'clock. The calendar on Reservoir's site seems to've put me at the top of the list but it ain't even like that. It's a Bellafea and Pony Up show. I am just there to pick 'n' grin a little. I have got the grinning part down, too."""
"2012-12-12_-_Masonic_Lodge_-_Hollywood_Forever_Cemetery_-_Los_Angeles,_CA",1,John Darnielle 's solo set was songs 8 through 10.
"2014-06-22_-_The_Mohawk_-_Austin,_TX",1,Songs 7 through 9 and 16 were played with John Darnielle on piano.
"2014-06-27_-_Boys_Rock_for_Girls_Rock_-_Haw_River_Ballroom_-_Saxapahaw,_NC",1,"This was a solo set, with the exception of ""These Days,"" which was performed with Phil Cook of Megafaun and Stu McLamb of The Love Language, and with the chorus sung by the audience."
"2014-06-27_-_Boys_Rock_for_Girls_Rock_-_Haw_River_Ballroom_-_Saxapahaw,_NC",2,"John played "" Southwestern Territory ,"" "" Steal Smoked Fish ,"" and "" Thank You Mario But Our Princess Is in Another Castle "" on piano."
"2005-05-08_-_The_Middle_East_-_Cambridge,_MA",1,"Erik Friedlander played cello on ""Pale Green Things."""
"2005-05-08_-_The_Middle_East_-_Cambridge,_MA",2,"Thor Harris played violin and John Vanderslice played guitar on "" Orange ."""
"2001-12-07_-_Good_Records_-_Dallas,_TX",1,"John Darnielle broke a string during his first attempt at ""Going to Georgia""."
"2004-05-27_-_Bottom_of_the_Hill_-_San_Francisco,_CA",1,Song 10 was played by request.
"2004-02-10_-_Cafe_Du_Nord_-_San_Francisco,_CA",1,This was the first show after the release of We Shall All Be Healed.
"2002-10-04_-_Le_Club_Shock_-_Rochester,_NY",1,This was the first Mountain Goats show since Peter Hughes joined the band as a full-time member (although he had played with the Mountain Goats on at least one tour before officially joining).
"2002-07-24_-_Sound_&_Fury_In-Store_-_New_York,_NY",1,Songs 5 through 9 were performed with Franklin Bruno as The Extra Glenns .
"1999-01-29_-_Mercury_Paw_-_Louisville,_KY",1,Setlist posted on Twitter by user aespenshade on 2018-03-02
"2011-06-29_-_Cat's_Cradle_-_Carrboro,_NC",1,This was a John Darnielle solo show and was part of a performance by comedian Rob Delaney .
"1996-10-29_-_Studion_-_Stockholm,_Sweden",1,"Peter Hughes played a solo set in the middle of the show, which included songs by Diskothi-Q and Furniture Huschle ."
"1996-10-29_-_Studion_-_Stockholm,_Sweden",2,Review of the show
"1996-11-10_-_Kikker_-_Utrecht,_Netherlands",1,Peter Hughes joins on Song 8.
"1996-11-10_-_Kikker_-_Utrecht,_Netherlands",2,The encore was songs 16-18.
"1996-11-09_-_Zwijnzicht_-_Dordrecht,_Netherlands",1,Peter Hughes joins in from Song 13 onward.
"1996-11-09_-_Zwijnzicht_-_Dordrecht,_Netherlands",2,Them & Me and Birdskin were the opening acts.
"1996-11-09_-_Zwijnzicht_-_Dordrecht,_Netherlands",3,Review of the show
"1996-08-30_-_Knitting_Factory_-_New_York,_NY",1,Songs 13 and 14 were performed with Alastair Galbraith.
"2015-01-25_-_Tribute_to_Wurster_and_Scharpling_-_SF_Sketchfest_-_San_Francisco,_CA",1,Song 1 was performed with Bob Mould and Jon Wurster .
"2015-01-25_-_Tribute_to_Wurster_and_Scharpling_-_SF_Sketchfest_-_San_Francisco,_CA",2,Songs 2 and 3 were played by John Darnielle on piano and Jon Wurster on drums.
"2015-01-25_-_Tribute_to_Wurster_and_Scharpling_-_SF_Sketchfest_-_San_Francisco,_CA",3,This is the first performance of Luna .
"2015-04-03_-_The_Grey_Eagle_-_Asheville,_NC",1,Songs 8 through 10 were perfomed by John Darnielle solo.
"2015-04-04_-_The_Jinx_-_Savannah,_GA",1,Songs 8 through 10 were performed by John Darnielle solo.
"2015-04-04_-_The_Jinx_-_Savannah,_GA",2,A fight broke out during Steal Smoked Fish.
"2015-04-07_-_Cat's_Cradle_-_Carrboro,_NC",1,Songs 8 through 10 were performed by John Darnielle solo.
"2015-04-07_-_Cat's_Cradle_-_Carrboro,_NC",2,"The 22nd song was a song that John Darnielle wrote for his son, Roman, and requested that it not be recorded. (Later, John posted the lyrics on his Tumblr .)"
"2015-04-08_-_9:30_Club_-_Washington,_D.C.",1,Songs 8 through 10 were performed by John Darnielle solo.
"2015-04-08_-_9:30_Club_-_Washington,_D.C.",2,"Jenn Wasner of Baltimore-based band Wye Oak joined the band onstage during ""This Year."""
"2015-04-09_-_Webster_Hall_-_New_York,_NY",1,Songs 8 through 10 were performed by John Darnielle solo.
"2015-04-16_-_Bogart's_-_Cincinnati,_OH",1,Songs 8 through 10 were performed by John Darnielle solo.
"2015-04-19_-_First_Avenue_-_Minneapolis,_MN",1,Songs 7 through 10 were performed by John Darnielle solo.
"2015-04-23_-_Mr._Small's_-_Millvale,_PA",1,Songs 8 through 11 were performed by John Darnielle solo.
"2015-05-29_-_The_Showbox_-_Seattle,_WA",1,Songs 7 through 9 were performed by John Darnielle solo.
"2015-05-27_-_Urban_Lounge_-_Salt_Lake_City,_UT",1,Songs 7 through 9 were performed by John Darnielle solo.
"2015-06-03_-_The_Mayan_-_Los_Angeles,_CA",1,Songs 7 and 8 were performed by John Darnielle solo.
"2015-06-03_-_The_Mayan_-_Los_Angeles,_CA",2,"""Willin"" was performed with Blank Range ."
"2015-06-01_-_The_Fillmore_-_San_Francisco,_CA",1,Songs 7 through 9 were performed by John Darnielle solo.
"1995-04-12_-_Simplon_-_Groningen,_The_Netherlands",1,"The first six songs are John solo, and then Rachel joins him."
"1995-04-12_-_Simplon_-_Groningen,_The_Netherlands",2,"The encore was "" No, I Can't ""."
"2015-03-18_-_Welcome_to_Night_Vale_Selected_Shorts_-_Symphony_Space_-_New_York,_NY",1,All songs were performed by John Darnielle solo on piano.
"2015-06-04_-_Pappy_and_Harriet's_-_Pioneertown,_CA",1,Songs 7 through 9 were performed by John Darnielle solo.
"2015-06-08_-_Kessler_Theater_-_Dallas,_TX",1,Songs 7 through 10 were performed by John Darnielle solo.
"2015-06-09_-_Austin_City_Limits_-_Moody_Theater_-_Austin,_TX",1,Songs 7 through 10 were performed by John Darnielle solo.
"2015-11-12_-_Brudenell_Social_Club_-_Leeds,_England",1,Songs 7 through 9 were played by John Darnielle solo.
"2015-11-13_-_Art_School_-_Glasgow,_Scotland",1,Songs 7 through 9 were played by John Darnielle solo.
"2015-11-15_-_Gorilla_-_Manchester,_England",1,Songs 7 through 10 were played by John Darnielle solo.
"2015-11-17_-_Trinity_-_Bristol,_England",1,Songs 7 through 11 were played by John Darnielle solo.
"2015-11-18_-_Komedia_-_Brighton,_England",1,Songs 7 through 10 were played by John Darnielle solo.
"2015-11-19_-_O2_Shepherd's_Bush_Empire_-_London,_England",1,Songs 7 through 11 were played by John Darnielle solo.
"2015-11-19_-_O2_Shepherd's_Bush_Empire_-_London,_England",2,Songs 7 and 8 were played by request.
"2015-06-02_-_Great_American_Music_Hall_-_San_Francisco,_CA",1,Songs 7 through 9 were performed by John Darnielle solo.
"2015-09-12_-_Maximum_Ames_Festival_-_First_United_Methodist_Church_-_Ames,_IA",1,Tracks 1 and 9—11 were performed by John Darnielle on piano.
"2015-06-07_-_Houston_Free_Press_Festival_-_Houston,_TX",1,Songs 7 through 9 were performed by John Darnielle solo.
"2015-11-20_-_Autumn_Falls_Festival_-_Le_Botanique_-_Brussels,_Belgium",1,Songs 7 through 11 were played by John Darnielle solo.
"2015-09-08_-_Off_Broadway_-_St._Louis,_MO",1,Songs 10 through 12 were played by John Darnielle on piano.
"2015-09-09_-_Lawrence_Arts_Center_-_Lawrence,_KS",1,Songs 10 through 12 were performed by John Darnielle on piano.
"2015-09-10_-_Vega_-_Lincoln,_NE",1,Songs 10 through 12 were played by John Darnielle on piano.
"1997-03-02_-_KJHK-Lawrence_Session_-_Lawrence,_KS",1,A transcript of an interview John Darnielle gave the station is available here .
"2015-10-03_-_Neighborhood_Theatre_-_Charlotte,_NC",1,"Songs 7 through 10 were played by John Darnielle solo, and song 11 was played by Darnielle and Jon Wurster as a duo."
"2015-10-03_-_Neighborhood_Theatre_-_Charlotte,_NC",2,"Peter Hughes' bass strap broke, and he played seated after song 12."
"2015-10-03_-_Neighborhood_Theatre_-_Charlotte,_NC",3,The power briefly went out before Southwestern Territory during this show.
"2015-10-05_-_40_Watt_Club_-_Athens,_GA",1,Songs 7 through 10 were played by John Darnielle solo (although he was accompanied by opening band Blank Range on backing vocals on song 8).
"2015-10-08_-_The_Beacham_Theatre_-_Orlando,_FL",1,Songs 7 through 10 were played by John Darnielle solo (although he was accompanied by opening band Blank Range on backing vocals on song 9).
"2015-10-09_-_Colonial_Quarter_-_St._Augustine,_FL",1,"""Willin'"" was performed with opening act Blank Range on backing vocals."
"2015-10-10_-_The_Orpheum_-_Tampa,_FL",1,Songs 7 through 10 were played by John Darnielle solo (although he was accompanied by opening band Blank Range on backing vocals on song 10).
"2016-02-27_-_Noise_Pop_2016_-_Swedish_American_Hall_-_San_Francisco,_CA",1,This was a John Darnielle solo show.
"2016-02-27_-_Noise_Pop_2016_-_Swedish_American_Hall_-_San_Francisco,_CA",2,Songs 1 and 8-11 were performed on piano.
"2016-02-28_-_Noise_Pop_2016_-_Swedish_American_Hall_-_San_Francisco,_CA",1,This was a John Darnielle solo show.
"2016-02-28_-_Noise_Pop_2016_-_Swedish_American_Hall_-_San_Francisco,_CA",2,Songs 9-11 and 23 were performed on piano.
"2016-02-28_-_Noise_Pop_2016_-_Swedish_American_Hall_-_San_Francisco,_CA",3,"""Collapsing Stars"" and ""I've Got the Sex"" were played by request."
"2016-02-24_-_Sidebar_Theatre_-_Tallahassee,_FL",1,The encore was songs 16 through 19.
"2016-02-25_-_High_Dive_-_Gainesville,_FL",1,Songs 7 through 9 and 17 were played with John Darnielle on piano.
"2016-04-02_-_College_Street_Music_Hall_-_New_Haven,_CT",1,Songs 8 through 10 were performed by John Darnielle solo.
"2016-04-07_-_Beachland_Ballroom_-_Cleveland,_OH",1,Songs 7-11 were performed solo.
"2016-04-06_-_Asbury_Hall_-_Buffalo,_NY",1,Songs 7 through 10 were played by John Darnielle solo.
"2016-04-08_-_The_Blind_Pig_-_Ann_Arbor,_MI",1,Songs 7 through 10 were performed solo.
"2016-04-08_-_The_Blind_Pig_-_Ann_Arbor,_MI",2,Audio of the solo set
"2016-04-09_-_The_Vogue_-_Indianapolis,_IN",1,Songs 7 through 10 were performed solo.
"2016-04-14_-_Covenant_Fine_Arts_Center_-_Calvin_College_-_Grand_Rapids,_MI",1,Songs 7 through 9 were performed by John Darnielle solo.
"2016-04-14_-_Covenant_Fine_Arts_Center_-_Calvin_College_-_Grand_Rapids,_MI",2,JD also gave a lecture at Calvin College's Festival of Faith and Writing ( audio .)
"2016-04-16_-_Strand-Capitol_Performing_Arts_Center_-_York,_PA",1,Songs 7 through 10 were performed by John Darnielle solo.
"2016-04-17_-_City_Winery_-_New_York,_NY",1,Song 6 was performed by John Darnielle and Matt Douglas.
"2016-04-17_-_City_Winery_-_New_York,_NY",2,Songs 7-10 were performed by John Darnielle solo.
"2016-04-17_-_City_Winery_-_New_York,_NY",3,Songs 9-12 and 19 were performed on piano.
"2016-04-18_-_City_Winery_-_New_York,_NY",1,Song 7 was performed by John Darnielle and Peter Hughes.
"2016-04-18_-_City_Winery_-_New_York,_NY",2,Songs 8-10 were performed by John Darnielle solo.
"2016-04-18_-_City_Winery_-_New_York,_NY",3,"Songs 10, 12-13, and 23 were performed on piano."
"2016-04-18_-_City_Winery_-_New_York,_NY",4,"""Happy Birthday"" was sung for Matt Douglas's birthday."
"2016-04-19_-_City_Winery_-_New_York,_NY",1,Song 7 was performed by John Darnielle and Jon Wurster.
"2016-04-19_-_City_Winery_-_New_York,_NY",2,Songs 8-9 and 21 were performed by John Darnielle solo.
"2016-04-19_-_City_Winery_-_New_York,_NY",3,Song 10 was performed by John Darnielle and Matt Douglas.
"2016-04-19_-_City_Winery_-_New_York,_NY",4,Songs 7-8 and 10-11 were performed on piano.
"2016-04-19_-_City_Winery_-_New_York,_NY",5,"""This Year"" was dedicated to the state of North Carolina."
"2016-04-01_-_Bearsville_Theater_-_Woodstock,_NY",1,Songs 8 through 11 were performed by John Darnielle solo.
"2016-09-22_-_Buskirk-Chumley_Theatre_-_Bloomington,_IN",1,Songs 8 through 11 were played by John Darnielle solo.
"2016-09-22_-_Buskirk-Chumley_Theatre_-_Bloomington,_IN",2,Song 7 was played by Darnielle and Matt Douglas .
"2016-09-20_-_Jefferson_Theater_-_Charlottesville,_VA",1,Songs 8 through 10 were performed by John Darnielle solo.
"2016-09-27_-_Pabst_Theater_-_Milwaukee,_WI",1,Songs 7 through 9 were performed by John Darnielle solo.
"2016-09-27_-_Pabst_Theater_-_Milwaukee,_WI",2,Song 6 was performed by Darnielle and Matt Douglas on saxophone.
"2016-09-30_-_The_Waiting_Room_-_Omaha,_NE",1,Song 7 was performed by John Darnielle and Matt Douglas .
"2016-09-30_-_The_Waiting_Room_-_Omaha,_NE",2,Songs 8-10 were performed solo by Darnielle.
"2016-09-30_-_The_Waiting_Room_-_Omaha,_NE",3,"Songs 7, 11-12 and 18 were performed on piano."
"2016-10-01_-_Madrid_Theater_-_Kansas_City,_MO",1,Song 7 was performed by John Darnielle and Matt Douglas .
"2016-10-01_-_Madrid_Theater_-_Kansas_City,_MO",2,Songs 8-9 were performed solo by Darnielle.
"2016-10-01_-_Madrid_Theater_-_Kansas_City,_MO",3,Song 10 was performed by Darnielle and Peter Hughes .
"2016-10-01_-_Madrid_Theater_-_Kansas_City,_MO",4,"Songs 7, 11-12 and 19 were performed on piano."
"2016-10-02_-_The_Blue_Note_-_Columbia,_MO",1,Song 7 was performed by John Darnielle and Matt Douglas .
"2016-10-02_-_The_Blue_Note_-_Columbia,_MO",2,Songs 8-10 were performed solo by Darnielle.
"2016-10-02_-_The_Blue_Note_-_Columbia,_MO",3,"Songs 7, 11-12 and 18-19 were performed on piano."
"2016-10-03_-_Codfish_Hollow_Barnstormers_-_Maquoketa,_IA",1,Song 7 was performed by John Darnielle and Matt Douglas .
"2016-10-03_-_Codfish_Hollow_Barnstormers_-_Maquoketa,_IA",2,Songs 8-10 were performed solo by Darnielle.
"2016-10-03_-_Codfish_Hollow_Barnstormers_-_Maquoketa,_IA",3,"Songs 7, 11-12 and 18-19 were performed on piano."
"2016-09-23_-_Castle_Theatre_-_Bloomington,_IL",1,Songs 8 through 10 were played by John Darnielle solo.
"2016-09-23_-_Castle_Theatre_-_Bloomington,_IL",2,Song 7 was played by Darnielle and Matt Douglas .
"2016-05-12_-_The_Pinhook_-_Durham,_NC",1,This was a solo show.
"2016-05-12_-_The_Pinhook_-_Durham,_NC",2,"""Cars Song in C"" is an unrecorded song from a The Sunset Tree notebook."
"2016-09-01_-_The_State_Theatre_-_Falls_Church,_VA",1,This was a John Darnielle / Matt Douglas duo show.
"2016-09-01_-_The_State_Theatre_-_Falls_Church,_VA",2,Songs 6 through 10 were performed by Darnielle solo.
"2016-09-02_-_Ace_of_Cups_-_Columbus,_OH",1,This was a John Darnielle / Matt Douglas duo show.
"2016-09-02_-_Ace_of_Cups_-_Columbus,_OH",2,Songs 7 through 9 were performed by Darnielle solo.
"2016-09-03_-_Mr._Small's_-_Millvale,_PA",1,This was a John Darnielle / Matt Douglas duo show.
"2016-09-03_-_Mr._Small's_-_Millvale,_PA",2,Songs 8 through 10 were performed by Darnielle solo.
"2016-10-27_-_Hi-Dive_-_Denver,_CO",1,This was a John Darnielle / Peter Hughes duo show.
"2016-10-29_-_Hi-Dive_-_Denver,_CO",1,This was a John Darnielle / Peter Hughes duo show.
"2016-12-03_-_The_Pinhook_-_Durham,_NC",1,Songs 8 through 10 were played by John Darnielle solo.
"2016-12-04_-_Cat's_Cradle_-_Carrboro,_NC",1,Songs 7 through 10 were played by John Darnielle solo.
"2016-12-05_-_Cat's_Cradle_-_Carrboro,_NC",1,Songs 8 and 9 were played by John Darnielle solo.
"2016-10-26_-_Downtown_Artery_-_Fort_Collins,_CO",1,This was a John Darnielle / Peter Hughes duo show.
"2016-10-25_-_eTown_Hall_-_Boulder,_CO",1,This was a John Darnielle / Peter Hughes duo show.
"2016-11-21_-_Second_City_-_Chicago,_IL",1,This was a John Darnielle solo show.
"2016-11-21_-_Second_City_-_Chicago,_IL",2,"Like 2011-12-06 - Second City - Chicago, IL and 2009-12-16 - Second City - Chicago, IL , this show was part of ""The Second City That Never Sleeps: Letters to Santa"", a 24-hour charity event to raise money for Letters to Santa."
"2016-11-21_-_Second_City_-_Chicago,_IL",3,""" Pure Honey "" was played by request."
"2016-11-21_-_Second_City_-_Chicago,_IL",4,"This was the first performance of "" Going to Georgia "" in almost five years; an audience member offered John $60 to play it."
"2017-04-06_-_Badlands_-_Perth,_Australia",1,Songs 4 through 6 were played by John Darnielle and Peter Hughes as a duo.
"2017-04-06_-_Badlands_-_Perth,_Australia",2,Songs 7 and 8 were played by John Darnielle solo.
"2017-04-12_-_The_Corner_Hotel_-_Melbourne,_Australia",1,Songs 8 through 10 were performed by John Darnielle solo.
"2017-04-12_-_The_Corner_Hotel_-_Melbourne,_Australia",2,"""Steal Smoked Fish"" was played by Darnielle accompanied by only Matt Douglas ."
"2017-04-12_-_The_Corner_Hotel_-_Melbourne,_Australia",3,"This was the live debut of ""Paid in Cocaine""."
"2016-12-16_-_House_Show_for_Scott_-_Cherry_Hill,_NJ",1,"This was one of two house shows auctioned off to the highest bidder to raise money for John 's friend Scott's medical bills. This particular group raised $12,000."
"2016-12-16_-_House_Show_for_Scott_-_Cherry_Hill,_NJ",2,This was a John Darnielle solo show.
"2017-04-11_-_The_Toff_in_Town_-_Melbourne,_Australia",1,Songs 7 through 10 were performed by John Darnielle solo.
"2017-04-01_-_Bond_Brothers_Beer_Company_-_Cary,_NC",1,The encore includes songs 16 through 23.
"2017-04-01_-_Bond_Brothers_Beer_Company_-_Cary,_NC",2,"""In the Craters of the Moon"" was also filmed separately from the show ( YouTube )."
"2017-05-22_-_Terminal_West_-_Atlanta,_GA",1,Songs 7 through 9 were performed by Darnielle solo.
"2017-05-22_-_Terminal_West_-_Atlanta,_GA",2,"Cindy Wilson of The B-52's sang backup on ""This Year""."
"2017-05-23_-_Cannery_Ballroom_-_Nashville,_TN",1,"""Rain in Soho"" was performed with the Nashville Symphony Chorus."
"2017-05-23_-_Cannery_Ballroom_-_Nashville,_TN",2,Songs 7 and 8 were performed by John solo.
"2017-05-23_-_Cannery_Ballroom_-_Nashville,_TN",3,"The encore was songs 16 through 19, and the second encore songs 20 and 21."
"2017-05-25_-_Saturn_-_Birmingham,_AL",1,Songs 7 and 8 were performed by John solo.
"2017-05-25_-_Saturn_-_Birmingham,_AL",2,Song 9 was performed by John and Matt Douglas .
"2017-05-25_-_Saturn_-_Birmingham,_AL",3,"The encore was songs 16 through 18, and the second encore songs 19 and 20."
"2017-05-26_-_The_Republic_-_New_Orleans,_LA",1,Songs 8 and 9 were performed by John Darnielle solo.
"2017-05-26_-_The_Republic_-_New_Orleans,_LA",2,Song 7 was performed by John and Peter Hughes .
"2017-05-26_-_The_Republic_-_New_Orleans,_LA",3,The encore was songs 16 through 18.
"2017-05-27_-_White_Oak_Music_Hall_-_Houston,_TX",1,Songs 7 and 8 were played by John Darnielle solo.
"2017-05-27_-_White_Oak_Music_Hall_-_Houston,_TX",2,Songs 9 and 10 were played by John and Peter Hughes .
"2017-05-28_-_Trees_-_Dallas,_TX",1,Songs 7 through 9 were played by John Darnielle solo.
"2017-05-28_-_Trees_-_Dallas,_TX",2,Song 10 was played by John and Peter Hughes .
"2017-05-28_-_Trees_-_Dallas,_TX",3,The encore was songs 17 through 26.
"2017-05-31_-_The_Mayan_-_Los_Angeles,_CA",1,Songs 8 through 13 were played by John Darnielle solo.
"2017-05-31_-_The_Mayan_-_Los_Angeles,_CA",2,Song 7 was played by John and Peter Hughes .
"2017-05-31_-_The_Mayan_-_Los_Angeles,_CA",3,The first encore was songs 20 through 25.
"2017-05-31_-_The_Mayan_-_Los_Angeles,_CA",4,The second encore was songs 26 through 28.
"2017-06-01_-_The_Fillmore_-_San_Francisco,_CA",1,Songs 7 through 9 and 11 were played by John Darnielle solo.
"2017-06-01_-_The_Fillmore_-_San_Francisco,_CA",2,Song 10 was played by John Darnielle with backing vocals from John Vanderslice .
"2017-06-01_-_The_Fillmore_-_San_Francisco,_CA",3,Song 21 also featured backing vocals from John Vanderslice .
"2017-06-01_-_The_Fillmore_-_San_Francisco,_CA",4,The first encore was songs 18 through 21.
"2017-06-01_-_The_Fillmore_-_San_Francisco,_CA",5,The second encore was songs 22 through 24.
"2017-06-02_-_The_Fillmore_-_San_Francisco,_CA",1,Songs 8 through 10 were played by John Darnielle solo.
"2017-06-02_-_The_Fillmore_-_San_Francisco,_CA",2,Song 18 was played by John and Matt Douglas .
"2017-06-02_-_The_Fillmore_-_San_Francisco,_CA",3,Song 22 featured backing vocals from John Vanderslice .
"2017-06-02_-_The_Fillmore_-_San_Francisco,_CA",4,Song 26 was played by John and Peter Hughes .
"2017-06-02_-_The_Fillmore_-_San_Francisco,_CA",5,The first encore was songs 17 through 22.
"2017-06-02_-_The_Fillmore_-_San_Francisco,_CA",6,The second encore was songs 23 through 25.
"2017-06-02_-_The_Fillmore_-_San_Francisco,_CA",7,The third encore was songs 26 through 28.
"2017-06-04_-_Crystal_Ballroom_-_Portland,_OR",1,Songs 8 through 12 were performed by John Darnielle solo.
"2017-06-04_-_Crystal_Ballroom_-_Portland,_OR",2,The encore was songs 19 through 22.
"2017-06-04_-_Crystal_Ballroom_-_Portland,_OR",3,The second encore was song 23.
"2017-06-05_-_The_Showbox_-_Seattle,_WA",1,Songs 7 and 8 were performed by John Darnielle solo.
"2017-06-05_-_The_Showbox_-_Seattle,_WA",2,Song 9 was performed by John and Matt Douglas .
"2017-06-05_-_The_Showbox_-_Seattle,_WA",3,The encore was songs 16 through 20.
"2017-06-05_-_The_Showbox_-_Seattle,_WA",4,The second encore was songs 21 through 23.
"2017-06-28_-_Columbus_Theatre_-_Providence,_RI",1,Songs 8 through 12 were played by John Darnielle solo.
"2017-06-28_-_Columbus_Theatre_-_Providence,_RI",2,Song 20 was played by Darnielle and Matt Douglas .
"2017-07-09_-_The_Castle_-_Bloomington,_IL",1,Songs 7 through 10 were played by John Darnielle solo.
"2017-07-09_-_The_Castle_-_Bloomington,_IL",2,Song 11 was played by Darnielle and Matt Douglas .
"2017-07-09_-_The_Castle_-_Bloomington,_IL",3,The encore was songs 19 through 22.
"2017-07-13_-_ACM@UCO_Performance_Lab_-_Oklahoma_City,_OK",1,Songs 7 through 10 were performed by John Darnielle solo.
"2017-07-13_-_ACM@UCO_Performance_Lab_-_Oklahoma_City,_OK",2,The first encore was songs 18 through 21.
"2017-07-13_-_ACM@UCO_Performance_Lab_-_Oklahoma_City,_OK",3,The second encore was song 22.
"1992-12-27_-_Xmasfest_-_Munchie's_-_Pomona,_CA",1,"""Star Dusting"" was incorrectly introduced as "" Going to Monaco ""."
"1992-12-27_-_Xmasfest_-_Munchie's_-_Pomona,_CA",2,"A recording of this performance of ""The Pieman"" was included on the Munchies Kinda Xmas tape."
"2017-07-03_-_The_Empty_Bottle_-_Chicago,_IL",1,Songs 1 and 8 through 10 were performed by John Darnielle solo.
"2017-10-06_-_Brudenell_Social_Club_-_Leeds,_England",1,Songs 7 through 9 were played by John Darnielle solo.
"2017-10-06_-_Brudenell_Social_Club_-_Leeds,_England",2,The encore was songs 18 through 21.
"2017-10-08_-_Button_Factory_-_Dublin,_Ireland",1,Songs 7 through 9 were played by John Darnielle solo.
"2017-10-08_-_Button_Factory_-_Dublin,_Ireland",2,The encore was songs 18 through 22.
"2017-10-09_-_Glasgow_Art_School_-_Glasgow,_Scotland",1,Songs 7 through 9 were played by John Darnielle solo.
