show_id,note_seq,note
"2023-08-04_-_The_Rooftop_at_Pier_17_-_New_York,_NY",2,Songs 8 through 10 were played solo by John Darnielle.
"2023-08-04_-_The_Rooftop_at_Pier_17_-_New_York,_NY",3,"This was the first live performance of ""Clean Slate""."
"2023-08-04_-_The_Rooftop_at_Pier_17_-_New_York,_NY",4,The encore was songs 19-23.
"2023-08-05_-_Citizens_House_of_Blues_-_Boston,_MA",1,Song 8 was played by John Darnielle and Matt Douglas
"2023-08-05_-_Citizens_House_of_Blues_-_Boston,_MA",2,Songs 9 through 11 were played solo by John Darnielle.
"2023-08-05_-_Citizens_House_of_Blues_-_Boston,_MA",3,"Kyle Leonard played saxophone on songs 5, 6, 14, and 15."
"2023-08-05_-_Citizens_House_of_Blues_-_Boston,_MA",4,The encore was songs 20-25.
"2023-10-02_-_Belly_Up_Tavern_-_Solana_Beach,_CA",1,Songs 10 through 13 were played solo by John Darnielle.
"2023-10-02_-_Belly_Up_Tavern_-_Solana_Beach,_CA",2,The encore was songs 19 through 22.
"2023-10-02_-_Belly_Up_Tavern_-_Solana_Beach,_CA",3,"This was the first live performance of ""Jenny III,"" ""Murder at the 18th St. Garage,"" ""Fresh Tattoo,"" and ""Cleaning Crew."""
"2023-10-02_-_Belly_Up_Tavern_-_Solana_Beach,_CA",4,This was the band's first show with Isa Burke on electric guitar and violin.
"2023-10-05_-_August_Hall_-_San_Francisco,_CA",1,Songs 10 through 12 were played solo by John Darnielle.
"2023-10-05_-_August_Hall_-_San_Francisco,_CA",2,The encore was songs 19 through 22.
"2023-10-06_-_August_Hall_-_San_Francisco,_CA",1,Songs 9 through 11 were played solo by John Darnielle.
"2023-10-06_-_August_Hall_-_San_Francisco,_CA",2,Song 11 was played by request.
"2023-10-06_-_August_Hall_-_San_Francisco,_CA",3,The encore was songs 18 through 21.
"2023-10-07_-_Ace_Of_Spades_-_Sacramento,_CA",1,Songs 11 through 13 were played solo by John Darnielle .
"2023-10-07_-_Ace_Of_Spades_-_Sacramento,_CA",2,Song 14 was played by John Darnielle and Matt Douglas .
"2023-10-07_-_Ace_Of_Spades_-_Sacramento,_CA",3,The encore was songs 22 through 26.
"2023-10-09_-_Martin_Woldson_Theater_at_The_Fox_-_Spokane,_WA",1,Song 10 was played by John Darnielle and Matt Douglas .
"2023-10-09_-_Martin_Woldson_Theater_at_The_Fox_-_Spokane,_WA",2,Songs 11 and 12 were played solo by John Darnielle.
"2023-10-09_-_Martin_Woldson_Theater_at_The_Fox_-_Spokane,_WA",3,The encore was songs 19 and 20.
"2023-10-09_-_Martin_Woldson_Theater_at_The_Fox_-_Spokane,_WA",4,"Per setlist.fm , there was an instrumental break between songs 19 and 20. It's unclear whether this was a separate song."
"2023-10-13_-_Fox_Theater_-_Boulder,_CO",1,Songs 9-11 were played solo by John Darnielle .
"2023-10-13_-_Fox_Theater_-_Boulder,_CO",2,The encore was songs 18 and 19.
"2023-09-19_-_Brooklyn_Made_-_New_York,_NY",1,This was a John Darnielle solo show.
"2023-09-19_-_Brooklyn_Made_-_New_York,_NY",2,"This was the first live performance of song 12, which was introduced as ""This is the song in which she buys a motorcycle."""
"2023-09-19_-_Brooklyn_Made_-_New_York,_NY",3,Songs 10-12 and 27 were played on piano.
"2023-09-19_-_Brooklyn_Made_-_New_York,_NY",4,Song 22 was played with Erik Friedlander on cello.
"2023-09-19_-_Brooklyn_Made_-_New_York,_NY",5,The encore was songs 23-27.
"2023-09-19_-_Brooklyn_Made_-_New_York,_NY",6,The second encore was song 28.
"2023-10-10_-_The_Knitting_Factory_-_Boise,_ID",1,Song 10 was played by John Darnielle and Matt Douglas .
"2023-10-10_-_The_Knitting_Factory_-_Boise,_ID",2,Songs 11-13 were played solo by John Darnielle.
"2023-10-10_-_The_Knitting_Factory_-_Boise,_ID",3,The encore was songs 19 and 20.
"2023-10-10_-_The_Knitting_Factory_-_Boise,_ID",4,"John commented several times that he wasn't feeling well, something that he would continue to espouse throughout the rest of the We Do It Different On The West Coast leg of the tour and ultimately culminated in the final night in Denver being cancelled."
"2023-12-01_-_Hangar_1819_-_Greensboro,_NC",1,Songs 8 through 10 were played solo by John Darnielle .
"2023-12-01_-_Hangar_1819_-_Greensboro,_NC",2,The encore was songs 17 through 20.
"2023-12-02_-_The_Queen_-_Wilmington,_DE",1,Songs 8 through 10 were played solo by John Darnielle .
"2023-12-02_-_The_Queen_-_Wilmington,_DE",2,The first encore was songs 17 through 22.
"2023-12-02_-_The_Queen_-_Wilmington,_DE",3,The second encore was songs 23 through 24.
"2023-12-03_-_Aura_-_Portland,_ME",1,Songs 8 through 10 were played solo by John Darnielle .
"2023-12-03_-_Aura_-_Portland,_ME",2,The encore was songs 18 through 22.
"2023-12-05_-_Higher_Ground_Ballroom_-_South_Burlington,_VT",1,Songs 8 through 10 were played solo by John Darnielle .
"2023-12-05_-_Higher_Ground_Ballroom_-_South_Burlington,_VT",2,The encore was songs 19 through 22.
"2023-12-06_-_Infinity_Hall_-_Hartford,_CT",1,Songs 8 through 11 were played solo by John Darnielle .
"2023-12-06_-_Infinity_Hall_-_Hartford,_CT",2,The encore was songs 19 through 23.
"2023-12-06_-_Infinity_Hall_-_Hartford,_CT",3,This show was performed on ' The Mountain Goats Day ' in the State of Connecticut.
"2023-12-07_-_Town_Ballroom_-_Buffalo,_NY",1,Songs 8 through 10 were played solo by John Darnielle .
"2023-12-07_-_Town_Ballroom_-_Buffalo,_NY",2,The encore was songs 18 through 22.
"2023-12-08_-_Homer_Center_for_the_Arts_-_Homer,_NY",1,Songs 8 through 10 were played solo by John Darnielle .
"2023-12-08_-_Homer_Center_for_the_Arts_-_Homer,_NY",2,The encore was songs 18 through 21.
"2023-12-10_-_Thunderbird_Music_Hall_-_Pittsburgh,_PA",1,Songs 8 through 11 were played solo by John Darnielle .
"2023-12-10_-_Thunderbird_Music_Hall_-_Pittsburgh,_PA",2,The encore was songs 20 through 24.
"2023-12-12_-_Georgia_Theatre_-_Athens,_GA",1,Songs 8 through 10 were played solo by John Darnielle .
"2023-12-12_-_Georgia_Theatre_-_Athens,_GA",2,The encore was songs 18 through 22.
"2023-12-13_-_Vinyl_Music_Hall_-_Penascola,_FL",1,Setlist potentially incomplete and out of order.
"2023-12-13_-_Vinyl_Music_Hall_-_Penascola,_FL",2,Songs 8 through 11 were played solo by John Darnielle .
"2023-12-13_-_Vinyl_Music_Hall_-_Penascola,_FL",3,The encore was songs 20 through 23.
"2023-12-15_-_The_Bier_Hall_at_Intuition_Ale_Works_-_Jacksonville,_FL",1,Songs 8 through 10 were played solo by John Darnielle .
"2023-12-15_-_The_Bier_Hall_at_Intuition_Ale_Works_-_Jacksonville,_FL",2,Song 11 was played by John Darnielle and Matt Douglas .
"2023-12-15_-_The_Bier_Hall_at_Intuition_Ale_Works_-_Jacksonville,_FL",3,The encore was songs 19 through 24.
"2024-01-18_-_Neighborhood_Theatre_-_Charlotte,_NC",1,This was a John Darnielle and Matt Douglas duo show.
"2024-01-18_-_Neighborhood_Theatre_-_Charlotte,_NC",2,The encore was songs 15 through 17.
"2024-01-18_-_Neighborhood_Theatre_-_Charlotte,_NC",3,The openers were Bully (solo) and Craig Finn (solo).
"2024-01-28_-_El_Rey_Theater_-_Albuquerque,_NM",1,This was a John Darnielle and Matt Douglas duo show.
"2024-01-28_-_El_Rey_Theater_-_Albuquerque,_NM",2,Craig Finn sang on song 10.
"2024-01-28_-_El_Rey_Theater_-_Albuquerque,_NM",3,The encore was songs 16 through 21.
"2024-01-28_-_El_Rey_Theater_-_Albuquerque,_NM",4,The openers were Bully (solo) and Craig Finn (solo)
"2024-02-01_-_Orpheum_Theater_-_Flagstaff,_AZ",1,This was a John Darnielle and Matt Douglas duo show.
"2024-02-01_-_Orpheum_Theater_-_Flagstaff,_AZ",2,The encore was songs 15 through 18.
"2024-02-01_-_Orpheum_Theater_-_Flagstaff,_AZ",3,The openers were Bully (solo) and Craig Finn (solo).
"2024-01-31_-_Rialto_Theatre_-_Tucson,_AZ",1,This was a John Darnielle and Matt Douglas duo show.
"2024-01-31_-_Rialto_Theatre_-_Tucson,_AZ",2,The encore was songs 15 through 19.
"2024-01-31_-_Rialto_Theatre_-_Tucson,_AZ",3,The openers were Bully (solo) and Craig Finn (solo).
"2024-01-21_-_Revolution_Music_Room_-_Little_Rock,_AR",1,This was a John Darnielle and Matt Douglas duo show.
"2024-01-21_-_Revolution_Music_Room_-_Little_Rock,_AR",2,The encore was songs 17 through 20.
"2024-01-21_-_Revolution_Music_Room_-_Little_Rock,_AR",3,Harlem Roulette and You Were Cool were audience requests.
"2024-01-21_-_Revolution_Music_Room_-_Little_Rock,_AR",4,The openers were Bully (solo) and Craig Finn (solo)
"2024-01-19_-_Saturn_-_Birmingham,_AL",1,This was a John Darnielle and Matt Douglas duo show.
"2024-01-19_-_Saturn_-_Birmingham,_AL",2,The encore was songs 19 through 23.
"2024-01-19_-_Saturn_-_Birmingham,_AL",3,The openers were Bully (solo) and Craig Finn (solo).
"2024-01-20_-_Chelsea's_Live_-_Baton_Rouge,_LA",1,This was a John Darnielle and Matt Douglas duo show.
"2024-01-20_-_Chelsea's_Live_-_Baton_Rouge,_LA",2,The encore was songs 16 through 19.
"2024-01-20_-_Chelsea's_Live_-_Baton_Rouge,_LA",3,The openers were Bully (solo) and Craig Finn (solo).
"2024-03-01_-_Noise_Pop_2024_-_Grace_Cathedral_-_San_Francisco,_CA",1,This was a John Darnielle solo show.
"2024-03-01_-_Noise_Pop_2024_-_Grace_Cathedral_-_San_Francisco,_CA",2,Songs 9 through 11 were played on piano.
"2024-03-01_-_Noise_Pop_2024_-_Grace_Cathedral_-_San_Francisco,_CA",3,The encore was songs 18 through 21.
"2024-03-02_-_The_Neptune_-_Seattle,_WA",1,This was a John Darnielle solo show.
"2024-03-02_-_The_Neptune_-_Seattle,_WA",2,The opener was Rett Madison.
"2024-03-02_-_The_Neptune_-_Seattle,_WA",3,Songs 9-11 and 18 were played on the piano.
"2024-03-02_-_The_Neptune_-_Seattle,_WA",4,The encore was songs 17-20.
"2024-02-29_-_Teragram_Ballroom_-_Los_Angeles,_CA",1,This was a John Darnielle solo show.
"2024-02-29_-_Teragram_Ballroom_-_Los_Angeles,_CA",2,Song 1 has an unknown title ; the listed title is the refrain and is used as a placeholder.
"2024-02-29_-_Teragram_Ballroom_-_Los_Angeles,_CA",3,Songs 8 through 10 were played on piano.
"2024-02-29_-_Teragram_Ballroom_-_Los_Angeles,_CA",4,The encore was songs 19 through 22.
"2024-02-29_-_Teragram_Ballroom_-_Los_Angeles,_CA",5,The opener was Rett Madison.
"2024-01-23_-_The_Blue_Note_-_Columbia,_MO",1,This was a John Darnielle and Matt Douglas duo show.
"2024-01-23_-_The_Blue_Note_-_Columbia,_MO",2,The encore was songs 16 through 20.
"2024-01-23_-_The_Blue_Note_-_Columbia,_MO",3,Craig Finn sang on song 17.
"2024-01-23_-_The_Blue_Note_-_Columbia,_MO",4,The openers were Bully (solo) and Craig Finn (solo).
"2024-03-03_-_Aladdin_Theater_-_Portland,_OR",1,This was a John Darnielle solo show.
"2024-03-03_-_Aladdin_Theater_-_Portland,_OR",2,The opener was Rett Madison.
"2024-03-03_-_Aladdin_Theater_-_Portland,_OR",3,Songs 8-10 were played on the piano.
"2024-03-03_-_Aladdin_Theater_-_Portland,_OR",4,Sarah Arslanian of the Bright Mountain Choir sang on songs 10 and 11.
"2024-03-03_-_Aladdin_Theater_-_Portland,_OR",5,The encore was songs 17-20.
"2024-01-24_-_Tower_Theatre_-_Oklahoma_City,_OK",1,This was a John Darnielle and Matt Douglas duo show.
"2024-01-24_-_Tower_Theatre_-_Oklahoma_City,_OK",2,The encore was songs 16 through 19.
"2024-01-24_-_Tower_Theatre_-_Oklahoma_City,_OK",3,Craig Finn sang on song 16.
"2024-01-26_-_Lowbrow_Palace_-_El_Paso,_TX",1,This was a John Darnielle and Matt Douglas duo show.
"2024-01-26_-_Lowbrow_Palace_-_El_Paso,_TX",2,The encore was songs 17 through 20.
"2024-01-26_-_Lowbrow_Palace_-_El_Paso,_TX",3,Craig Finn sang on song 18.
"2024-04-08_-_Victory_Theatre_-_Evansville,_IN",1,Songs 8-10 were performed by John Darnielle solo.
"2024-04-08_-_Victory_Theatre_-_Evansville,_IN",2,The encore was songs 18 through 21.
"2024-04-08_-_Victory_Theatre_-_Evansville,_IN",3,The opener was Katy Kirby.
"2024-04-05_-_Haw_River_Ballroom_-_Saxapahaw,_NC",1,Songs 8-10 were performed by John Darnielle solo.
"2024-04-05_-_Haw_River_Ballroom_-_Saxapahaw,_NC",2,The encore was songs 18 through 20.
"2024-04-05_-_Haw_River_Ballroom_-_Saxapahaw,_NC",3,The opener was Katy Kirby.
"2024-04-12_-_Palace_Theatre_-_Saint_Paul,_MN",1,Songs 8-10 were performed by John Darnielle solo.
"2024-04-12_-_Palace_Theatre_-_Saint_Paul,_MN",2,The encore was songs 19 through 23.
"2024-04-12_-_Palace_Theatre_-_Saint_Paul,_MN",3,The opener was Katy Kirby.
"2024-04-13_-_The_City_Center_-_Champaign,_IL",1,Songs 8-10 were performed by John Darnielle solo.
"2024-04-13_-_The_City_Center_-_Champaign,_IL",2,The encore was songs 19 through 22.
"2024-04-13_-_The_City_Center_-_Champaign,_IL",3,The opener was Katy Kirby.
"2024-04-16_Gothic_Theatre_-_Englewood,_CO",1,Songs 8-10 were performed by John Darnielle solo.
"2024-04-16_Gothic_Theatre_-_Englewood,_CO",2,The encore was songs 20 through 23.
"2024-04-16_Gothic_Theatre_-_Englewood,_CO",3,The opener was Katy Kirby.
"2024-04-19_-_The_Stiefel_Theatre_-_Salina,_KS",1,Songs 8-10 were performed by John Darnielle solo.
"2024-04-19_-_The_Stiefel_Theatre_-_Salina,_KS",2,The encore was songs 19 through 23.
"2024-04-19_-_The_Stiefel_Theatre_-_Salina,_KS",3,The opener was Katy Kirby.
"2024-04-22_-_Salvage_Station_-_Asheville,_NC",1,Songs 8-10 were performed by John Darnielle solo.
"2024-04-22_-_Salvage_Station_-_Asheville,_NC",2,The encore was songs 20 through 23.
"2024-04-22_-_Salvage_Station_-_Asheville,_NC",3,The opener was Katy Kirby.
"2024-04-21_-_The_Caverns_-_Pelham,_TN",1,Songs 8-10 were performed by John Darnielle solo.
"2024-04-21_-_The_Caverns_-_Pelham,_TN",2,The encore was songs 19 through 22.
"2024-04-21_-_The_Caverns_-_Pelham,_TN",3,The opener was Katy Kirby.
"2024-01-27_-_The_Liberty_-_Roswell,_NM",1,This was a John Darnielle and Matt Douglas duo show.
"2024-01-27_-_The_Liberty_-_Roswell,_NM",2,The encore was songs 16 through 19.
"2024-01-30_-_24_Oxford_-_Las_Vegas,_NV",1,This was a John Darnielle and Matt Douglas duo show.
"2024-01-30_-_24_Oxford_-_Las_Vegas,_NV",2,Craig Finn sang on song 10.
"2024-01-30_-_24_Oxford_-_Las_Vegas,_NV",3,The encore was songs 16 through 19.
"2024-01-30_-_24_Oxford_-_Las_Vegas,_NV",4,The openers were Bully (solo) and Craig Finn (solo)
"2024-03-20_-_Celebration_of_Sinéad_O'Connor_&_Shane_MacGowan_-_Carnegie_Hall_-_New_York,_NY",1,Song 1 was performed by John Darnielle and Craig Finn.
"2024-03-20_-_Celebration_of_Sinéad_O'Connor_&_Shane_MacGowan_-_Carnegie_Hall_-_New_York,_NY",2,"The encore was song 2, performed collectively."
"2024-03-19_-_Celebration_of_Sinéad_O'Connor_&_Shane_MacGowan_Rehearsal_-_City_Winery_-_New_York,_NY",1,Song 1 was performed by John Darnielle and Craig Finn.
"2024-03-19_-_Celebration_of_Sinéad_O'Connor_&_Shane_MacGowan_Rehearsal_-_City_Winery_-_New_York,_NY",2,"This show was a rehearsal for 2024-03-20 - Celebration of Sinéad O'Connor & Shane MacGowan - Carnegie Hall - New York, NY the following night."
"2024-04-06_-_The_Eastern_-_Atlanta,_GA",1,Songs 8-10 were performed by John Darnielle solo.
"2024-04-06_-_The_Eastern_-_Atlanta,_GA",2,The encore was songs 19 through 22.
"2024-04-06_-_The_Eastern_-_Atlanta,_GA",3,The opener was Katy Kirby.
"2024-04-06_-_The_Eastern_-_Atlanta,_GA",4,"Per setlist.fm , a snippet of an unknown song was played after song 22."
"2024-04-10_-_Turner_Hall_Ballroom_-_Milwaukee,_WI",1,Songs 8-10 were performed by John Darnielle solo.
"2024-04-10_-_Turner_Hall_Ballroom_-_Milwaukee,_WI",2,The encore was songs 19 through 22.
"2024-04-10_-_Turner_Hall_Ballroom_-_Milwaukee,_WI",3,The opener was Katy Kirby.
"2024-05-22_-_Roundhouse_-_London,_England",1,Song 6 was performed with Kathy Valentine.
"2024-05-22_-_Roundhouse_-_London,_England",2,Songs 8 and 9 were performed by John Darnielle solo.
"2024-05-22_-_Roundhouse_-_London,_England",3,Song 10 was performed by John Darnielle and Peter Hughes .
"2024-05-22_-_Roundhouse_-_London,_England",4,The encore was songs 17 through 20.
"2024-05-25_-_Albert_Hall_-_Manchester,_England",1,Songs 8-11 were played by John Darnielle.
"2024-05-25_-_Albert_Hall_-_Manchester,_England",2,The encore was songs 18-21.
"2024-04-09_-_Kalamazoo_State_Theatre_-_Kalamazoo,_MI",1,Songs 8-10 were performed by John Darnielle solo.
"2024-04-09_-_Kalamazoo_State_Theatre_-_Kalamazoo,_MI",2,The encore was songs 19 through 22.
"2024-04-15_-_Washington's_-_Fort_Collins,_CO",1,Songs 8-11 were performed by John Darnielle solo.
"2024-04-15_-_Washington's_-_Fort_Collins,_CO",2,The encore was songs 20 through 24.
"2024-04-15_-_Washington's_-_Fort_Collins,_CO",3,The opener was Katy Kirby.
"2024-04-16_-_Gothic_Theatre_-_Denver,_CO",1,Songs 8-10 were performed by John Darnielle solo.
"2024-04-16_-_Gothic_Theatre_-_Denver,_CO",2,Song 17 was performed acoustic while the crew fixed technical issues with John Darnielle's guitar.
"2024-04-16_-_Gothic_Theatre_-_Denver,_CO",3,The encore was songs 20 through 23.
"2024-04-16_-_Gothic_Theatre_-_Denver,_CO",4,The opener was Katy Kirby.
"2024-04-20_-_Delmar_Hall_-_Saint_Louis,_MO",1,Songs 8-10 were performed by John Darnielle solo.
"2024-04-20_-_Delmar_Hall_-_Saint_Louis,_MO",2,The encore was songs 19 through 23.
"2024-04-20_-_Delmar_Hall_-_Saint_Louis,_MO",3,The opener was Katy Kirby.
"2024-04-17_-_Gothic_Theatre_-_Denver,_CO",1,Songs 8-10 were performed by John Darnielle solo.
"2024-04-17_-_Gothic_Theatre_-_Denver,_CO",2,The encore was songs 19 through 23.
"2024-04-17_-_Gothic_Theatre_-_Denver,_CO",3,The opener was Katy Kirby.
"2024-05-21_-_Bristol_Beacon_-_Bristol,_England",1,Songs 8-10 were performed by John Darnielle solo. Peter Hughes joined in for harmonies on song 8.
"2024-05-21_-_Bristol_Beacon_-_Bristol,_England",2,The encore was songs 17 through 23.
"2024-05-24_-_Barrowland,_Glasgow,_Scotland",1,Songs 8-11 were performed by John Darnielle solo.
"2024-05-24_-_Barrowland,_Glasgow,_Scotland",2,The encore was songs 18 through 21.
"2024-07-27_-_Bearsville_Theater_-_Woodstock,_NY",1,Song 8 was performed by John Darnielle and Peter Hughes as a duo.
"2024-07-27_-_Bearsville_Theater_-_Woodstock,_NY",2,Songs 9 and 10 were performed by John Darnielle solo.
"2024-07-27_-_Bearsville_Theater_-_Woodstock,_NY",3,The encore was songs 17 through 20.
"2024-07-27_-_Bearsville_Theater_-_Woodstock,_NY",4,The opener was Field Medic.
"2024-05-26_-_Vicar_Street_-_Dublin,_Ireland",1,Songs 8-11 were performed by John Darnielle solo.
"2024-05-26_-_Vicar_Street_-_Dublin,_Ireland",2,The encore was songs 19 through 21.
"2024-07-25_-_The_Vogue_-_Indianapolis,_IN",1,Song 8 was performed by John Darnielle and Peter Hughes.
"2024-07-25_-_The_Vogue_-_Indianapolis,_IN",2,Songs 9-10 were performed by John Darnielle solo.
"2024-07-25_-_The_Vogue_-_Indianapolis,_IN",3,Song 11 was performed by John Darnielle and Matt Douglas.
"2024-07-25_-_The_Vogue_-_Indianapolis,_IN",4,The encore was songs 18 through 20.
"2024-07-25_-_The_Vogue_-_Indianapolis,_IN",5,The opener was Field Medic.
"2024-07-26_-_Agora_Theatre_-_Cleveland,_OH",1,Song 8 was performed by John Darnielle and Peter Hughes.
"2024-07-26_-_Agora_Theatre_-_Cleveland,_OH",2,Songs 9-11 were performed by John Darnielle solo.
"2024-07-26_-_Agora_Theatre_-_Cleveland,_OH",3,The encore was songs 18 through 21.
"2024-07-26_-_Agora_Theatre_-_Cleveland,_OH",4,The opener was Field Medic.
"2024-07-31_-_The_Rooftop_at_Pier_17_-_New_York,_NY",1,Isa Burke played with the band.
"2024-07-31_-_The_Rooftop_at_Pier_17_-_New_York,_NY",2,Song 7 was performed by John Darnielle and Peter Hughes.
"2024-07-31_-_The_Rooftop_at_Pier_17_-_New_York,_NY",3,Songs 8-9 were performed by John Darnielle solo.
"2024-07-31_-_The_Rooftop_at_Pier_17_-_New_York,_NY",4,The encore was songs 16 through 20.
"2024-07-31_-_The_Rooftop_at_Pier_17_-_New_York,_NY",5,"Per a reply by John on Bluesky after the show, ""The Legend of Chavo Guerrero"" was played as the opener and final closer ""on the spur of the moment but absolutely on purpose""."
"2024-07-31_-_The_Rooftop_at_Pier_17_-_New_York,_NY",6,The opener was Field Medic.
"2024-08-01_-_Citizens_House_of_Blues_-_Boston,_MA",1,Isa Burke played with the band.
"2024-08-01_-_Citizens_House_of_Blues_-_Boston,_MA",2,Song 7 was performed by John Darnielle and Peter Hughes.
"2024-08-01_-_Citizens_House_of_Blues_-_Boston,_MA",3,Songs 8-10 were performed by John Darnielle solo.
"2024-08-01_-_Citizens_House_of_Blues_-_Boston,_MA",4,The encore was songs 17 through 21.
"2024-08-01_-_Citizens_House_of_Blues_-_Boston,_MA",5,"Kyle Leonard on saxophone joined the band for ""Foreign Object""."
"2024-08-01_-_Citizens_House_of_Blues_-_Boston,_MA",6,The opener was Field Medic.
"2024-08-02_-_Phantom_Power_-_Millersville,_PA",1,Isa Burke played with the band.
"2024-08-02_-_Phantom_Power_-_Millersville,_PA",2,Song 7 was performed by John Darnielle and Peter Hughes.
"2024-08-02_-_Phantom_Power_-_Millersville,_PA",3,Songs 8-10 were performed by John Darnielle solo.
"2024-08-02_-_Phantom_Power_-_Millersville,_PA",4,The encore was songs 17 through 20.
"2024-08-02_-_Phantom_Power_-_Millersville,_PA",5,The opener was Field Medic.
"2024-08-03_-_Union_Transfer_-_Philadelphia,_PA",1,Isa Burke played with the band.
"2024-08-03_-_Union_Transfer_-_Philadelphia,_PA",2,Song 7 was performed by John Darnielle and Peter Hughes.
"2024-08-03_-_Union_Transfer_-_Philadelphia,_PA",3,Songs 8-9 were performed by John Darnielle solo.
"2024-08-03_-_Union_Transfer_-_Philadelphia,_PA",4,The encore was songs 17 through 20.
"2024-08-03_-_Union_Transfer_-_Philadelphia,_PA",5,The opener was Field Medic.
"2024-08-04_-_Filene_Center_at_Wolf_Trap_-_Vienna,_VA",1,This show was a co-headliner with The New Pornographers.
"2024-08-04_-_Filene_Center_at_Wolf_Trap_-_Vienna,_VA",2,Isa Burke played with the band.
"2024-08-04_-_Filene_Center_at_Wolf_Trap_-_Vienna,_VA",3,Song 7 was performed by John Darnielle and Peter Hughes.
"2024-08-04_-_Filene_Center_at_Wolf_Trap_-_Vienna,_VA",4,Songs 8-9 were performed by John Darnielle solo.
"2024-08-04_-_Filene_Center_at_Wolf_Trap_-_Vienna,_VA",5,The encore was songs 16 through 18.
"2024-08-04_-_Filene_Center_at_Wolf_Trap_-_Vienna,_VA",6,"This show was Peter Hughes' final show with the band - he left the tour early after getting sick with COVID-19, and following this tour's conclusion, his departure from the band was announced online."
"2024-08-06_-_The_Jefferson_Theater_-_Charlottesville,_VA",1,Isa Burke played with the band.
"2024-08-06_-_The_Jefferson_Theater_-_Charlottesville,_VA",2,Songs 6-8 were performed by John Darnielle and Matt Douglas.
"2024-08-06_-_The_Jefferson_Theater_-_Charlottesville,_VA",3,Songs 9-10 were performed by John Darnielle solo.
"2024-08-06_-_The_Jefferson_Theater_-_Charlottesville,_VA",4,The encore was songs 16 through 19.
"2024-08-06_-_The_Jefferson_Theater_-_Charlottesville,_VA",5,"Peter Hughes was absent from this show, having left tour early after getting sick with COVID-19."
"2024-08-09_-_The_Mill_&_Mine_-_Knoxville,_TN",1,Isa Burke played with the band.
"2024-08-09_-_The_Mill_&_Mine_-_Knoxville,_TN",2,Songs 6-9 were performed by John Darnielle and Matt Douglas.
"2024-08-09_-_The_Mill_&_Mine_-_Knoxville,_TN",3,Songs 10-11 were performed by John Darnielle solo.
"2024-08-09_-_The_Mill_&_Mine_-_Knoxville,_TN",4,The encore was songs 16 through 19.
"2024-08-09_-_The_Mill_&_Mine_-_Knoxville,_TN",5,"Peter Hughes was absent from this show, having left tour early after getting sick with COVID-19."
"2024-08-09_-_The_Mill_&_Mine_-_Knoxville,_TN",6,Crew member Ben played bass on Hast Thou Considered the Tetrapod and This Year.
"2024-08-09_-_The_Mill_&_Mine_-_Knoxville,_TN",7,The opener was Field Medic.
"2024-08-10_-_The_Senate_-_Columbia,_SC",1,The encore was songs 16 through 18.
"2024-08-10_-_The_Senate_-_Columbia,_SC",2,"Peter Hughes was absent from this show, having left tour early after getting sick with COVID-19. This show was only John Darnielle , Matt Douglas , and Jon Wurster ."
"2024-08-10_-_The_Senate_-_Columbia,_SC",3,Sound engineer Brandon Eggleston played bass on song 13.
"2024-08-10_-_The_Senate_-_Columbia,_SC",4,Crew member Ben played bass on songs 14 and 15.
"2024-08-10_-_The_Senate_-_Columbia,_SC",5,The opener was Field Medic.
"2024-07-24_-_Merge_35_-_Cat's_Cradle_-_Carrboro,_NC",1,This was a John Darnielle solo show.
"2024-07-24_-_Merge_35_-_Cat's_Cradle_-_Carrboro,_NC",2,"The show was part of the Merge Records 35th anniversary festival. The bill for this show also included Fucked Up, A Giant Dog, Redd Kross, and Mary Timony. Info"
"2024-07-29_-_District_Music_Hall_-_Norwalk,_CT",1,Isa Burke played with the band.
"2024-07-29_-_District_Music_Hall_-_Norwalk,_CT",2,Song 7 was performed by John Darnielle and Peter Hughes as a duo.
"2024-07-29_-_District_Music_Hall_-_Norwalk,_CT",3,Songs 8 through 10 were performed by John Darnielle solo.
"2024-07-29_-_District_Music_Hall_-_Norwalk,_CT",4,The encore was songs 17 through 19.
"2024-07-29_-_District_Music_Hall_-_Norwalk,_CT",5,The opener was Field Medic.
"2024-08-07_-_Elevation_27_-_Virginia_Beach,_VA",1,Isa Burke played with the band.
"2024-08-07_-_Elevation_27_-_Virginia_Beach,_VA",2,Songs 6-9 were performed by John Darnielle and Matt Douglas.
"2024-08-07_-_Elevation_27_-_Virginia_Beach,_VA",3,Songs 10-12 were performed by John Darnielle solo.
"2024-08-07_-_Elevation_27_-_Virginia_Beach,_VA",4,The encore was songs 17 through 19.
"2024-08-07_-_Elevation_27_-_Virginia_Beach,_VA",5,"Peter Hughes was absent from this show, having left tour early after getting sick with COVID-19."
"2024-08-07_-_Elevation_27_-_Virginia_Beach,_VA",6,The opener was Field Medic.
"2024-10-07_-_The_Birchmere_-_Alexandria,_VA",1,Songs 8 through 10 were played by John Darnielle .
"2024-10-07_-_The_Birchmere_-_Alexandria,_VA",2,The encore was songs 19-22.
"2024-10-07_-_The_Birchmere_-_Alexandria,_VA",3,Crew member Ben played bass on songs 17 and 18.
"2024-10-08_-_The_Birchmere_-_Alexandria,_VA",1,Songs 8 and 9 were played by John Darnielle .
"2024-10-08_-_The_Birchmere_-_Alexandria,_VA",2,The encore was songs 19-21.
