song_key,date,play_rate
Alpha Gelida,2011-01-01,0.02
Alpha Gelida,2011-04-01,0.0
Alpha Gelida,2011-07-01,0.0
Alpha Gelida,2011-10-01,0.0
Alpha Gelida,2012-01-01,0.0
Alpha Gelida,2012-04-01,0.0
Alpha Gelida,2012-07-01,0.043
Alpha Gelida,2012-10-01,0.043
Alpha Gelida,2013-01-01,0.036
Alpha Gelida,2013-04-01,0.045
Alpha Gelida,2013-07-01,0.057
Alpha Gelida,2013-10-01,0.061
Alpha Gelida,2014-01-01,0.057
Alpha Gelida,2014-04-01,0.065
Alpha Gelida,2014-07-01,0.027
Alpha Gelida,2014-10-01,0.029
Alpha Gelida,2015-01-01,0.042
Alpha Gelida,2015-04-01,0.028
Alpha Gelida,2015-07-01,0.012
Alpha Gelida,2015-10-01,0.012
Alpha Gelida,2016-01-01,0.011
Alpha Gelida,2016-04-01,0.01
Alpha Gelida,2016-07-01,0.0
Alpha Gelida,2016-10-01,0.0
Alpha Gelida,2017-01-01,0.0
Alpha Gelida,2017-04-01,0.0
Alpha Gelida,2017-07-01,0.0
Alpha Gelida,2017-10-01,0.0
Alpha Gelida,2018-01-01,0.0
Alpha Gelida,2018-04-01,0.0
Alpha Gelida,2018-07-01,0.0
Alpha Gelida,2018-10-01,0.0
Alpha Gelida,2019-01-01,0.0
Alpha Gelida,2019-04-01,0.0
Alpha Gelida,2019-07-01,0.0
Alpha Gelida,2019-10-01,0.0
Alpha Gelida,2020-01-01,0.0
Alpha Gelida,2020-04-01,0.01
Alpha Gelida,2020-07-01,0.011
Alpha Gelida,2020-10-01,0.013
Alpha Gelida,2021-01-01,0.013
Alpha Gelida,2021-04-01,0.013
Alpha Gelida,2021-07-01,0.017
Alpha Gelida,2021-10-01,0.033
Alpha Gelida,2022-01-01,0.033
Alpha Gelida,2022-04-01,0.018
Alpha Gelida,2022-07-01,0.013
Alpha Gelida,2022-10-01,0.009
Alpha Gelida,2023-01-01,0.018
Alpha Gelida,2023-04-01,0.033
Alpha Gelida,2023-07-01,0.037
Alpha Gelida,2023-10-01,0.033
Alpha Gelida,2024-01-01,0.032
Alpha Gelida,2024-04-01,0.028
Alpha Gelida,2024-07-01,0.028
Alpha Gelida,2024-10-01,0.048
Alpha Gelida,2025-01-01,0.044
Alpha Gelida,2025-04-01,0.033
Alpha Gelida,2025-07-01,0.028
Alpha Gelida,2025-10-01,0.026
Alpha Gelida,2026-01-01,0.033
Alpha Gelida,2026-04-01,0.039
Alpha Incipiens,1993-01-01,0.0
Alpha Incipiens,1993-04-01,0.0
Alpha Incipiens,1993-07-01,0.0
Alpha Incipiens,1993-10-01,0.0
Alpha Incipiens,1994-01-01,0.0
Alpha Incipiens,1994-04-01,0.0
Alpha Incipiens,1994-07-01,0.0
Alpha Incipiens,1994-10-01,0.0
Alpha Incipiens,1995-07-01,0.0
Alpha Incipiens,1995-10-01,0.0
Alpha Incipiens,1996-01-01,0.0
Alpha Incipiens,1996-04-01,0.0
Alpha Incipiens,1996-07-01,0.0
Alpha Incipiens,1996-10-01,0.0
Alpha Incipiens,1997-01-01,0.0
Alpha Incipiens,1997-04-01,0.0
Alpha Incipiens,1997-07-01,0.0
Alpha Incipiens,1997-10-01,0.0
Alpha Incipiens,1998-01-01,0.0
Alpha Incipiens,1998-04-01,0.0
Alpha Incipiens,1998-07-01,0.029
Alpha Incipiens,1998-10-01,0.032
Alpha Incipiens,1999-01-01,0.043
Alpha Incipiens,1999-04-01,0.115
Alpha Incipiens,1999-07-01,0.167
Alpha Incipiens,1999-10-01,0.211
Alpha Incipiens,2000-01-01,0.211
Alpha Incipiens,2000-04-01,0.2
Alpha Incipiens,2000-07-01,0.214
Alpha Incipiens,2000-10-01,0.286
Alpha Incipiens,2001-01-01,0.25
Alpha Incipiens,2001-04-01,0.167
Alpha Incipiens,2001-07-01,0.333
Alpha Incipiens,2001-10-01,0.267
Alpha Incipiens,2002-01-01,0.333
Alpha Incipiens,2002-04-01,0.316
Alpha Incipiens,2002-07-01,0.3
Alpha Incipiens,2002-10-01,0.25
Alpha Incipiens,2003-01-01,0.258
Alpha Incipiens,2003-04-01,0.225
Alpha Incipiens,2003-07-01,0.159
Alpha Incipiens,2003-10-01,0.174
Alpha Incipiens,2004-01-01,0.191
Alpha Incipiens,2004-04-01,0.145
Alpha Incipiens,2004-07-01,0.133
Alpha Incipiens,2004-10-01,0.145
Alpha Incipiens,2005-01-01,0.125
Alpha Incipiens,2005-04-01,0.14
Alpha Incipiens,2005-07-01,0.15
Alpha Incipiens,2005-10-01,0.127
Alpha Incipiens,2006-01-01,0.091
Alpha Incipiens,2006-04-01,0.113
Alpha Incipiens,2006-07-01,0.115
Alpha Incipiens,2006-10-01,0.079
Alpha Incipiens,2007-01-01,0.073
Alpha Incipiens,2007-04-01,0.052
Alpha Incipiens,2007-07-01,0.023
Alpha Incipiens,2007-10-01,0.022
Alpha Incipiens,2008-01-01,0.022
Alpha Incipiens,2008-04-01,0.036
Alpha Incipiens,2008-07-01,0.036
Alpha Incipiens,2008-10-01,0.042
Alpha Incipiens,2009-01-01,0.035
Alpha Incipiens,2009-04-01,0.045
Alpha Incipiens,2009-07-01,0.046
Alpha Incipiens,2009-10-01,0.05
Alpha Incipiens,2010-01-01,0.035
Alpha Incipiens,2010-04-01,0.02
Alpha Incipiens,2010-07-01,0.026
Alpha Incipiens,2010-10-01,0.025
Alpha Incipiens,2011-01-01,0.02
Alpha Incipiens,2011-04-01,0.011
Alpha Incipiens,2011-07-01,0.025
Alpha Incipiens,2011-10-01,0.031
Alpha Incipiens,2012-01-01,0.037
Alpha Incipiens,2012-04-01,0.042
Alpha Incipiens,2012-07-01,0.043
Alpha Incipiens,2012-10-01,0.051
Alpha Incipiens,2013-01-01,0.043
Alpha Incipiens,2013-04-01,0.045
Alpha Incipiens,2013-07-01,0.033
Alpha Incipiens,2013-10-01,0.026
Alpha Incipiens,2014-01-01,0.025
Alpha Incipiens,2014-04-01,0.028
Alpha Incipiens,2014-07-01,0.027
Alpha Incipiens,2014-10-01,0.019
Alpha Incipiens,2015-01-01,0.028
Alpha Incipiens,2015-04-01,0.028
Alpha Incipiens,2015-07-01,0.024
Alpha Incipiens,2015-10-01,0.024
Alpha Incipiens,2016-01-01,0.032
Alpha Incipiens,2016-04-01,0.02
Alpha Incipiens,2016-07-01,0.011
Alpha Incipiens,2016-10-01,0.009
Alpha Incipiens,2017-01-01,0.008
Alpha Incipiens,2017-04-01,0.009
Alpha Incipiens,2017-07-01,0.009
Alpha Incipiens,2017-10-01,0.015
Alpha Incipiens,2018-01-01,0.007
Alpha Incipiens,2018-04-01,0.008
Alpha Incipiens,2018-07-01,0.008
Alpha Incipiens,2018-10-01,0.008
Alpha Incipiens,2019-01-01,0.008
Alpha Incipiens,2019-04-01,0.008
Alpha Incipiens,2019-07-01,0.027
Alpha Incipiens,2019-10-01,0.017
Alpha Incipiens,2020-01-01,0.019
Alpha Incipiens,2020-04-01,0.029
Alpha Incipiens,2020-07-01,0.033
Alpha Incipiens,2020-10-01,0.039
Alpha Incipiens,2021-01-01,0.039
Alpha Incipiens,2021-04-01,0.038
Alpha Incipiens,2021-07-01,0.017
Alpha Incipiens,2021-10-01,0.083
Alpha Incipiens,2022-01-01,0.083
Alpha Incipiens,2022-04-01,0.07
Alpha Incipiens,2022-07-01,0.053
Alpha Incipiens,2022-10-01,0.057
Alpha Incipiens,2023-01-01,0.055
Alpha Incipiens,2023-04-01,0.05
Alpha Incipiens,2023-07-01,0.044
Alpha Incipiens,2023-10-01,0.017
Alpha Incipiens,2024-01-01,0.016
Alpha Incipiens,2024-04-01,0.014
Alpha Incipiens,2024-07-01,0.014
Alpha Incipiens,2024-10-01,0.008
Alpha Incipiens,2025-01-01,0.007
Alpha Incipiens,2025-04-01,0.008
Alpha Incipiens,2025-07-01,0.009
Alpha Incipiens,2025-10-01,0.009
Alpha Incipiens,2026-01-01,0.008
Alpha Incipiens,2026-04-01,0.01
Alpha Negative,1993-01-01,0.0
Alpha Negative,1993-04-01,0.0
Alpha Negative,1993-07-01,0.0
Alpha Negative,1993-10-01,0.0
Alpha Negative,1994-01-01,0.0
Alpha Negative,1994-04-01,0.0
Alpha Negative,1994-07-01,0.0
Alpha Negative,1994-10-01,0.125
Alpha Negative,1995-07-01,0.1
Alpha Negative,1995-10-01,0.091
Alpha Negative,1996-01-01,0.091
Alpha Negative,1996-04-01,0.05
Alpha Negative,1996-07-01,0.05
Alpha Negative,1996-10-01,0.0
Alpha Negative,1997-01-01,0.0
Alpha Negative,1997-04-01,0.0
Alpha Negative,1997-07-01,0.0
Alpha Negative,1997-10-01,0.0
Alpha Negative,1998-01-01,0.0
Alpha Negative,1998-04-01,0.0
Alpha Negative,1998-07-01,0.0
Alpha Negative,1998-10-01,0.0
Alpha Negative,1999-01-01,0.0
Alpha Negative,1999-04-01,0.038
Alpha Negative,1999-07-01,0.056
Alpha Negative,1999-10-01,0.053
Alpha Negative,2000-01-01,0.053
Alpha Negative,2000-04-01,0.05
Alpha Negative,2000-07-01,0.071
Alpha Negative,2000-10-01,0.071
Alpha Negative,2001-01-01,0.062
Alpha Negative,2001-04-01,0.0
Alpha Negative,2001-07-01,0.0
Alpha Negative,2001-10-01,0.0
Alpha Negative,2002-01-01,0.0
Alpha Negative,2002-04-01,0.0
Alpha Negative,2002-07-01,0.0
Alpha Negative,2002-10-01,0.0
Alpha Negative,2003-01-01,0.0
Alpha Negative,2003-04-01,0.0
Alpha Negative,2003-07-01,0.0
Alpha Negative,2003-10-01,0.0
Alpha Negative,2004-01-01,0.0
Alpha Negative,2004-04-01,0.0
Alpha Negative,2004-07-01,0.0
Alpha Negative,2004-10-01,0.0
Alpha Negative,2005-01-01,0.0
Alpha Negative,2005-04-01,0.0
Alpha Negative,2005-07-01,0.0
Alpha Negative,2005-10-01,0.0
Alpha Negative,2006-01-01,0.0
Alpha Negative,2006-04-01,0.0
Alpha Negative,2006-07-01,0.0
Alpha Negative,2006-10-01,0.0
Alpha Negative,2007-01-01,0.0
Alpha Negative,2007-04-01,0.0
Alpha Negative,2007-07-01,0.0
Alpha Negative,2007-10-01,0.0
Alpha Negative,2008-01-01,0.0
Alpha Negative,2008-04-01,0.0
Alpha Negative,2008-07-01,0.0
Alpha Negative,2008-10-01,0.0
Alpha Negative,2009-01-01,0.0
Alpha Negative,2009-04-01,0.009
Alpha Negative,2009-07-01,0.009
Alpha Negative,2009-10-01,0.01
Alpha Negative,2010-01-01,0.009
Alpha Negative,2010-04-01,0.01
Alpha Negative,2010-07-01,0.017
Alpha Negative,2010-10-01,0.017
Alpha Negative,2011-01-01,0.03
Alpha Negative,2011-04-01,0.021
Alpha Negative,2011-07-01,0.017
Alpha Negative,2011-10-01,0.015
Alpha Negative,2012-01-01,0.019
Alpha Negative,2012-04-01,0.017
Alpha Negative,2012-07-01,0.009
Alpha Negative,2012-10-01,0.009
Alpha Negative,2013-01-01,0.0
Alpha Negative,2013-04-01,0.0
Alpha Negative,2013-07-01,0.008
Alpha Negative,2013-10-01,0.009
Alpha Negative,2014-01-01,0.008
Alpha Negative,2014-04-01,0.009
Alpha Negative,2014-07-01,0.018
Alpha Negative,2014-10-01,0.019
Alpha Negative,2015-01-01,0.028
Alpha Negative,2015-04-01,0.028
Alpha Negative,2015-07-01,0.012
Alpha Negative,2015-10-01,0.012
Alpha Negative,2016-01-01,0.011
Alpha Negative,2016-04-01,0.02
Alpha Negative,2016-07-01,0.011
Alpha Negative,2016-10-01,0.009
Alpha Negative,2017-01-01,0.008
Alpha Negative,2017-04-01,0.009
Alpha Negative,2017-07-01,0.009
Alpha Negative,2017-10-01,0.008
Alpha Negative,2018-01-01,0.014
Alpha Negative,2018-04-01,0.008
Alpha Negative,2018-07-01,0.008
Alpha Negative,2018-10-01,0.008
Alpha Negative,2019-01-01,0.008
Alpha Negative,2019-04-01,0.008
Alpha Negative,2019-07-01,0.009
Alpha Negative,2019-10-01,0.009
Alpha Negative,2020-01-01,0.0
Alpha Negative,2020-04-01,0.0
Alpha Negative,2020-07-01,0.0
Alpha Negative,2020-10-01,0.0
Alpha Negative,2021-01-01,0.0
Alpha Negative,2021-04-01,0.0
Alpha Negative,2021-07-01,0.0
Alpha Negative,2021-10-01,0.0
Alpha Negative,2022-01-01,0.0
Alpha Negative,2022-04-01,0.0
Alpha Negative,2022-07-01,0.0
Alpha Negative,2022-10-01,0.0
Alpha Negative,2023-01-01,0.0
Alpha Negative,2023-04-01,0.008
Alpha Negative,2023-07-01,0.007
Alpha Negative,2023-10-01,0.008
Alpha Negative,2024-01-01,0.008
Alpha Negative,2024-04-01,0.007
Alpha Negative,2024-07-01,0.007
Alpha Negative,2024-10-01,0.008
Alpha Negative,2025-01-01,0.007
Alpha Negative,2025-04-01,0.0
Alpha Negative,2025-07-01,0.0
Alpha Negative,2025-10-01,0.0
Alpha Negative,2026-01-01,0.008
Alpha Negative,2026-04-01,0.01
Alpha Omega,1993-01-01,0.0
Alpha Omega,1993-04-01,0.0
Alpha Omega,1993-07-01,0.0
Alpha Omega,1993-10-01,0.0
Alpha Omega,1994-01-01,0.0
Alpha Omega,1994-04-01,0.0
Alpha Omega,1994-07-01,0.0
Alpha Omega,1994-10-01,0.0
Alpha Omega,1995-07-01,0.0
Alpha Omega,1995-10-01,0.0
Alpha Omega,1996-01-01,0.0
Alpha Omega,1996-04-01,0.1
Alpha Omega,1996-07-01,0.1
Alpha Omega,1996-10-01,0.136
Alpha Omega,1997-01-01,0.194
Alpha Omega,1997-04-01,0.188
Alpha Omega,1997-07-01,0.206
Alpha Omega,1997-10-01,0.235
Alpha Omega,1998-01-01,0.222
Alpha Omega,1998-04-01,0.207
Alpha Omega,1998-07-01,0.171
Alpha Omega,1998-10-01,0.161
Alpha Omega,1999-01-01,0.087
Alpha Omega,1999-04-01,0.077
Alpha Omega,1999-07-01,0.056
Alpha Omega,1999-10-01,0.0
Alpha Omega,2000-01-01,0.0
Alpha Omega,2000-04-01,0.0
Alpha Omega,2000-07-01,0.0
Alpha Omega,2000-10-01,0.0
Alpha Omega,2001-01-01,0.062
Alpha Omega,2001-04-01,0.167
Alpha Omega,2001-07-01,0.133
Alpha Omega,2001-10-01,0.267
Alpha Omega,2002-01-01,0.267
Alpha Omega,2002-04-01,0.211
Alpha Omega,2002-07-01,0.2
Alpha Omega,2002-10-01,0.2
Alpha Omega,2003-01-01,0.194
Alpha Omega,2003-04-01,0.15
Alpha Omega,2003-07-01,0.159
Alpha Omega,2003-10-01,0.13
Alpha Omega,2004-01-01,0.128
Alpha Omega,2004-04-01,0.127
Alpha Omega,2004-07-01,0.133
Alpha Omega,2004-10-01,0.129
Alpha Omega,2005-01-01,0.125
Alpha Omega,2005-04-01,0.12
Alpha Omega,2005-07-01,0.083
Alpha Omega,2005-10-01,0.063
Alpha Omega,2006-01-01,0.052
Alpha Omega,2006-04-01,0.048
Alpha Omega,2006-07-01,0.033
Alpha Omega,2006-10-01,0.053
Alpha Omega,2007-01-01,0.024
Alpha Omega,2007-04-01,0.021
Alpha Omega,2007-07-01,0.023
Alpha Omega,2007-10-01,0.022
Alpha Omega,2008-01-01,0.022
Alpha Omega,2008-04-01,0.018
Alpha Omega,2008-07-01,0.027
Alpha Omega,2008-10-01,0.01
Alpha Omega,2009-01-01,0.018
Alpha Omega,2009-04-01,0.036
Alpha Omega,2009-07-01,0.046
Alpha Omega,2009-10-01,0.05
Alpha Omega,2010-01-01,0.062
Alpha Omega,2010-04-01,0.071
Alpha Omega,2010-07-01,0.06
Alpha Omega,2010-10-01,0.067
Alpha Omega,2011-01-01,0.071
Alpha Omega,2011-04-01,0.053
Alpha Omega,2011-07-01,0.041
Alpha Omega,2011-10-01,0.038
Alpha Omega,2012-01-01,0.028
Alpha Omega,2012-04-01,0.025
Alpha Omega,2012-07-01,0.026
Alpha Omega,2012-10-01,0.017
Alpha Omega,2013-01-01,0.014
Alpha Omega,2013-04-01,0.015
Alpha Omega,2013-07-01,0.025
Alpha Omega,2013-10-01,0.026
Alpha Omega,2014-01-01,0.033
Alpha Omega,2014-04-01,0.037
Alpha Omega,2014-07-01,0.027
Alpha Omega,2014-10-01,0.029
Alpha Omega,2015-01-01,0.042
Alpha Omega,2015-04-01,0.042
Alpha Omega,2015-07-01,0.024
Alpha Omega,2015-10-01,0.024
Alpha Omega,2016-01-01,0.011
Alpha Omega,2016-04-01,0.01
Alpha Omega,2016-07-01,0.011
Alpha Omega,2016-10-01,0.009
Alpha Omega,2017-01-01,0.008
Alpha Omega,2017-04-01,0.009
Alpha Omega,2017-07-01,0.0
Alpha Omega,2017-10-01,0.0
Alpha Omega,2018-01-01,0.007
Alpha Omega,2018-04-01,0.008
Alpha Omega,2018-07-01,0.015
Alpha Omega,2018-10-01,0.023
Alpha Omega,2019-01-01,0.025
Alpha Omega,2019-04-01,0.025
Alpha Omega,2019-07-01,0.036
Alpha Omega,2019-10-01,0.043
Alpha Omega,2020-01-01,0.039
Alpha Omega,2020-04-01,0.048
Alpha Omega,2020-07-01,0.043
Alpha Omega,2020-10-01,0.039
Alpha Omega,2021-01-01,0.039
Alpha Omega,2021-04-01,0.038
Alpha Omega,2021-07-01,0.033
Alpha Omega,2021-10-01,0.017
Alpha Omega,2022-01-01,0.017
Alpha Omega,2022-04-01,0.0
Alpha Omega,2022-07-01,0.013
Alpha Omega,2022-10-01,0.019
Alpha Omega,2023-01-01,0.018
Alpha Omega,2023-04-01,0.017
Alpha Omega,2023-07-01,0.015
Alpha Omega,2023-10-01,0.017
Alpha Omega,2024-01-01,0.032
Alpha Omega,2024-04-01,0.028
Alpha Omega,2024-07-01,0.042
Alpha Omega,2024-10-01,0.04
Alpha Omega,2025-01-01,0.044
Alpha Omega,2025-04-01,0.049
Alpha Omega,2025-07-01,0.057
Alpha Omega,2025-10-01,0.06
Alpha Omega,2026-01-01,0.042
Alpha Omega,2026-04-01,0.049
Alpha Rats Nest,1993-01-01,0.0
Alpha Rats Nest,1993-04-01,0.0
Alpha Rats Nest,1993-07-01,0.0
Alpha Rats Nest,1993-10-01,0.0
Alpha Rats Nest,1994-01-01,0.0
Alpha Rats Nest,1994-04-01,0.0
Alpha Rats Nest,1994-07-01,0.0
Alpha Rats Nest,1994-10-01,0.0
Alpha Rats Nest,1995-07-01,0.0
Alpha Rats Nest,1995-10-01,0.0
Alpha Rats Nest,1996-01-01,0.0
Alpha Rats Nest,1996-04-01,0.0
Alpha Rats Nest,1996-07-01,0.0
Alpha Rats Nest,1996-10-01,0.0
Alpha Rats Nest,1997-01-01,0.0
Alpha Rats Nest,1997-04-01,0.0
Alpha Rats Nest,1997-07-01,0.0
Alpha Rats Nest,1997-10-01,0.0
Alpha Rats Nest,1998-01-01,0.0
Alpha Rats Nest,1998-04-01,0.0
Alpha Rats Nest,1998-07-01,0.0
Alpha Rats Nest,1998-10-01,0.0
Alpha Rats Nest,1999-01-01,0.0
Alpha Rats Nest,1999-04-01,0.0
Alpha Rats Nest,1999-07-01,0.0
Alpha Rats Nest,1999-10-01,0.0
Alpha Rats Nest,2000-01-01,0.0
Alpha Rats Nest,2000-04-01,0.0
Alpha Rats Nest,2000-07-01,0.0
Alpha Rats Nest,2000-10-01,0.0
Alpha Rats Nest,2001-01-01,0.0
Alpha Rats Nest,2001-04-01,0.0
Alpha Rats Nest,2001-07-01,0.0
Alpha Rats Nest,2001-10-01,0.0
Alpha Rats Nest,2002-01-01,0.0
Alpha Rats Nest,2002-04-01,0.0
Alpha Rats Nest,2002-07-01,0.0
Alpha Rats Nest,2002-10-01,0.0
Alpha Rats Nest,2003-01-01,0.0
Alpha Rats Nest,2003-04-01,0.025
Alpha Rats Nest,2003-07-01,0.023
Alpha Rats Nest,2003-10-01,0.022
Alpha Rats Nest,2004-01-01,0.021
Alpha Rats Nest,2004-04-01,0.018
Alpha Rats Nest,2004-07-01,0.017
Alpha Rats Nest,2004-10-01,0.016
Alpha Rats Nest,2005-01-01,0.036
Alpha Rats Nest,2005-04-01,0.04
Alpha Rats Nest,2005-07-01,0.033
Alpha Rats Nest,2005-10-01,0.032
Alpha Rats Nest,2006-01-01,0.026
Alpha Rats Nest,2006-04-01,0.032
Alpha Rats Nest,2006-07-01,0.033
Alpha Rats Nest,2006-10-01,0.026
Alpha Rats Nest,2007-01-01,0.012
Alpha Rats Nest,2007-04-01,0.0
Alpha Rats Nest,2007-07-01,0.011
Alpha Rats Nest,2007-10-01,0.011
Alpha Rats Nest,2008-01-01,0.011
Alpha Rats Nest,2008-04-01,0.009
Alpha Rats Nest,2008-07-01,0.009
Alpha Rats Nest,2008-10-01,0.01
Alpha Rats Nest,2009-01-01,0.009
Alpha Rats Nest,2009-04-01,0.009
Alpha Rats Nest,2009-07-01,0.0
Alpha Rats Nest,2009-10-01,0.0
Alpha Rats Nest,2010-01-01,0.0
Alpha Rats Nest,2010-04-01,0.0
Alpha Rats Nest,2010-07-01,0.0
Alpha Rats Nest,2010-10-01,0.0
Alpha Rats Nest,2011-01-01,0.0
Alpha Rats Nest,2011-04-01,0.011
Alpha Rats Nest,2011-07-01,0.008
Alpha Rats Nest,2011-10-01,0.008
Alpha Rats Nest,2012-01-01,0.019
Alpha Rats Nest,2012-04-01,0.017
Alpha Rats Nest,2012-07-01,0.035
Alpha Rats Nest,2012-10-01,0.034
Alpha Rats Nest,2013-01-01,0.043
Alpha Rats Nest,2013-04-01,0.038
Alpha Rats Nest,2013-07-01,0.164
Alpha Rats Nest,2013-10-01,0.183
Alpha Rats Nest,2014-01-01,0.189
Alpha Rats Nest,2014-04-01,0.215
Alpha Rats Nest,2014-07-01,0.277
Alpha Rats Nest,2014-10-01,0.295
Alpha Rats Nest,2015-01-01,0.408
Alpha Rats Nest,2015-04-01,0.408
Alpha Rats Nest,2015-07-01,0.179
Alpha Rats Nest,2015-10-01,0.212
Alpha Rats Nest,2016-01-01,0.172
Alpha Rats Nest,2016-04-01,0.204
Alpha Rats Nest,2016-07-01,0.13
Alpha Rats Nest,2016-10-01,0.112
Alpha Rats Nest,2017-01-01,0.109
Alpha Rats Nest,2017-04-01,0.113
Alpha Rats Nest,2017-07-01,0.124
Alpha Rats Nest,2017-10-01,0.076
Alpha Rats Nest,2018-01-01,0.064
Alpha Rats Nest,2018-04-01,0.038
Alpha Rats Nest,2018-07-01,0.023
Alpha Rats Nest,2018-10-01,0.023
Alpha Rats Nest,2019-01-01,0.016
Alpha Rats Nest,2019-04-01,0.017
Alpha Rats Nest,2019-07-01,0.0
Alpha Rats Nest,2019-10-01,0.0
Alpha Rats Nest,2020-01-01,0.01
Alpha Rats Nest,2020-04-01,0.01
Alpha Rats Nest,2020-07-01,0.011
Alpha Rats Nest,2020-10-01,0.013
Alpha Rats Nest,2021-01-01,0.013
Alpha Rats Nest,2021-04-01,0.013
Alpha Rats Nest,2021-07-01,0.017
Alpha Rats Nest,2021-10-01,0.033
Alpha Rats Nest,2022-01-01,0.017
Alpha Rats Nest,2022-04-01,0.018
Alpha Rats Nest,2022-07-01,0.013
Alpha Rats Nest,2022-10-01,0.009
Alpha Rats Nest,2023-01-01,0.009
Alpha Rats Nest,2023-04-01,0.025
Alpha Rats Nest,2023-07-01,0.022
Alpha Rats Nest,2023-10-01,0.017
Alpha Rats Nest,2024-01-01,0.016
Alpha Rats Nest,2024-04-01,0.021
Alpha Rats Nest,2024-07-01,0.035
Alpha Rats Nest,2024-10-01,0.048
Alpha Rats Nest,2025-01-01,0.044
Alpha Rats Nest,2025-04-01,0.033
Alpha Rats Nest,2025-07-01,0.038
Alpha Rats Nest,2025-10-01,0.034
Alpha Rats Nest,2026-01-01,0.033
Alpha Rats Nest,2026-04-01,0.029
Alpha Sun Hat,1993-01-01,0.0
Alpha Sun Hat,1993-04-01,0.0
Alpha Sun Hat,1993-07-01,0.0
Alpha Sun Hat,1993-10-01,0.0
Alpha Sun Hat,1994-01-01,0.0
Alpha Sun Hat,1994-04-01,0.0
Alpha Sun Hat,1994-07-01,0.0
Alpha Sun Hat,1994-10-01,0.125
Alpha Sun Hat,1995-07-01,0.1
Alpha Sun Hat,1995-10-01,0.091
Alpha Sun Hat,1996-01-01,0.091
Alpha Sun Hat,1996-04-01,0.05
Alpha Sun Hat,1996-07-01,0.05
Alpha Sun Hat,1996-10-01,0.0
Alpha Sun Hat,1997-01-01,0.0
Alpha Sun Hat,1997-04-01,0.031
Alpha Sun Hat,1997-07-01,0.029
Alpha Sun Hat,1997-10-01,0.029
Alpha Sun Hat,1998-01-01,0.028
Alpha Sun Hat,1998-04-01,0.069
Alpha Sun Hat,1998-07-01,0.057
Alpha Sun Hat,1998-10-01,0.065
Alpha Sun Hat,1999-01-01,0.087
Alpha Sun Hat,1999-04-01,0.038
Alpha Sun Hat,1999-07-01,0.056
Alpha Sun Hat,1999-10-01,0.053
Alpha Sun Hat,2000-01-01,0.053
Alpha Sun Hat,2000-04-01,0.0
Alpha Sun Hat,2000-07-01,0.0
Alpha Sun Hat,2000-10-01,0.0
Alpha Sun Hat,2001-01-01,0.0
Alpha Sun Hat,2001-04-01,0.0
Alpha Sun Hat,2001-07-01,0.0
Alpha Sun Hat,2001-10-01,0.0
Alpha Sun Hat,2002-01-01,0.0
Alpha Sun Hat,2002-04-01,0.0
Alpha Sun Hat,2002-07-01,0.0
Alpha Sun Hat,2002-10-01,0.0
Alpha Sun Hat,2003-01-01,0.0
Alpha Sun Hat,2003-04-01,0.0
Alpha Sun Hat,2003-07-01,0.0
Alpha Sun Hat,2003-10-01,0.0
Alpha Sun Hat,2004-01-01,0.0
Alpha Sun Hat,2004-04-01,0.0
Alpha Sun Hat,2004-07-01,0.0
Alpha Sun Hat,2004-10-01,0.0
Alpha Sun Hat,2005-01-01,0.0
Alpha Sun Hat,2005-04-01,0.02
Alpha Sun Hat,2005-07-01,0.017
Alpha Sun Hat,2005-10-01,0.016
Alpha Sun Hat,2006-01-01,0.013
Alpha Sun Hat,2006-04-01,0.016
Alpha Sun Hat,2006-07-01,0.016
Alpha Sun Hat,2006-10-01,0.013
Alpha Sun Hat,2007-01-01,0.024
Alpha Sun Hat,2007-04-01,0.01
Alpha Sun Hat,2007-07-01,0.011
Alpha Sun Hat,2007-10-01,0.011
Alpha Sun Hat,2008-01-01,0.011
Alpha Sun Hat,2008-04-01,0.009
Alpha Sun Hat,2008-07-01,0.009
Alpha Sun Hat,2008-10-01,0.01
Alpha Sun Hat,2009-01-01,0.0
Alpha Sun Hat,2009-04-01,0.009
Alpha Sun Hat,2009-07-01,0.009
Alpha Sun Hat,2009-10-01,0.01
Alpha Sun Hat,2010-01-01,0.009
Alpha Sun Hat,2010-04-01,0.01
Alpha Sun Hat,2010-07-01,0.009
Alpha Sun Hat,2010-10-01,0.008
Alpha Sun Hat,2011-01-01,0.01
Alpha Sun Hat,2011-04-01,0.0
Alpha Sun Hat,2011-07-01,0.0
Alpha Sun Hat,2011-10-01,0.0
Alpha Sun Hat,2012-01-01,0.0
Alpha Sun Hat,2012-04-01,0.008
Alpha Sun Hat,2012-07-01,0.009
Alpha Sun Hat,2012-10-01,0.009
Alpha Sun Hat,2013-01-01,0.007
Alpha Sun Hat,2013-04-01,0.008
Alpha Sun Hat,2013-07-01,0.008
Alpha Sun Hat,2013-10-01,0.009
Alpha Sun Hat,2014-01-01,0.008
Alpha Sun Hat,2014-04-01,0.0
Alpha Sun Hat,2014-07-01,0.0
Alpha Sun Hat,2014-10-01,0.0
Alpha Sun Hat,2015-01-01,0.0
Alpha Sun Hat,2015-04-01,0.0
Alpha Sun Hat,2015-07-01,0.0
Alpha Sun Hat,2015-10-01,0.0
Alpha Sun Hat,2016-01-01,0.0
Alpha Sun Hat,2016-04-01,0.0
Alpha Sun Hat,2016-07-01,0.0
