song_key,date,play_rate
Mosquito Repellent,2014-01-01,0.0
Mosquito Repellent,2014-04-01,0.0
Mosquito Repellent,2014-07-01,0.0
Mosquito Repellent,2014-10-01,0.0
Mosquito Repellent,2015-01-01,0.0
Mosquito Repellent,2015-04-01,0.0
Mosquito Repellent,2015-07-01,0.0
Mosquito Repellent,2015-10-01,0.0
Mosquito Repellent,2016-01-01,0.0
Mosquito Repellent,2016-04-01,0.0
Mosquito Repellent,2016-07-01,0.0
Mosquito Repellent,2016-10-01,0.0
Mosquito Repellent,2017-01-01,0.0
Mosquito Repellent,2017-04-01,0.0
Mosquito Repellent,2017-07-01,0.0
Mosquito Repellent,2017-10-01,0.0
Mosquito Repellent,2018-01-01,0.0
Mosquito Repellent,2018-04-01,0.0
Mosquito Repellent,2018-07-01,0.0
Mosquito Repellent,2018-10-01,0.0
Mosquito Repellent,2019-01-01,0.0
Mosquito Repellent,2019-04-01,0.0
Mosquito Repellent,2019-07-01,0.0
Mosquito Repellent,2019-10-01,0.0
Mosquito Repellent,2020-01-01,0.0
Mosquito Repellent,2020-04-01,0.0
Mosquito Repellent,2020-07-01,0.0
Mosquito Repellent,2020-10-01,0.0
Mosquito Repellent,2021-01-01,0.0
Mosquito Repellent,2021-04-01,0.0
Mosquito Repellent,2021-07-01,0.0
Mosquito Repellent,2021-10-01,0.0
Mosquito Repellent,2022-01-01,0.0
Mosquito Repellent,2022-04-01,0.0
Mosquito Repellent,2022-07-01,0.0
Mosquito Repellent,2022-10-01,0.0
Mosquito Repellent,2023-01-01,0.0
Mosquito Repellent,2023-04-01,0.0
Mosquito Repellent,2023-07-01,0.0
Mosquito Repellent,2023-10-01,0.0
Mosquito Repellent,2024-01-01,0.0
Mosquito Repellent,2024-04-01,0.0
Mosquito Repellent,2024-07-01,0.0
Mosquito Repellent,2024-10-01,0.0
Mosquito Repellent,2025-01-01,0.0
Mosquito Repellent,2025-04-01,0.0
Mosquito Repellent,2025-07-01,0.0
Mosquito Repellent,2025-10-01,0.0
Mosquito Repellent,2026-01-01,0.0
Mosquito Repellent,2026-04-01,0.0
Murder at the 18th St. Garage,1993-01-01,0.0
Murder at the 18th St. Garage,1993-04-01,0.0
Murder at the 18th St. Garage,1993-07-01,0.0
Murder at the 18th St. Garage,1993-10-01,0.0
Murder at the 18th St. Garage,1994-01-01,0.0
Murder at the 18th St. Garage,1994-04-01,0.0
Murder at the 18th St. Garage,1994-07-01,0.0
Murder at the 18th St. Garage,1994-10-01,0.0
Murder at the 18th St. Garage,1995-07-01,0.0
Murder at the 18th St. Garage,1995-10-01,0.0
Murder at the 18th St. Garage,1996-01-01,0.0
Murder at the 18th St. Garage,1996-04-01,0.0
Murder at the 18th St. Garage,1996-07-01,0.0
Murder at the 18th St. Garage,1996-10-01,0.0
Murder at the 18th St. Garage,1997-01-01,0.0
Murder at the 18th St. Garage,1997-04-01,0.0
Murder at the 18th St. Garage,1997-07-01,0.0
Murder at the 18th St. Garage,1997-10-01,0.0
Murder at the 18th St. Garage,1998-01-01,0.0
Murder at the 18th St. Garage,1998-04-01,0.0
Murder at the 18th St. Garage,1998-07-01,0.0
Murder at the 18th St. Garage,1998-10-01,0.0
Murder at the 18th St. Garage,1999-01-01,0.0
Murder at the 18th St. Garage,1999-04-01,0.0
Murder at the 18th St. Garage,1999-07-01,0.0
Murder at the 18th St. Garage,1999-10-01,0.0
Murder at the 18th St. Garage,2000-01-01,0.0
Murder at the 18th St. Garage,2000-04-01,0.0
Murder at the 18th St. Garage,2000-07-01,0.0
Murder at the 18th St. Garage,2000-10-01,0.0
Murder at the 18th St. Garage,2001-01-01,0.0
Murder at the 18th St. Garage,2001-04-01,0.0
Murder at the 18th St. Garage,2001-07-01,0.0
Murder at the 18th St. Garage,2001-10-01,0.0
Murder at the 18th St. Garage,2002-01-01,0.0
Murder at the 18th St. Garage,2002-04-01,0.0
Murder at the 18th St. Garage,2002-07-01,0.0
Murder at the 18th St. Garage,2002-10-01,0.0
Murder at the 18th St. Garage,2003-01-01,0.0
Murder at the 18th St. Garage,2003-04-01,0.0
Murder at the 18th St. Garage,2003-07-01,0.0
Murder at the 18th St. Garage,2003-10-01,0.0
Murder at the 18th St. Garage,2004-01-01,0.0
Murder at the 18th St. Garage,2004-04-01,0.0
Murder at the 18th St. Garage,2004-07-01,0.0
Murder at the 18th St. Garage,2004-10-01,0.0
Murder at the 18th St. Garage,2005-01-01,0.0
Murder at the 18th St. Garage,2005-04-01,0.0
Murder at the 18th St. Garage,2005-07-01,0.0
Murder at the 18th St. Garage,2005-10-01,0.0
Murder at the 18th St. Garage,2006-01-01,0.0
Murder at the 18th St. Garage,2006-04-01,0.0
Murder at the 18th St. Garage,2006-07-01,0.0
Murder at the 18th St. Garage,2006-10-01,0.0
Murder at the 18th St. Garage,2007-01-01,0.0
Murder at the 18th St. Garage,2007-04-01,0.0
Murder at the 18th St. Garage,2007-07-01,0.0
Murder at the 18th St. Garage,2007-10-01,0.0
Murder at the 18th St. Garage,2008-01-01,0.0
Murder at the 18th St. Garage,2008-04-01,0.0
Murder at the 18th St. Garage,2008-07-01,0.0
Murder at the 18th St. Garage,2008-10-01,0.0
Murder at the 18th St. Garage,2009-01-01,0.0
Murder at the 18th St. Garage,2009-04-01,0.0
Murder at the 18th St. Garage,2009-07-01,0.0
Murder at the 18th St. Garage,2009-10-01,0.0
Murder at the 18th St. Garage,2010-01-01,0.0
Murder at the 18th St. Garage,2010-04-01,0.0
Murder at the 18th St. Garage,2010-07-01,0.0
Murder at the 18th St. Garage,2010-10-01,0.0
Murder at the 18th St. Garage,2011-01-01,0.0
Murder at the 18th St. Garage,2011-04-01,0.0
Murder at the 18th St. Garage,2011-07-01,0.0
Murder at the 18th St. Garage,2011-10-01,0.0
Murder at the 18th St. Garage,2012-01-01,0.0
Murder at the 18th St. Garage,2012-04-01,0.0
Murder at the 18th St. Garage,2012-07-01,0.0
Murder at the 18th St. Garage,2012-10-01,0.0
Murder at the 18th St. Garage,2013-01-01,0.0
Murder at the 18th St. Garage,2013-04-01,0.0
Murder at the 18th St. Garage,2013-07-01,0.0
Murder at the 18th St. Garage,2013-10-01,0.0
Murder at the 18th St. Garage,2014-01-01,0.0
Murder at the 18th St. Garage,2014-04-01,0.0
Murder at the 18th St. Garage,2014-07-01,0.0
Murder at the 18th St. Garage,2014-10-01,0.0
Murder at the 18th St. Garage,2015-01-01,0.0
Murder at the 18th St. Garage,2015-04-01,0.0
Murder at the 18th St. Garage,2015-07-01,0.0
Murder at the 18th St. Garage,2015-10-01,0.0
Murder at the 18th St. Garage,2016-01-01,0.0
Murder at the 18th St. Garage,2016-04-01,0.0
Murder at the 18th St. Garage,2016-07-01,0.0
Murder at the 18th St. Garage,2016-10-01,0.0
Murder at the 18th St. Garage,2017-01-01,0.0
Murder at the 18th St. Garage,2017-04-01,0.0
Murder at the 18th St. Garage,2017-07-01,0.0
Murder at the 18th St. Garage,2017-10-01,0.0
Murder at the 18th St. Garage,2018-01-01,0.0
Murder at the 18th St. Garage,2018-04-01,0.0
Murder at the 18th St. Garage,2018-07-01,0.0
Murder at the 18th St. Garage,2018-10-01,0.0
Murder at the 18th St. Garage,2019-01-01,0.0
Murder at the 18th St. Garage,2019-04-01,0.0
Murder at the 18th St. Garage,2019-07-01,0.0
Murder at the 18th St. Garage,2019-10-01,0.0
Murder at the 18th St. Garage,2020-01-01,0.0
Murder at the 18th St. Garage,2020-04-01,0.0
Murder at the 18th St. Garage,2020-07-01,0.0
Murder at the 18th St. Garage,2020-10-01,0.0
Murder at the 18th St. Garage,2021-01-01,0.0
Murder at the 18th St. Garage,2021-04-01,0.0
Murder at the 18th St. Garage,2021-07-01,0.0
Murder at the 18th St. Garage,2021-10-01,0.0
Murder at the 18th St. Garage,2022-01-01,0.0
Murder at the 18th St. Garage,2022-04-01,0.0
Murder at the 18th St. Garage,2022-07-01,0.0
Murder at the 18th St. Garage,2022-10-01,0.0
Murder at the 18th St. Garage,2023-01-01,0.0
Murder at the 18th St. Garage,2023-04-01,0.0
Murder at the 18th St. Garage,2023-07-01,0.0
Murder at the 18th St. Garage,2023-10-01,0.0
Murder at the 18th St. Garage,2024-01-01,0.153
Murder at the 18th St. Garage,2024-04-01,0.134
Murder at the 18th St. Garage,2024-07-01,0.217
Murder at the 18th St. Garage,2024-10-01,0.27
Murder at the 18th St. Garage,2025-01-01,0.248
Murder at the 18th St. Garage,2025-04-01,0.276
Murder at the 18th St. Garage,2025-07-01,0.321
Murder at the 18th St. Garage,2025-10-01,0.282
Murder at the 18th St. Garage,2026-01-01,0.125
Murder at the 18th St. Garage,2026-04-01,0.147
My Dinner Plate Has a Cat On It,1993-01-01,0.0
My Dinner Plate Has a Cat On It,1993-04-01,0.0
My Dinner Plate Has a Cat On It,1993-07-01,0.0
My Dinner Plate Has a Cat On It,1993-10-01,0.0
My Dinner Plate Has a Cat On It,1994-01-01,0.0
My Dinner Plate Has a Cat On It,1994-04-01,0.0
My Dinner Plate Has a Cat On It,1994-07-01,0.0
My Dinner Plate Has a Cat On It,1994-10-01,0.0
My Dinner Plate Has a Cat On It,1995-07-01,0.0
My Dinner Plate Has a Cat On It,1995-10-01,0.0
My Dinner Plate Has a Cat On It,1996-01-01,0.0
My Dinner Plate Has a Cat On It,1996-04-01,0.0
My Dinner Plate Has a Cat On It,1996-07-01,0.0
My Dinner Plate Has a Cat On It,1996-10-01,0.0
My Dinner Plate Has a Cat On It,1997-01-01,0.0
My Dinner Plate Has a Cat On It,1997-04-01,0.0
My Dinner Plate Has a Cat On It,1997-07-01,0.0
My Dinner Plate Has a Cat On It,1997-10-01,0.0
My Dinner Plate Has a Cat On It,1998-01-01,0.0
My Dinner Plate Has a Cat On It,1998-04-01,0.0
My Dinner Plate Has a Cat On It,1998-07-01,0.0
My Dinner Plate Has a Cat On It,1998-10-01,0.0
My Dinner Plate Has a Cat On It,1999-01-01,0.0
My Dinner Plate Has a Cat On It,1999-04-01,0.0
My Dinner Plate Has a Cat On It,1999-07-01,0.0
My Dinner Plate Has a Cat On It,1999-10-01,0.0
My Dinner Plate Has a Cat On It,2000-01-01,0.0
My Dinner Plate Has a Cat On It,2000-04-01,0.0
My Dinner Plate Has a Cat On It,2000-07-01,0.0
My Dinner Plate Has a Cat On It,2000-10-01,0.0
My Dinner Plate Has a Cat On It,2001-01-01,0.0
My Dinner Plate Has a Cat On It,2001-04-01,0.0
My Dinner Plate Has a Cat On It,2001-07-01,0.0
My Dinner Plate Has a Cat On It,2001-10-01,0.0
My Dinner Plate Has a Cat On It,2002-01-01,0.0
My Dinner Plate Has a Cat On It,2002-04-01,0.0
My Dinner Plate Has a Cat On It,2002-07-01,0.0
My Dinner Plate Has a Cat On It,2002-10-01,0.0
My Dinner Plate Has a Cat On It,2003-01-01,0.0
My Dinner Plate Has a Cat On It,2003-04-01,0.0
My Dinner Plate Has a Cat On It,2003-07-01,0.0
My Dinner Plate Has a Cat On It,2003-10-01,0.0
My Dinner Plate Has a Cat On It,2004-01-01,0.0
My Dinner Plate Has a Cat On It,2004-04-01,0.0
My Dinner Plate Has a Cat On It,2004-07-01,0.0
My Dinner Plate Has a Cat On It,2004-10-01,0.0
My Dinner Plate Has a Cat On It,2005-01-01,0.0
My Dinner Plate Has a Cat On It,2005-04-01,0.0
My Dinner Plate Has a Cat On It,2005-07-01,0.0
My Dinner Plate Has a Cat On It,2005-10-01,0.0
My Dinner Plate Has a Cat On It,2006-01-01,0.0
My Dinner Plate Has a Cat On It,2006-04-01,0.0
My Dinner Plate Has a Cat On It,2006-07-01,0.0
My Dinner Plate Has a Cat On It,2006-10-01,0.0
My Dinner Plate Has a Cat On It,2007-01-01,0.0
My Dinner Plate Has a Cat On It,2007-04-01,0.0
My Dinner Plate Has a Cat On It,2007-07-01,0.0
My Dinner Plate Has a Cat On It,2007-10-01,0.0
My Dinner Plate Has a Cat On It,2008-01-01,0.0
My Dinner Plate Has a Cat On It,2008-04-01,0.0
My Dinner Plate Has a Cat On It,2008-07-01,0.0
My Dinner Plate Has a Cat On It,2008-10-01,0.0
My Dinner Plate Has a Cat On It,2009-01-01,0.0
My Dinner Plate Has a Cat On It,2009-04-01,0.0
My Dinner Plate Has a Cat On It,2009-07-01,0.0
My Dinner Plate Has a Cat On It,2009-10-01,0.0
My Dinner Plate Has a Cat On It,2010-01-01,0.0
My Dinner Plate Has a Cat On It,2010-04-01,0.0
My Dinner Plate Has a Cat On It,2010-07-01,0.0
My Dinner Plate Has a Cat On It,2010-10-01,0.0
My Dinner Plate Has a Cat On It,2011-01-01,0.0
My Dinner Plate Has a Cat On It,2011-04-01,0.0
My Dinner Plate Has a Cat On It,2011-07-01,0.0
My Dinner Plate Has a Cat On It,2011-10-01,0.0
My Dinner Plate Has a Cat On It,2012-01-01,0.0
My Dinner Plate Has a Cat On It,2012-04-01,0.0
My Dinner Plate Has a Cat On It,2012-07-01,0.0
My Dinner Plate Has a Cat On It,2012-10-01,0.0
My Dinner Plate Has a Cat On It,2013-01-01,0.0
My Dinner Plate Has a Cat On It,2013-04-01,0.0
My Dinner Plate Has a Cat On It,2013-07-01,0.0
My Dinner Plate Has a Cat On It,2013-10-01,0.0
My Dinner Plate Has a Cat On It,2014-01-01,0.0
My Dinner Plate Has a Cat On It,2014-04-01,0.0
My Dinner Plate Has a Cat On It,2014-07-01,0.0
My Dinner Plate Has a Cat On It,2014-10-01,0.0
My Dinner Plate Has a Cat On It,2015-01-01,0.0
My Dinner Plate Has a Cat On It,2015-04-01,0.0
My Dinner Plate Has a Cat On It,2015-07-01,0.0
My Dinner Plate Has a Cat On It,2015-10-01,0.0
My Dinner Plate Has a Cat On It,2016-01-01,0.0
My Dinner Plate Has a Cat On It,2016-04-01,0.02
My Dinner Plate Has a Cat On It,2016-07-01,0.022
My Dinner Plate Has a Cat On It,2016-10-01,0.028
My Dinner Plate Has a Cat On It,2017-01-01,0.025
My Dinner Plate Has a Cat On It,2017-04-01,0.026
My Dinner Plate Has a Cat On It,2017-07-01,0.027
My Dinner Plate Has a Cat On It,2017-10-01,0.023
My Dinner Plate Has a Cat On It,2018-01-01,0.021
My Dinner Plate Has a Cat On It,2018-04-01,0.008
My Dinner Plate Has a Cat On It,2018-07-01,0.008
My Dinner Plate Has a Cat On It,2018-10-01,0.0
My Dinner Plate Has a Cat On It,2019-01-01,0.0
My Dinner Plate Has a Cat On It,2019-04-01,0.0
My Dinner Plate Has a Cat On It,2019-07-01,0.0
My Dinner Plate Has a Cat On It,2019-10-01,0.0
My Dinner Plate Has a Cat On It,2020-01-01,0.0
My Dinner Plate Has a Cat On It,2020-04-01,0.0
My Dinner Plate Has a Cat On It,2020-07-01,0.0
My Dinner Plate Has a Cat On It,2020-10-01,0.0
My Dinner Plate Has a Cat On It,2021-01-01,0.0
My Dinner Plate Has a Cat On It,2021-04-01,0.0
My Dinner Plate Has a Cat On It,2021-07-01,0.0
My Dinner Plate Has a Cat On It,2021-10-01,0.0
My Dinner Plate Has a Cat On It,2022-01-01,0.0
My Dinner Plate Has a Cat On It,2022-04-01,0.0
My Dinner Plate Has a Cat On It,2022-07-01,0.0
My Dinner Plate Has a Cat On It,2022-10-01,0.0
My Dinner Plate Has a Cat On It,2023-01-01,0.0
My Dinner Plate Has a Cat On It,2023-04-01,0.0
My Dinner Plate Has a Cat On It,2023-07-01,0.0
My Dinner Plate Has a Cat On It,2023-10-01,0.0
My Dinner Plate Has a Cat On It,2024-01-01,0.0
My Dinner Plate Has a Cat On It,2024-04-01,0.0
My Dinner Plate Has a Cat On It,2024-07-01,0.0
My Dinner Plate Has a Cat On It,2024-10-01,0.0
My Dinner Plate Has a Cat On It,2025-01-01,0.0
My Dinner Plate Has a Cat On It,2025-04-01,0.0
My Dinner Plate Has a Cat On It,2025-07-01,0.0
My Dinner Plate Has a Cat On It,2025-10-01,0.0
My Dinner Plate Has a Cat On It,2026-01-01,0.0
My Dinner Plate Has a Cat On It,2026-04-01,0.0
My Favorite Things,1993-01-01,0.0
My Favorite Things,1993-04-01,0.0
My Favorite Things,1993-07-01,0.0
My Favorite Things,1993-10-01,0.0
My Favorite Things,1994-01-01,0.0
My Favorite Things,1994-04-01,0.0
My Favorite Things,1994-07-01,0.0
My Favorite Things,1994-10-01,0.0
My Favorite Things,1995-07-01,0.0
My Favorite Things,1995-10-01,0.0
My Favorite Things,1996-01-01,0.0
My Favorite Things,1996-04-01,0.05
My Favorite Things,1996-07-01,0.05
My Favorite Things,1996-10-01,0.045
My Favorite Things,1997-01-01,0.032
My Favorite Things,1997-04-01,0.031
My Favorite Things,1997-07-01,0.029
My Favorite Things,1997-10-01,0.029
My Favorite Things,1998-01-01,0.056
My Favorite Things,1998-04-01,0.034
My Favorite Things,1998-07-01,0.086
My Favorite Things,1998-10-01,0.097
My Favorite Things,1999-01-01,0.13
My Favorite Things,1999-04-01,0.115
My Favorite Things,1999-07-01,0.167
My Favorite Things,1999-10-01,0.158
My Favorite Things,2000-01-01,0.105
My Favorite Things,2000-04-01,0.1
My Favorite Things,2000-07-01,0.0
My Favorite Things,2000-10-01,0.0
My Favorite Things,2001-01-01,0.0
My Favorite Things,2001-04-01,0.0
My Favorite Things,2001-07-01,0.067
My Favorite Things,2001-10-01,0.067
My Favorite Things,2002-01-01,0.067
My Favorite Things,2002-04-01,0.105
My Favorite Things,2002-07-01,0.1
My Favorite Things,2002-10-01,0.1
My Favorite Things,2003-01-01,0.097
My Favorite Things,2003-04-01,0.1
My Favorite Things,2003-07-01,0.068
My Favorite Things,2003-10-01,0.065
My Favorite Things,2004-01-01,0.064
My Favorite Things,2004-04-01,0.036
My Favorite Things,2004-07-01,0.05
My Favorite Things,2004-10-01,0.048
My Favorite Things,2005-01-01,0.036
My Favorite Things,2005-04-01,0.02
My Favorite Things,2005-07-01,0.033
My Favorite Things,2005-10-01,0.032
My Favorite Things,2006-01-01,0.026
My Favorite Things,2006-04-01,0.032
My Favorite Things,2006-07-01,0.016
My Favorite Things,2006-10-01,0.013
My Favorite Things,2007-01-01,0.024
My Favorite Things,2007-04-01,0.021
My Favorite Things,2007-07-01,0.011
My Favorite Things,2007-10-01,0.011
My Favorite Things,2008-01-01,0.011
My Favorite Things,2008-04-01,0.009
My Favorite Things,2008-07-01,0.009
My Favorite Things,2008-10-01,0.01
My Favorite Things,2009-01-01,0.0
My Favorite Things,2009-04-01,0.018
My Favorite Things,2009-07-01,0.018
My Favorite Things,2009-10-01,0.02
My Favorite Things,2010-01-01,0.018
My Favorite Things,2010-04-01,0.031
My Favorite Things,2010-07-01,0.026
My Favorite Things,2010-10-01,0.025
My Favorite Things,2011-01-01,0.03
My Favorite Things,2011-04-01,0.011
My Favorite Things,2011-07-01,0.017
My Favorite Things,2011-10-01,0.015
My Favorite Things,2012-01-01,0.028
My Favorite Things,2012-04-01,0.025
My Favorite Things,2012-07-01,0.026
My Favorite Things,2012-10-01,0.026
My Favorite Things,2013-01-01,0.021
My Favorite Things,2013-04-01,0.023
My Favorite Things,2013-07-01,0.016
My Favorite Things,2013-10-01,0.017
My Favorite Things,2014-01-01,0.008
My Favorite Things,2014-04-01,0.0
My Favorite Things,2014-07-01,0.0
My Favorite Things,2014-10-01,0.0
My Favorite Things,2015-01-01,0.0
My Favorite Things,2015-04-01,0.0
My Favorite Things,2015-07-01,0.0
My Favorite Things,2015-10-01,0.0
My Favorite Things,2016-01-01,0.0
My Favorite Things,2016-04-01,0.01
My Favorite Things,2016-07-01,0.011
My Favorite Things,2016-10-01,0.009
My Favorite Things,2017-01-01,0.008
My Favorite Things,2017-04-01,0.009
My Favorite Things,2017-07-01,0.009
My Favorite Things,2017-10-01,0.008
My Favorite Things,2018-01-01,0.007
My Favorite Things,2018-04-01,0.0
My Favorite Things,2018-07-01,0.0
My Favorite Things,2018-10-01,0.0
My Favorite Things,2019-01-01,0.0
My Favorite Things,2019-04-01,0.0
My Favorite Things,2019-07-01,0.0
My Favorite Things,2019-10-01,0.0
My Favorite Things,2020-01-01,0.0
My Favorite Things,2020-04-01,0.0
My Favorite Things,2020-07-01,0.0
My Favorite Things,2020-10-01,0.0
My Favorite Things,2021-01-01,0.0
My Favorite Things,2021-04-01,0.0
My Favorite Things,2021-07-01,0.0
My Favorite Things,2021-10-01,0.0
My Favorite Things,2022-01-01,0.0
My Favorite Things,2022-04-01,0.0
My Favorite Things,2022-07-01,0.0
My Favorite Things,2022-10-01,0.0
My Favorite Things,2023-01-01,0.0
My Favorite Things,2023-04-01,0.008
My Favorite Things,2023-07-01,0.007
My Favorite Things,2023-10-01,0.017
My Favorite Things,2024-01-01,0.016
My Favorite Things,2024-04-01,0.014
My Favorite Things,2024-07-01,0.014
My Favorite Things,2024-10-01,0.016
My Favorite Things,2025-01-01,0.022
My Favorite Things,2025-04-01,0.016
My Favorite Things,2025-07-01,0.019
My Favorite Things,2025-10-01,0.009
My Favorite Things,2026-01-01,0.008
My Favorite Things,2026-04-01,0.01
Narakaloka,1993-01-01,0.0
Narakaloka,1993-04-01,0.0
Narakaloka,1993-07-01,0.0
Narakaloka,1993-10-01,0.0
Narakaloka,1994-01-01,0.0
Narakaloka,1994-04-01,0.0
Narakaloka,1994-07-01,0.0
Narakaloka,1994-10-01,0.0
Narakaloka,1995-07-01,0.0
Narakaloka,1995-10-01,0.0
Narakaloka,1996-01-01,0.0
Narakaloka,1996-04-01,0.0
Narakaloka,1996-07-01,0.0
Narakaloka,1996-10-01,0.0
Narakaloka,1997-01-01,0.0
Narakaloka,1997-04-01,0.0
Narakaloka,1997-07-01,0.0
Narakaloka,1997-10-01,0.0
Narakaloka,1998-01-01,0.028
Narakaloka,1998-04-01,0.034
Narakaloka,1998-07-01,0.029
Narakaloka,1998-10-01,0.032
Narakaloka,1999-01-01,0.043
Narakaloka,1999-04-01,0.192
Narakaloka,1999-07-01,0.278
Narakaloka,1999-10-01,0.263
Narakaloka,2000-01-01,0.211
Narakaloka,2000-04-01,0.2
Narakaloka,2000-07-01,0.286
Narakaloka,2000-10-01,0.286
Narakaloka,2001-01-01,0.25
Narakaloka,2001-04-01,0.0
Narakaloka,2001-07-01,0.0
Narakaloka,2001-10-01,0.0
Narakaloka,2002-01-01,0.0
Narakaloka,2002-04-01,0.0
Narakaloka,2002-07-01,0.0
Narakaloka,2002-10-01,0.0
Narakaloka,2003-01-01,0.0
Narakaloka,2003-04-01,0.0
Narakaloka,2003-07-01,0.0
Narakaloka,2003-10-01,0.0
Narakaloka,2004-01-01,0.0
Narakaloka,2004-04-01,0.0
Narakaloka,2004-07-01,0.0
Narakaloka,2004-10-01,0.016
Narakaloka,2005-01-01,0.018
Narakaloka,2005-04-01,0.02
Narakaloka,2005-07-01,0.017
Narakaloka,2005-10-01,0.016
Narakaloka,2006-01-01,0.013
Narakaloka,2006-04-01,0.016
Narakaloka,2006-07-01,0.016
Narakaloka,2006-10-01,0.0
Narakaloka,2007-01-01,0.0
Narakaloka,2007-04-01,0.0
Narakaloka,2007-07-01,0.0
Narakaloka,2007-10-01,0.0
Narakaloka,2008-01-01,0.0
Narakaloka,2008-04-01,0.0
Narakaloka,2008-07-01,0.0
Narakaloka,2008-10-01,0.0
Narakaloka,2009-01-01,0.009
Narakaloka,2009-04-01,0.009
Narakaloka,2009-07-01,0.009
Narakaloka,2009-10-01,0.01
Narakaloka,2010-01-01,0.009
Narakaloka,2010-04-01,0.01
Narakaloka,2010-07-01,0.009
Narakaloka,2010-10-01,0.008
Narakaloka,2011-01-01,0.0
Narakaloka,2011-04-01,0.011
Narakaloka,2011-07-01,0.017
Narakaloka,2011-10-01,0.015
Narakaloka,2012-01-01,0.019
Narakaloka,2012-04-01,0.017
Narakaloka,2012-07-01,0.017
Narakaloka,2012-10-01,0.017
Narakaloka,2013-01-01,0.014
Narakaloka,2013-04-01,0.008
Narakaloka,2013-07-01,0.008
Narakaloka,2013-10-01,0.009
Narakaloka,2014-01-01,0.008
Narakaloka,2014-04-01,0.009
Narakaloka,2014-07-01,0.009
Narakaloka,2014-10-01,0.01
Narakaloka,2015-01-01,0.014
Narakaloka,2015-04-01,0.014
Narakaloka,2015-07-01,0.0
Narakaloka,2015-10-01,0.0
Narakaloka,2016-01-01,0.0
Narakaloka,2016-04-01,0.0
Narakaloka,2016-07-01,0.0
Narakaloka,2016-10-01,0.0
Narakaloka,2017-01-01,0.0
Narakaloka,2017-04-01,0.0
Narakaloka,2017-07-01,0.0
Narakaloka,2017-10-01,0.0
Narakaloka,2018-01-01,0.0
Narakaloka,2018-04-01,0.0
Narakaloka,2018-07-01,0.0
Narakaloka,2018-10-01,0.0
Narakaloka,2019-01-01,0.0
Narakaloka,2019-04-01,0.0
Narakaloka,2019-07-01,0.018
Narakaloka,2019-10-01,0.026
Narakaloka,2020-01-01,0.029
Narakaloka,2020-04-01,0.038
Narakaloka,2020-07-01,0.043
Narakaloka,2020-10-01,0.053
Narakaloka,2021-01-01,0.052
Narakaloka,2021-04-01,0.051
Narakaloka,2021-07-01,0.033
Narakaloka,2021-10-01,0.05
Narakaloka,2022-01-01,0.05
Narakaloka,2022-04-01,0.035
Narakaloka,2022-07-01,0.027
Narakaloka,2022-10-01,0.019
Narakaloka,2023-01-01,0.018
Narakaloka,2023-04-01,0.025
Narakaloka,2023-07-01,0.03
Narakaloka,2023-10-01,0.017
Narakaloka,2024-01-01,0.024
Narakaloka,2024-04-01,0.021
Narakaloka,2024-07-01,0.021
Narakaloka,2024-10-01,0.024
Narakaloka,2025-01-01,0.029
Narakaloka,2025-04-01,0.024
Narakaloka,2025-07-01,0.019
Narakaloka,2025-10-01,0.026
Narakaloka,2026-01-01,0.017
Narakaloka,2026-04-01,0.02
Need More Bandages,1993-01-01,0.0
Need More Bandages,1993-04-01,0.0
Need More Bandages,1993-07-01,0.0
Need More Bandages,1993-10-01,0.0
Need More Bandages,1994-01-01,0.0
Need More Bandages,1994-04-01,0.0
Need More Bandages,1994-07-01,0.0
Need More Bandages,1994-10-01,0.0
Need More Bandages,1995-07-01,0.0
Need More Bandages,1995-10-01,0.0
Need More Bandages,1996-01-01,0.0
Need More Bandages,1996-04-01,0.0
Need More Bandages,1996-07-01,0.0
Need More Bandages,1996-10-01,0.0
Need More Bandages,1997-01-01,0.0
Need More Bandages,1997-04-01,0.0
Need More Bandages,1997-07-01,0.0
Need More Bandages,1997-10-01,0.0
Need More Bandages,1998-01-01,0.0
Need More Bandages,1998-04-01,0.0
Need More Bandages,1998-07-01,0.0
Need More Bandages,1998-10-01,0.0
Need More Bandages,1999-01-01,0.0
Need More Bandages,1999-04-01,0.0
Need More Bandages,1999-07-01,0.0
Need More Bandages,1999-10-01,0.0
Need More Bandages,2000-01-01,0.0
Need More Bandages,2000-04-01,0.0
Need More Bandages,2000-07-01,0.0
Need More Bandages,2000-10-01,0.0
Need More Bandages,2001-01-01,0.0
Need More Bandages,2001-04-01,0.0
Need More Bandages,2001-07-01,0.0
Need More Bandages,2001-10-01,0.0
Need More Bandages,2002-01-01,0.0
Need More Bandages,2002-04-01,0.0
Need More Bandages,2002-07-01,0.0
Need More Bandages,2002-10-01,0.0
Need More Bandages,2003-01-01,0.0
Need More Bandages,2003-04-01,0.0
Need More Bandages,2003-07-01,0.0
Need More Bandages,2003-10-01,0.0
Need More Bandages,2004-01-01,0.0
Need More Bandages,2004-04-01,0.0
Need More Bandages,2004-07-01,0.0
Need More Bandages,2004-10-01,0.0
Need More Bandages,2005-01-01,0.0
Need More Bandages,2005-04-01,0.0
Need More Bandages,2005-07-01,0.0
Need More Bandages,2005-10-01,0.0
Need More Bandages,2006-01-01,0.0
Need More Bandages,2006-04-01,0.0
Need More Bandages,2006-07-01,0.0
Need More Bandages,2006-10-01,0.0
Need More Bandages,2007-01-01,0.0
