song_key,song_title,n_main,n_encore,is_cover,n_tracked_plays,encore_rate,encore_rate_shrunk,eligible
"Sure Do Love You Baby, But I Can't Do 60 No More","Sure Do Love You Baby, But I Can't Do 60 No More",1,0,False,1,0.0,0.19240143369175627,False
"Sugar, We're Going Down","Sugar, We're Going Down",1,0,True,1,0.0,0.19240143369175627,False
Fortune Came Today,Fortune Came Today,1,0,True,1,0.0,0.19240143369175627,False
Etruscans,Etruscans,1,0,False,1,0.0,0.19240143369175627,False
Extreme South Number 1,Extreme South Number 1,1,0,False,1,0.0,0.19240143369175627,False
For the Snakes,For the Snakes,1,0,False,1,0.0,0.19240143369175627,False
Furniture Store,Furniture Store,0,1,True,1,1.0,0.3035125448028674,False
From the Lake Trials,From the Lake Trials,1,0,False,1,0.0,0.19240143369175627,False
Going to Japan,Going to Japan,1,0,False,1,0.0,0.19240143369175627,False
Going to Niles,Going to Niles,0,1,False,1,1.0,0.3035125448028674,False
Going to Maryland,Going to Maryland,1,0,False,1,0.0,0.19240143369175627,False
Going to Bridlington,Going to Bridlington,0,1,False,1,1.0,0.3035125448028674,False
Going to Chino,Going to Chino,1,0,False,1,0.0,0.19240143369175627,False
Going to Cleveland,Going to Cleveland,1,0,False,1,0.0,0.19240143369175627,False
Going to Federal Prison,Going to Federal Prison,1,0,False,1,0.0,0.19240143369175627,False
Snake Dance Song,Snake Dance Song,1,0,False,1,0.0,0.19240143369175627,False
Sixteen Tons,Sixteen Tons,1,0,True,1,0.0,0.19240143369175627,False
Song for My Sons,Song for My Sons,0,1,True,1,1.0,0.3035125448028674,False
Solomon Revisited,Solomon Revisited,1,0,False,1,0.0,0.19240143369175627,False
Sixty Percent Wolf,Sixty Percent Wolf,1,0,False,1,0.0,0.19240143369175627,False
Song for Roger Maris,Song for Roger Maris,1,0,False,1,0.0,0.19240143369175627,False
Song for the Julian Calendar,Song for the Julian Calendar,1,0,False,1,0.0,0.19240143369175627,False
Song for Ted Sallis,Song for Ted Sallis,1,0,False,1,0.0,0.19240143369175627,False
Stable Boy Song,Stable Boy Song,1,0,False,1,0.0,0.19240143369175627,False
St. Stephen,St. Stephen,1,0,True,1,0.0,0.19240143369175627,False
Going to Kirby Sigston,Going to Kirby Sigston,1,0,False,1,0.0,0.19240143369175627,False
That Hippolytine Feeling,That Hippolytine Feeling,1,0,False,1,0.0,0.19240143369175627,False
Terror Song,Terror Song,0,1,True,1,1.0,0.3035125448028674,False
Tell Me on a Sunday,Tell Me on a Sunday,1,0,True,1,0.0,0.19240143369175627,False
Chinese House Flowers,Chinese House Flowers,1,0,False,1,0.0,0.19240143369175627,False
Chason du Bon Chose,Chason du Bon Chose,1,0,False,1,0.0,0.19240143369175627,False
Bluejays and Cardinals,Bluejays and Cardinals,1,0,False,1,0.0,0.19240143369175627,False
Black Diamond,Black Diamond,0,1,False,1,1.0,0.3035125448028674,False
Crazy On You,Crazy On You,1,0,True,1,0.0,0.19240143369175627,False
The Garden Song,The Garden Song,1,0,False,1,0.0,0.19240143369175627,False
The Boys Are Back in Town,The Boys Are Back in Town,0,1,True,1,1.0,0.3035125448028674,False
The Day the Aliens Came,The Day the Aliens Came,1,0,False,1,0.0,0.19240143369175627,False
Deianara Crush,Deianara Crush,1,0,False,1,0.0,0.19240143369175627,False
Cut Off Their Thumbs Number 1,Cut Off Their Thumbs Number 1,1,0,False,1,0.0,0.19240143369175627,False
Dirty Old Town,Dirty Old Town,0,1,True,1,1.0,0.3035125448028674,False
Down Here,Down Here,1,0,False,1,0.0,0.19240143369175627,False
With Their Flesh He Will Create,With Their Flesh He Will Create,1,0,True,1,0.0,0.19240143369175627,False
Tomb of the Assassin,Tomb of the Assassin,1,0,False,1,0.0,0.19240143369175627,False
This Magic Moment,This Magic Moment,0,1,True,1,1.0,0.3035125448028674,False
This Is Heaven,This Is Heaven,1,0,True,1,0.0,0.19240143369175627,False
The Last Day of Jimi Hendrix's Life,The Last Day of Jimi Hendrix's Life,1,0,False,1,0.0,0.19240143369175627,False
The Hot Garden Stomp,The Hot Garden Stomp,1,0,False,1,0.0,0.19240143369175627,False
Xolo,Xolo,1,0,False,1,0.0,0.19240143369175627,False
Wizard Buys a Hat,Wizard Buys a Hat,1,0,False,1,0.0,0.19240143369175627,False
You're So Vain,You're So Vain,0,1,True,1,1.0,0.3035125448028674,False
Adultery,Adultery,1,0,False,1,0.0,0.19240143369175627,False
Ain't Misbehavin',Ain't Misbehavin',1,0,True,1,0.0,0.19240143369175627,False
You've Got to Have a Mouse in Your Life,You've Got to Have a Mouse in Your Life,1,0,False,1,0.0,0.19240143369175627,False
Young and Endangered,Young and Endangered,1,0,False,1,0.0,0.19240143369175627,False
Abide with Me,Abide with Me,1,0,True,1,0.0,0.19240143369175627,False
02-75,02-75,1,0,False,1,0.0,0.19240143369175627,False
Your Daddy Loves You,Your Daddy Loves You,1,0,False,1,0.0,0.19240143369175627,False
