show_id,date,tour,n_candidates,n_played,mean_surprisal_played_bits,cross_entropy_bits
"2005-09-13_-_Manchester_Lane_-_Melbourne,_Australia",2005-09-13,Australia and New Zealand Tour 2005,320.0,8.0,3.2209390397613413,0.12436582648212738
"2005-09-14_-_Newtown_-_Sydney,_Australia",2005-09-14,Australia and New Zealand Tour 2005,320.0,6.0,3.555381488323141,0.1151580124130847
"2005-09-16_-_The_Rosemount_-_Perth,_Australia",2005-09-16,Australia and New Zealand Tour 2005,320.0,4.0,2.3059536968316525,0.07398835860076446
"2005-10-12_-_The_Canopy_Club_-_Urbana,_IL",2005-10-12,Fall Tour 2005,320.0,14.0,3.918202954869138,0.2019009972516828
"2005-10-13_-_Open_End_Gallery_-_Chicago,_IL",2005-10-13,Fall Tour 2005,320.0,16.0,2.578554765397551,0.1820638131416748
"2005-10-14_-_The_Empty_Bottle_-_Chicago,_IL",2005-10-14,Fall Tour 2005,320.0,15.0,3.5731052710109386,0.23192642161298452
"2005-10-15_-_Kraftbrau_Brewery_-_Kalamazoo,_MI",2005-10-15,Fall Tour 2005,321.0,7.0,2.7845014806648187,0.13394279050025562
"2005-10-17_-_Lee's_Palace_-_Toronto,_Ontario",2005-10-17,Fall Tour 2005,321.0,18.0,2.5545896536037613,0.18959808138447337
"2005-10-18_-_The_Buffalo_Icon_-_Buffalo,_NY",2005-10-18,Fall Tour 2005,321.0,15.0,2.504370508121661,0.16473392116698335
"2005-10-20_-_Uptown_Theatre_-_Washington,_PA",2005-10-20,Fall Tour 2005,321.0,17.0,2.226790022086692,0.16351578549401555
"2005-10-21_-_The_Andy_Warhol_Museum_-_Pittsburgh,_PA",2005-10-21,Fall Tour 2005,321.0,3.0,5.438106989147125,0.12794465928203272
"2005-10-22_-_The_Olde_Club_-_Swarthmore,_PA",2005-10-22,Fall Tour 2005,321.0,2.0,3.660681603758101,0.09200235156021666
"2005-10-23_-_Lunt_Hall_Basement_Haverford_College_-_Haverford,_PA",2005-10-23,Fall Tour 2005,321.0,15.0,2.3250877164492283,0.1436167629890296
"2005-10-26_-_The_Iron_Horse_-_Northampton,_MA",2005-10-26,Fall Tour 2005,321.0,5.0,1.9647615191763719,0.07985765885067345
"2005-10-27_-_Remis_Auditorium_-_Museum_of_Fine_Arts_-_Boston,_MA",2005-10-27,Fall Tour 2005,321.0,16.0,2.433704797923798,0.15657912694546494
"2005-10-28_-_Fuel_Rocket_Club_-_Dartmouth_College_-_Hanover,_NH",2005-10-28,Fall Tour 2005,321.0,13.0,2.4790577059297387,0.13972815250307177
"2005-10-29_-_Bowery_Ballroom_-_New_York,_NY",2005-10-29,Fall Tour 2005,321.0,16.0,1.8822609632255975,0.12675965453221422
"2005-10-31_-_Knitting_Factory_-_New_York,_NY",2005-10-31,Fall Tour 2005,321.0,16.0,2.3173464718884085,0.1532118557273105
"2005-11-04_-_Duke_Coffeehouse_-_Durham,_NC",2005-11-04,,321.0,15.0,4.236213955371349,0.23292332196056104
"2005-11-23_-_Bush_Hall_-_London,_England",2005-11-23,,323.0,6.0,3.7122412163124494,0.11905871501583555
"2006-04-16_-_Great_Escape_Festival_-_Sydney,_Australia",2006-04-16,Australia and New Zealand Tour 2006,323.0,2.0,2.134123455311288,0.035287325450305336
"2006-06-09_-_Neumo's_-_Seattle,_WA",2006-06-09,West Coast Tour 2006,323.0,6.0,3.2675576223752123,0.09728945710311958
"2006-06-10_-_Doug_Fir_Lounge_-_Portland,_OR",2006-06-10,West Coast Tour 2006,326.0,3.0,3.593783954232715,0.12141723516626643
"2006-06-13_-_Bottom_of_the_Hill_-_San_Francisco,_CA",2006-06-13,West Coast Tour 2006,326.0,12.0,3.8305617872910456,0.18307596674425505
"2006-06-14_-_The_Troubadour_-_West_Hollywood,_CA",2006-06-14,West Coast Tour 2006,330.0,15.0,1.9995742629092728,0.1259497972860842
"2006-07-29_-_Pitchfork_Music_Festival_-_Union_Park_-_Chicago,_IL",2006-07-29,,331.0,5.0,3.7729542382226233,0.08364296463742237
"2006-08-04_-_BBC_Radio_6_Music_Session_-_London,_England",2006-08-04,,331.0,3.0,1.9169663086741842,0.061228929428037634
"2006-08-10_-_40_Watt_Club_-_Athens,_GA",2006-08-10,,331.0,16.0,3.826735800328775,0.21751964712935468
"2006-08-21_-_Easy_Street_Records_-_Queen_Anne_-_Seattle,_WA",2006-08-21,,333.0,7.0,3.8440372853218165,0.1241317764685811
"2006-08-21_-_KEXP_Session_-_Seattle,_WA",2006-08-21,,337.0,4.0,4.519526093338754,0.08474194000141265
"2006-08-22_-_Amoeba_Music_-_San_Francisco,_CA",2006-08-22,,337.0,9.0,3.033386022579353,0.1183251205013039
"2006-09-14_-_Triple_Rock_Social_Club_-_Minneapolis,_MN",2006-09-14,First Fall Tour 2006,337.0,2.0,2.7736050026840138,0.056560999015237035
"2006-09-15_-_The_Maintenance_Shop_-_Ames,_IA",2006-09-15,First Fall Tour 2006,337.0,4.0,2.197026996259923,0.06408051208158827
"2006-09-16_-_The_Empty_Bottle_-_Chicago,_IL",2006-09-16,First Fall Tour 2006,337.0,14.0,3.387457559444492,0.17162834810417346
"2006-09-19_-_Lee's_Palace_-_Toronto,_Ontario",2006-09-19,First Fall Tour 2006,337.0,15.0,2.8953627031314095,0.15993401557909812
"2006-09-20_-_The_Andy_Warhol_Museum_-_Pittsburgh,_PA",2006-09-20,First Fall Tour 2006,338.0,13.0,2.6234545151715243,0.14693378902442658
"2006-09-21_-_The_Union_-_Athens,_OH",2006-09-21,First Fall Tour 2006,339.0,10.0,3.119257394680524,0.14568143183230647
"2006-09-23_-_Appel_Commons_at_Cornell_University_-_Ithaca,_NY",2006-09-23,First Fall Tour 2006,339.0,2.0,0.7355032080715348,0.057497484864271864
"2006-09-24_-_Pearl_Street_Clubroom_-_Northampton,_MA",2006-09-24,First Fall Tour 2006,339.0,14.0,2.9101839398722404,0.1586983134968646
"2006-09-26_-_Middle_East_Downstairs_-_Cambridge,_MA",2006-09-26,First Fall Tour 2006,339.0,17.0,2.7983514211940266,0.17149848063465645
"2006-09-29_-_Club_Europa_-_Brooklyn,_NY",2006-09-29,First Fall Tour 2006,339.0,15.0,2.1907324602375526,0.12955259462682983
"2006-09-30_-_Bowery_Ballroom_-_New_York,_NY",2006-09-30,First Fall Tour 2006,340.0,17.0,2.269320681741457,0.15369492541117377
"2006-10-01_-_Bowery_Ballroom_-_New_York,_NY",2006-10-01,First Fall Tour 2006,340.0,16.0,2.5226681774691118,0.15955135327528966
"2006-10-20_-_Troika_Music_Festival_-_Durham,_NC",2006-10-20,Second Fall Tour 2006,340.0,5.0,3.8024174627603706,0.07649533706368881
"2006-10-23_-_The_Gargoyle_-_St._Louis,_MO",2006-10-23,Second Fall Tour 2006,340.0,13.0,1.9771211576148684,0.10964396536231234
"2006-10-24_-_Randy_Bacon_Gallery_-_Springfield,_MO",2006-10-24,Second Fall Tour 2006,340.0,3.0,3.1620966410643248,0.09279200981983475
"2006-10-26_-_The_Opolis_-_Norman,_OK",2006-10-26,Second Fall Tour 2006,340.0,14.0,2.427906897865167,0.13588080717540416
"2006-10-28_-_Rubber_Gloves_-_Denton,_TX",2006-10-28,Second Fall Tour 2006,340.0,1.0,3.542496497200641,0.06873233248035418
"2006-10-31_-_Spanish_Moon_-_Baton_Rouge,_LA",2006-10-31,Second Fall Tour 2006,340.0,15.0,2.858735330590505,0.15770123045473475
"2006-11-03_-_The_EARL_-_Atlanta,_GA",2006-11-03,Second Fall Tour 2006,340.0,14.0,1.8189000383741045,0.10280531835889967
"2006-11-04_-_Cafe_Eleven_-_St._Augustine,_FL",2006-11-04,Second Fall Tour 2006,340.0,3.0,2.7682255611363877,0.07878572974525476
"2006-11-05_-_New_College_of_Florida_-_Sarasota,_FL",2006-11-05,Second Fall Tour 2006,340.0,10.0,1.8371047680890302,0.09239789444345513
2006-11-14_-_The_DL_-_AOL_Session,2006-11-14,,340.0,3.0,4.382552225626515,0.0725589591715807
"2006-11-16_-_The_Daily_Show_10th_Anniversary_-_Irving_Plaza_-_New_York,_NY",2006-11-16,,340.0,4.0,1.8389019316534392,0.049351139752411906
"2006-12-02_-_Pitzer_College_-_Claremont,_CA",2006-12-02,,340.0,16.0,5.2137376044681,0.2699565926724799
"2006-12-18_-_Trekky_Records_Christmas_-_Cat's_Cradle_-_Carrboro,_NC",2006-12-18,,341.0,0.0,,0.03817690289509669
"2006-12-31_-_Falls_Festival_-_Lorne,_Australia",2006-12-31,I Shall Now Eat Some Jester's Pies Tour 2006/7,341.0,11.0,4.558812208349255,0.16073608937549758
"2007-01-02_-_Club_Capitol_-_Perth,_Australia",2007-01-02,I Shall Now Eat Some Jester's Pies Tour 2006/7,341.0,15.0,2.6456795948803578,0.15021737244435032
"2007-01-03_-_Fowlers_Live_-_Adelaide,_Australia",2007-01-03,I Shall Now Eat Some Jester's Pies Tour 2006/7,341.0,10.0,2.59152551777286,0.12498638974946032
"2007-01-05_-_The_Corner_Hotel_-_Melbourne,_Australia",2007-01-05,I Shall Now Eat Some Jester's Pies Tour 2006/7,342.0,17.0,2.01855508601914,0.13318878010533058
"2007-01-06_-_Century_Theatre_-_Sydney,_Australia",2007-01-06,I Shall Now Eat Some Jester's Pies Tour 2006/7,342.0,5.0,1.509681159197964,0.08108575459265913
"2007-01-07_-_The_Zoo_-_Brisbane,_Australia",2007-01-07,I Shall Now Eat Some Jester's Pies Tour 2006/7,342.0,3.0,1.7613864563879271,0.08086036270229861
"2007-02-24_-_The_Pub_-_Fairbanks,_AK",2007-02-24,West Coast Tour 2007,342.0,1.0,2.336964755674715,0.03991411923713031
"2007-03-01_-_Neumo's_-_Seattle,_WA",2007-03-01,West Coast Tour 2007,342.0,16.0,3.8272818403705333,0.20427854635633103
"2007-03-02_-_Triple_Door_-_Seattle,_WA",2007-03-02,West Coast Tour 2007,342.0,5.0,1.518886446170028,0.0641780924215288
"2007-03-03_-_Doug_Fir_Lounge_-_Portland,_OR",2007-03-03,West Coast Tour 2007,342.0,17.0,3.062734143362648,0.17815258757969768
"2007-03-04_-_Doug_Fir_Lounge_-_Portland,_OR",2007-03-04,West Coast Tour 2007,342.0,15.0,2.2410215659367836,0.12738320219034485
"2007-03-07_-_The_Independent_-_San_Francisco,_CA",2007-03-07,West Coast Tour 2007,342.0,18.0,1.7109938638417335,0.11316199210883658
"2007-03-08_-_The_Independent_-_San_Francisco,_CA",2007-03-08,West Coast Tour 2007,342.0,17.0,1.990437240251076,0.13067086898025687
"2007-03-09_-_Bottom_of_the_Hill_-_San_Francisco,_CA",2007-03-09,West Coast Tour 2007,342.0,16.0,1.8210794586882302,0.11607369441118598
"2007-03-10_-_Steynberg_Gallery_-_San_Luis_Obispo,_CA",2007-03-10,West Coast Tour 2007,342.0,14.0,2.320267613498601,0.1416482848709329
"2007-03-11_-_The_El_Rey_-_Los_Angeles,_CA",2007-03-11,West Coast Tour 2007,342.0,16.0,1.955693146390438,0.12770515102011792
"2007-03-14_-_South_by_Southwest_-_Emo's_-_Austin,_TX",2007-03-14,West Coast Tour 2007,342.0,2.0,1.4138204809302772,0.047502686462357974
"2007-03-29_-_Umea_Open_-_Umea,_Sweden",2007-03-29,Scandinavian Tour 2007,342.0,1.0,5.979929808372715,0.05559524099502588
"2007-03-31_-_Fritz's_Corner_@_Debaser_-_Stockholm,_Sweden",2007-03-31,Scandinavian Tour 2007,342.0,16.0,3.680819537579109,0.19863805875128188
"2007-04-03_-_Garage_-_Oslo,_Norway",2007-04-03,Scandinavian Tour 2007,342.0,14.0,3.2571982208061216,0.17331604526066155
"2007-04-04_-_Woody_West_@_Pusterviksbaren_-_Gothenburg,_Sweden",2007-04-04,Scandinavian Tour 2007,343.0,13.0,2.789714508236626,0.15538242881749764
"2007-04-05_-_Loppen_-_Copenhagen,_Denmark",2007-04-05,Scandinavian Tour 2007,343.0,1.0,1.2072257599742169,0.06585344877118551
"2007-05-05_-_Local_506_-_Chapel_Hill,_NC",2007-05-05,,343.0,14.0,3.4844340658469988,0.1701883433103995
"2007-05-11_-_Sound_Fix_-_Brooklyn,_NY",2007-05-11,,344.0,17.0,6.76909870936379,0.3732150433873843
"2007-06-13_-_Daytrotter_Session_-_Big_Orange_Studios_-_Austin,_TX",2007-06-13,,346.0,0.0,,0.04940263059587664
"2007-06-16_-_Zoop_-_Farm_Sanctuary_-_Watkins_Glen,_NY",2007-06-16,,348.0,13.0,4.899074442806585,0.2254866167499263
"2007-06-17_-_Zoop_-_Farm_Sanctuary_-_Watkins_Glen,_NY",2007-06-17,,350.0,14.0,6.3470140707683536,0.30030714012016013
"2007-06-20_-_Eff_Cancer_Benefit_-_Metro_-_Chicago,_IL",2007-06-20,,356.0,8.0,2.9170854164632343,0.12342957548248766
"2007-07-22_-_Rhino_Records_-_Claremont,_CA",2007-07-22,,356.0,12.0,4.0530496701433885,0.18053878004500354
"2007-09-20_-_The_Black_Cat_-_Washington,_D.C.",2007-09-20,Northeast Tour 2007,356.0,14.0,4.15827824399724,0.20188472851703265
"2007-09-21_-_Sonar_-_Baltimore,_MD",2007-09-21,Northeast Tour 2007,358.0,16.0,2.7409739743058408,0.1939664718876052
"2007-09-22_-_North_Star_Bar_-_Philadelphia,_PA",2007-09-22,Northeast Tour 2007,358.0,17.0,2.9150371515218234,0.19677457326825262
"2007-09-24_-_Buffalo_Icon_-_Buffalo,_NY",2007-09-24,Northeast Tour 2007,359.0,1.0,2.8365402768612,0.09798981244289659
"2007-09-25_-_Lee's_Palace_-_Toronto,_Ontario",2007-09-25,Northeast Tour 2007,360.0,17.0,2.444344680221383,0.15939019773602467
"2007-09-27_-_Rex_Theatre_-_Pittsburgh,_PA",2007-09-27,Northeast Tour 2007,360.0,14.0,1.8773411419172679,0.11624150018221946
"2007-09-30_-_Middle_East_Downstairs_-_Cambridge,_MA",2007-09-30,Northeast Tour 2007,360.0,16.0,2.061559225441158,0.13320038662903136
"2007-10-01_-_Bowery_Ballroom_-_New_York,_NY",2007-10-01,Northeast Tour 2007,361.0,20.0,2.2229467368811098,0.1624791006572245
"2007-10-02_-_Studio_B_-_Brooklyn,_NY",2007-10-02,Northeast Tour 2007,361.0,14.0,1.7250927417118829,0.11388963237118974
"2007-10-30_-_Pabst_Theater_-_Milwaukee,_WI",2007-10-30,Midwest Tour 2007,363.0,18.0,3.6204644054748423,0.22075710790299582
"2007-10-31_-_400_Bar_-_Minneapolis,_MN",2007-10-31,Midwest Tour 2007,363.0,15.0,1.92766741850125,0.1423636097452878
"2007-11-02_-_Gardner_Lounge_-_Grinnell,_IA",2007-11-02,Midwest Tour 2007,363.0,16.0,2.4043870240320606,0.15530406931510393
"2007-11-03_-_The_Slowdown_-_Omaha,_NE",2007-11-03,Midwest Tour 2007,363.0,15.0,1.61420862609084,0.1128856224971926
"2007-11-05_-_Belly_Up_-_Aspen,_CO",2007-11-05,Midwest Tour 2007,363.0,9.0,1.3198146377516844,0.09052632481213825
"2007-11-06_-_Hi-Dive_-_Denver,_CO",2007-11-06,Midwest Tour 2007,363.0,15.0,2.119470723073784,0.12518089382618183
"2007-11-08_-_Jackpot_Saloon_-_Lawrence,_KS",2007-11-08,Midwest Tour 2007,363.0,14.0,1.614470546386014,0.10618916393612006
"2007-11-09_-_Mojo's_-_Columbia,_MO",2007-11-09,Midwest Tour 2007,363.0,1.0,1.8474200324755863,0.08649690565513492
"2007-11-10_-_Biliken_Club_-_St._Louis_University_-_St._Louis,_MO",2007-11-10,Midwest Tour 2007,363.0,13.0,1.8939255342845986,0.11279962811454108
"2007-11-11_-_Randy_Bacon_Studio_&_Gallery_-_Springfield,_MO",2007-11-11,Midwest Tour 2007,363.0,12.0,2.6276539087327255,0.13389909789158022
"2007-11-13_-_Madhatter_-_Covington,_KY",2007-11-13,Midwest Tour 2007,363.0,13.0,1.40261460522979,0.08469700338822524
"2007-11-14_-_The_Canopy_Club_-_Urbana,_IL",2007-11-14,Midwest Tour 2007,363.0,13.0,1.5803355820205864,0.0921790972217089
"2007-11-15_-_The_Empty_Bottle_-_Chicago,_IL",2007-11-15,Midwest Tour 2007,363.0,14.0,1.7242113992424142,0.09839771838108456
"2007-11-29_-_NYU_Kimmel_Center_-_New_York,_NY",2007-11-29,,363.0,17.0,4.025932205042526,0.219096559775548
"2007-12-08_-_Union_Chapel_-_London,_England",2007-12-08,,364.0,13.0,2.8117942063224723,0.13122746810942446
"2007-12-09_-_Moho_Live_-_Manchester,_England",2007-12-09,,364.0,12.0,2.467926641016073,0.11178774407931052
"2007-12-10_-_Oran_Mor_-_Glasgow,_Scotland",2007-12-10,,364.0,14.0,2.819696982158239,0.13701119704686002
"2008-02-02_-_Weekend_America_Session_-_New_York,_NY",2008-02-02,,364.0,0.0,,0.04448312256091193
"2008-02-19_-_University_of_Alaska_Anchorage_Wendy_Williamson_Auditorium_-_Anchorage,_AK",2008-02-19,First Spring Tour 2008,365.0,1.0,6.042706375632514,0.060505744391811334
"2008-02-22_-_Richard's_on_Richards_-_Vancouver,_British_Columbia",2008-02-22,First Spring Tour 2008,366.0,5.0,3.840141316419922,0.0973105290989328
"2008-02-23_-_Neumo's_-_Seattle,_WA",2008-02-23,First Spring Tour 2008,366.0,13.0,2.9454026312063166,0.13396768650634203
"2008-02-25_-_Doug_Fir_Lounge_-_Portland,_OR",2008-02-25,First Spring Tour 2008,369.0,17.0,1.9337011221769291,0.11589634080650704
"2008-02-26_-_Doug_Fir_Lounge_-_Portland,_OR",2008-02-26,First Spring Tour 2008,370.0,2.0,3.9257085862965657,0.09233881161385228
"2008-02-27_-_WOW_Hall_-_Eugene,_OR",2008-02-27,First Spring Tour 2008,371.0,13.0,3.273444344344364,0.1619885573548251
"2008-02-29_-_Bimbo's_-_San_Francisco,_CA",2008-02-29,First Spring Tour 2008,372.0,18.0,2.5961735451821912,0.1574408511312174
"2008-03-01_-_The_Independent_-_San_Francisco,_CA",2008-03-01,First Spring Tour 2008,372.0,18.0,2.83080513961676,0.17860926170508606
"2008-03-02_-_Bottom_of_the_Hill_-_San_Francisco,_CA",2008-03-02,First Spring Tour 2008,372.0,18.0,2.8342872463055735,0.17642910388272975
"2008-03-04_-_Troubadour_-_Los_Angeles,_CA",2008-03-04,First Spring Tour 2008,373.0,18.0,2.78886443459176,0.16313168461562835
"2008-03-04_-_Fair_Game_Session_-_New_York,_NY",2008-03-04,,372.0,2.0,1.7481575888612073,0.05214969068463485
"2008-03-05_-_Troubadour_-_Los_Angeles,_CA",2008-03-05,First Spring Tour 2008,373.0,19.0,2.1612512581280656,0.1537833711135152
"2008-03-11_-_Soundcheck_-_WNYC_Session_-_New_York,_NY",2008-03-11,,374.0,2.0,3.080599258778248,0.04038797410101245
"2008-03-13_-_Pearl_Street_-_Northampton,_MA",2008-03-13,Revelation Time Tour 2008,374.0,17.0,3.3019056779540716,0.17624908474917425
"2008-03-14_-_Museum_of_Fine_Arts_-_Boston,_MA",2008-03-14,Revelation Time Tour 2008,374.0,16.0,2.0501210946893234,0.13748339146669097
"2008-03-15_-_Middle_East_-_Cambridge,_MA",2008-03-15,Revelation Time Tour 2008,375.0,17.0,1.6983894316842958,0.11976896950508707
"2008-03-18_-_Webster_Hall_-_New_York,_NY",2008-03-18,Revelation Time Tour 2008,376.0,18.0,1.9216849664002769,0.1366825263286686
"2008-03-19_-_Music_Hall_of_Williamsburg_-_Brooklyn,_NY",2008-03-19,Revelation Time Tour 2008,377.0,14.0,2.450935331248233,0.16342841266183486
"2008-03-20_-_First_Unitarian_Church_-_Philadelphia,_PA",2008-03-20,Revelation Time Tour 2008,378.0,13.0,3.4787802491879685,0.18568478719408435
"2008-03-22_-_The_Black_Cat_-_Washington,_D.C.",2008-03-22,Revelation Time Tour 2008,378.0,20.0,1.9039933158370175,0.13613940873166516
"2008-05-16_-_Masonic_Temple_-_Brooklyn,_New_York,_NY",2008-05-16,,378.0,14.0,5.243113179705282,0.23599209929416703
"2008-05-26_-_Daytrotter_Session_-_Daytrotter_Studio_-_Rock_Island,_IL",2008-05-26,,380.0,4.0,5.719066041209842,0.11315413600542944
"2008-06-06_-_Natural_History_Museum_-_Los_Angeles,_CA",2008-06-06,,380.0,18.0,5.090813345667573,0.2811784163256589
"2008-08-02_-_Bull_City_Headquarters_-_Durham,_NC",2008-08-02,,380.0,7.0,3.0268820385659083,0.0962221329422209
"2008-08-17_-_Folks_Festival_-_Lyons,_CO",2008-08-17,,380.0,5.0,4.836661330490353,0.08375317679911641
"2008-09-14_-_End_of_the_Road_Festival_-_Dorset,_England",2008-09-14,,380.0,12.0,4.271745395755075,0.1509682517274954
"2008-09-15_-_ULU_-_London,_England",2008-09-15,,380.0,16.0,2.8456281384932347,0.1480404965672865
"2008-10-13_-_Park_West_-_Chicago,_IL",2008-10-13,Last Happy Night of Your Life Tour 2008,381.0,14.0,3.6543812264720943,0.16858084054040828
"2008-10-14_-_Pabst_Theater_-_Milwaukee,_WI",2008-10-14,Last Happy Night of Your Life Tour 2008,383.0,17.0,2.9708862958548075,0.18574404064821506
"2008-10-15_-_The_Slowdown_-_Omaha,_NE",2008-10-15,Last Happy Night of Your Life Tour 2008,384.0,4.0,3.9433493871271676,0.13957559275588943
"2008-10-17_-_Bluebird_Theater_-_Denver,_CO",2008-10-17,Last Happy Night of Your Life Tour 2008,385.0,17.0,2.545337882891855,0.15905022659272897
"2008-10-18_-_In_the_Venue_-_Salt_Lake_City,_UT",2008-10-18,Last Happy Night of Your Life Tour 2008,386.0,18.0,2.5636211891896212,0.1681827828801007
"2008-10-20_-_The_Showbox_-_Seattle,_WA",2008-10-20,Last Happy Night of Your Life Tour 2008,386.0,19.0,2.1151896290426158,0.1439612050795573
"2008-10-21_-_Wonder_Ballroom_-_Portland,_OR",2008-10-21,Last Happy Night of Your Life Tour 2008,387.0,20.0,2.6953242579086583,0.18834685665231213
"2008-10-23_-_The_Independent_-_San_Francisco,_CA",2008-10-23,Last Happy Night of Your Life Tour 2008,387.0,19.0,2.246469804761028,0.1597928084197711
"2008-10-24_-_The_Fillmore_-_San_Francisco,_CA",2008-10-24,Last Happy Night of Your Life Tour 2008,387.0,19.0,2.293194949389139,0.1551970549066247
"2008-10-25_-_Troubadour_-_Los_Angeles,_CA",2008-10-25,Last Happy Night of Your Life Tour 2008,387.0,20.0,1.8189046009424896,0.13649694961619277
"2008-10-26_-_Troubadour_-_Los_Angeles,_CA",2008-10-26,Last Happy Night of Your Life Tour 2008,387.0,18.0,2.138130025078498,0.14474756721675497
"2008-10-28_-_Belly_Up_Tavern_-_San_Diego,_CA",2008-10-28,Last Happy Night of Your Life Tour 2008,387.0,4.0,2.0571582435021223,0.10455974845125407
"2008-10-29_-_Club_Congress_-_Tucson,_AZ",2008-10-29,Last Happy Night of Your Life Tour 2008,387.0,16.0,2.4353960111465778,0.15274363473681626
"2008-10-31_-_The_Foundation_-_Lubbock,_TX",2008-10-31,Last Happy Night of Your Life Tour 2008,387.0,17.0,2.252077304849781,0.1393320980086406
"2008-11-01_-_Antones_-_Austin,_TX",2008-11-01,Last Happy Night of Your Life Tour 2008,387.0,18.0,1.8041027997781391,0.12251726339750445
"2008-11-02_-_Granada_Theater_-_Dallas,_TX",2008-11-02,Last Happy Night of Your Life Tour 2008,387.0,20.0,2.10186478099806,0.14697085565334567
"2008-11-03_-_Republic_-_New_Orleans,_LA",2008-11-03,Last Happy Night of Your Life Tour 2008,387.0,15.0,1.6525946604582153,0.1060746577795673
"2008-11-05_-_Cat's_Cradle_-_Carrboro,_NC",2008-11-05,Last Happy Night of Your Life Tour 2008,388.0,21.0,1.841403237810743,0.13360143933012003
"2008-11-06_-_9:30_Club_-_Washington,_D.C.",2008-11-06,Last Happy Night of Your Life Tour 2008,388.0,20.0,1.6340683983921984,0.1164730688103597
"2008-11-07_-_Theater_of_the_Living_Arts_-_Philadelphia,_PA",2008-11-07,Last Happy Night of Your Life Tour 2008,388.0,18.0,2.075488019496761,0.13579242590018895
"2008-11-08_-_Music_Hall_of_Williamsburg_-_Brooklyn,_NY",2008-11-08,Last Happy Night of Your Life Tour 2008,388.0,19.0,1.7575404596247757,0.12149112800178298
"2008-11-09_-_Webster_Hall_-_New_York,_NY",2008-11-09,Last Happy Night of Your Life Tour 2008,388.0,20.0,2.086458405207255,0.14288870861088804
"2008-12-05_-_Manning_Bar_-_Sydney,_Australia",2008-12-05,Australia and New Zealand Tour 2008,389.0,17.0,2.80294217998242,0.16122975074670415
"2008-12-06_-_Cambridge_Hotel_-_Newcastle,_Australia",2008-12-06,Australia and New Zealand Tour 2008,389.0,17.0,2.24890335555052,0.15871823782631778
"2008-12-07_-_Fowlers_Live_-_Adelaide,_Australia",2008-12-07,Australia and New Zealand Tour 2008,389.0,9.0,2.6660849895607424,0.1411149136527586
"2008-12-09_-_The_Rosemount_-_Perth,_Australia",2008-12-09,Australia and New Zealand Tour 2008,389.0,19.0,1.7030671453785937,0.12270421818825503
"2008-12-10_-_Billboard_-_Melbourne,_Australia",2008-12-10,Australia and New Zealand Tour 2008,389.0,19.0,2.0379986330717634,0.14467538291346138
"2008-12-12_-_Republic_Bar_-_Hobart,_Australia",2008-12-12,Australia and New Zealand Tour 2008,389.0,1.0,0.6246873976215291,0.08535560153273514
"2008-12-13_-_Meredith_Music_Festival_-_Meredith_Supernatural_Ampitheatre_-_Meredith,_Australia",2008-12-13,Australia and New Zealand Tour 2008,389.0,1.0,4.431951365538031,0.05425221726649765
"2008-12-14_-_The_Zoo_-_Brisbane,_Australia",2008-12-14,Australia and New Zealand Tour 2008,390.0,15.0,3.235843742077983,0.1685371670392086
"2008-12-17_-_Kings_Arms_-_Auckland,_New_Zealand",2008-12-17,Australia and New Zealand Tour 2008,390.0,4.0,1.1979891090812085,0.05959476337418574
"2008-12-18_-_San_Francisco_Bath_House_-_Wellington,_New_Zealand",2008-12-18,Australia and New Zealand Tour 2008,390.0,19.0,2.4955798573532304,0.151392471747898
2009-02-04_-_Steven_Page_Songwriter_Panel_-_Ships_and_Dip_V,2009-02-04,,391.0,2.0,4.804183432480299,0.06569018210035092
2009-02-05_-_Thursday_Concert_-_Ships_and_Dip_V,2009-02-05,,392.0,14.0,3.653092823317092,0.16359114869207558
"2009-02-24_-_Herbst_Theatre_-_San_Francisco,_CA",2009-02-24,,392.0,8.0,5.4497250215968105,0.14848511323063088
"2009-02-25_-_Swedish_American_Hall_-_San_Francisco,_CA",2009-02-25,,393.0,25.0,4.991310084101078,0.35051019246041576
"2009-03-07_-_Harvest_of_Hope_Festival_-_St._Augustine,_FL",2009-03-07,,394.0,15.0,4.348510265343181,0.18434466441202788
"2009-03-18_-_The_Grey_Eagle_-_Asheville,_NC",2009-03-18,Gone Primitive Tour,394.0,21.0,3.9250617614546672,0.24245471241135325
"2009-03-19_-_Duke_Coffeehouse_-_Durham,_NC",2009-03-19,Gone Primitive Tour,396.0,24.0,3.355432877976116,0.28196163265468704
"2009-03-20_-_Attucks_Theatre_-_Norfolk,_VA",2009-03-20,Gone Primitive Tour,397.0,23.0,2.927519709945592,0.2296903007957991
"2009-03-21_-_Sixth_&_I_Historic_Synagogue_-_Washington,_D.C.",2009-03-21,Gone Primitive Tour,397.0,21.0,2.6633082212595847,0.2003999613022428
"2009-03-24_-_Pearl_Street_-_Northampton,_MA",2009-03-24,Gone Primitive Tour,399.0,22.0,3.38502182663773,0.2637336380806633
"2009-03-25_-_Somerville_Theater_-_Somerville,_MA",2009-03-25,Gone Primitive Tour,399.0,22.0,2.9242619487321586,0.22133588092124665
"2009-03-26_-_Donovan's_Pub_at_Colgate_University_-_Hamilton,_NY",2009-03-26,Gone Primitive Tour,400.0,15.0,1.9589396594375728,0.14321688320257855
